gvkey,company,year,patentcount
1000,A & E Plastik Pak Inc,1976,4
1000,A & E Plastik Pak Inc,1977,2
1000,A & E Plastik Pak Inc,1978,1
1000,A & E Plastik Pak Inc,1979,3
1000,A & E Plastik Pak Inc,1980,2
1002,AAI Corp,1976,10
1002,AAI Corp,1977,24
1002,AAI Corp,1978,13
1002,AAI Corp,1979,5
1002,AAI Corp,1980,2
1002,AAI Corp,1981,2
1002,AAI Corp,1982,1
1002,AAI Corp,1983,1
1002,AAI Corp,1984,1
1002,AAI Corp,1986,2
1002,AAI Corp,1987,2
1002,AAI Corp,1988,3
1002,AAI Corp,1989,1
1002,AAI Corp,1990,1
1002,AAI Corp,1991,1
1002,AAI Corp,1992,1
1002,AAI Corp,1993,4
1002,AAI Corp,1994,5
1002,AAI Corp,1995,2
1002,AAI Corp,1996,2
1002,AAI Corp,1997,1
1002,AAI Corp,1998,1
1002,AAI Corp,1999,6
1002,AAI Corp,2000,6
1002,AAI Corp,2002,1
1002,AAI Corp,2003,2
1002,AAI Corp,2004,1
1002,AAI Corp,2005,1
1002,AAI Corp,2006,3
1002,AAI Corp,2008,5
1002,AAI Corp,2009,3
1002,AAI Corp,2010,2
1002,AAI Corp,2011,5
1002,AAI Corp,2012,10
1002,AAI Corp,2013,4
1002,AAI Corp,2014,4
1002,AAI Corp,2015,1
1002,AAI Corp,2016,8
1002,AAI Corp,2017,5
1002,AAI Corp,2018,6
1002,AAI Corp,2019,2
1002,AAI Corp,2020,5
1004,AAR Corp,1976,2
1004,AAR Corp,1978,1
1004,AAR Corp,1979,1
1004,AAR Corp,1981,3
1004,AAR Corp,1982,1
1004,AAR Corp,1983,2
1004,AAR Corp,1984,3
1004,AAR Corp,1985,2
1004,AAR Corp,1986,2
1004,AAR Corp,1987,4
1004,AAR Corp,1988,4
1004,AAR Corp,1990,2
1004,AAR Corp,1991,1
1004,AAR Corp,1992,3
1004,AAR Corp,1993,5
1004,AAR Corp,1994,1
1004,AAR Corp,1995,3
1004,AAR Corp,1997,1
1004,AAR Corp,2000,1
1004,AAR Corp,2003,1
1004,AAR Corp,2005,1
1004,AAR Corp,2006,1
1004,AAR Corp,2009,1
1004,AAR Corp,2010,3
1004,AAR Corp,2011,1
1004,AAR Corp,2013,1
1004,AAR Corp,2015,2
1004,AAR Corp,2016,2
1004,AAR Corp,2017,1
1004,AAR Corp,2018,4
1004,AAR Corp,2019,3
1004,AAR Corp,2020,1
1004,AAR Corp,2021,1
1004,AAR Corp,2023,1
1006,ABC Industries Inc,1986,1
1006,ABC Industries Inc,1992,1
1006,ABC Industries Inc,2012,1
1006,ABC Industries Inc,2015,2
1006,ABC Industries Inc,2018,1
1006,ABC Industries Inc,2022,1
1010,ACF Industries Inc,1976,27
1010,ACF Industries Inc,1977,32
1010,ACF Industries Inc,1978,49
1010,ACF Industries Inc,1979,44
1010,ACF Industries Inc,1980,50
1010,ACF Industries Inc,1981,57
1010,ACF Industries Inc,1982,28
1010,ACF Industries Inc,1983,29
1010,ACF Industries Inc,1984,26
1010,ACF Industries Inc,1985,11
1010,ACF Industries Inc,1986,8
1010,ACF Industries Inc,1987,5
1010,ACF Industries Inc,1988,3
1010,ACF Industries Inc,1989,6
1010,ACF Industries Inc,1990,3
1010,ACF Industries Inc,1991,8
1010,ACF Industries Inc,1992,3
1010,ACF Industries Inc,1993,3
1010,ACF Industries Inc,1994,6
1010,ACF Industries Inc,1995,3
1010,ACF Industries Inc,1996,1
1012,ACS Industries Inc,1977,3
1012,ACS Industries Inc,1978,1
1012,ACS Industries Inc,1987,1
1012,ACS Industries Inc,1990,1
1012,ACS Industries Inc,1991,1
1012,ACS Industries Inc,1993,2
1012,ACS Industries Inc,1995,3
1012,ACS Industries Inc,1996,2
1012,ACS Industries Inc,1998,1
1012,ACS Industries Inc,2001,3
1012,ACS Industries Inc,2003,3
1012,ACS Industries Inc,2005,1
1012,ACS Industries Inc,2006,2
1012,ACS Industries Inc,2007,1
1012,ACS Industries Inc,2008,1
1012,ACS Industries Inc,2009,3
1012,ACS Industries Inc,2010,2
1012,ACS Industries Inc,2011,1
1012,ACS Industries Inc,2014,2
1012,ACS Industries Inc,2017,3
1012,ACS Industries Inc,2020,3
1012,ACS Industries Inc,2022,2
1013,ADC Telecommunications Inc.,1986,5
1013,ADC Telecommunications Inc.,1987,11
1013,ADC Telecommunications Inc.,1988,8
1013,ADC Telecommunications Inc.,1989,2
1013,ADC Telecommunications Inc.,1990,5
1013,ADC Telecommunications Inc.,1991,12
1013,ADC Telecommunications Inc.,1992,10
1013,ADC Telecommunications Inc.,1993,17
1013,ADC Telecommunications Inc.,1994,16
1013,ADC Telecommunications Inc.,1995,15
1013,ADC Telecommunications Inc.,1996,11
1013,ADC Telecommunications Inc.,1997,12
1013,ADC Telecommunications Inc.,1998,15
1013,ADC Telecommunications Inc.,1999,31
1013,ADC Telecommunications Inc.,2000,34
1013,ADC Telecommunications Inc.,2001,55
1013,ADC Telecommunications Inc.,2002,81
1013,ADC Telecommunications Inc.,2003,109
1013,ADC Telecommunications Inc.,2004,107
1013,ADC Telecommunications Inc.,2005,84
1013,ADC Telecommunications Inc.,2006,93
1013,ADC Telecommunications Inc.,2007,114
1013,ADC Telecommunications Inc.,2008,159
1013,ADC Telecommunications Inc.,2009,182
1013,ADC Telecommunications Inc.,2010,207
1013,ADC Telecommunications Inc.,2011,165
1013,ADC Telecommunications Inc.,2012,152
1013,ADC Telecommunications Inc.,2013,133
1013,ADC Telecommunications Inc.,2014,111
1013,ADC Telecommunications Inc.,2015,107
1013,ADC Telecommunications Inc.,2016,8
1013,ADC Telecommunications Inc.,2017,9
1013,ADC Telecommunications Inc.,2018,19
1013,ADC Telecommunications Inc.,2019,5
1013,ADC Telecommunications Inc.,2020,5
1013,ADC Telecommunications Inc.,2021,1
1013,ADC Telecommunications Inc.,2022,2
1013,ADC Telecommunications Inc.,2023,2
1016,AEC Inc,1982,1
1016,AEC Inc,1984,1
1016,AEC Inc,1987,1
1016,AEC Inc,1988,3
1016,AEC Inc,1989,1
1016,AEC Inc,1991,3
1016,AEC Inc,1992,1
1016,AEC Inc,1994,1
1016,AEC Inc,1996,1
1016,AEC Inc,2000,1
1017,AEL Industries,1992,2
1017,AEL Industries,1993,5
1017,AEL Industries,1994,5
1017,AEL Industries,1995,2
1017,AEL Industries,1996,2
1017,AEL Industries,1997,2
1018,AES Technology Systems Inc,1977,1
1018,AES Technology Systems Inc,1978,1
1018,AES Technology Systems Inc,1979,1
1018,AES Technology Systems Inc,1980,4
1018,AES Technology Systems Inc,1982,5
1018,AES Technology Systems Inc,1983,1
1018,AES Technology Systems Inc,1990,1
1019,AFA Protective Systems Inc,1977,1
1019,AFA Protective Systems Inc,1978,2
1019,AFA Protective Systems Inc,1979,2
1019,AFA Protective Systems Inc,1980,6
1019,AFA Protective Systems Inc,1981,3
1019,AFA Protective Systems Inc,1982,1
1019,AFA Protective Systems Inc,1985,3
1019,AFA Protective Systems Inc,1986,1
1019,AFA Protective Systems Inc,1994,1
1020,AFG Industries Inc,1980,1
1020,AFG Industries Inc,2000,1
1020,AFG Industries Inc,2002,2
1020,AFG Industries Inc,2003,1
1020,AFG Industries Inc,2004,3
1020,AFG Industries Inc,2006,1
1021,AFP Imaging Corp,1994,1
1021,AFP Imaging Corp,1998,1
1021,AFP Imaging Corp,1999,1
1021,AFP Imaging Corp,2000,1
1021,AFP Imaging Corp,2001,2
1021,AFP Imaging Corp,2002,1
1021,AFP Imaging Corp,2003,1
1021,AFP Imaging Corp,2006,1
1021,AFP Imaging Corp,2007,1
1022,AGM Industries Inc,1977,2
1031,A J Industries Inc,2000,2
1031,A J Industries Inc,2001,1
1033,A L D Inc,1978,1
1035,AMCA International Ltd,1983,2
1035,AMCA International Ltd,1986,1
1035,AMCA International Ltd,1987,1
1035,AMCA International Ltd,1988,1
1035,AMCA International Ltd,1990,1
1036,United Dominion Industries,1994,1
1036,United Dominion Industries,1998,2
1036,United Dominion Industries,2002,2
1037,AM Communication Inc.,1989,1
1037,AM Communication Inc.,1990,1
1037,AM Communication Inc.,1991,1
1037,AM Communication Inc.,2003,1
1037,AM Communication Inc.,2004,1
1037,AM Communication Inc.,2005,5
1037,AM Communication Inc.,2007,1
1037,AM Communication Inc.,2008,4
1037,AM Communication Inc.,2009,2
1037,AM Communication Inc.,2010,1
1037,AM Communication Inc.,2011,1
1037,AM Communication Inc.,2012,3
1037,AM Communication Inc.,2013,1
1037,AM Communication Inc.,2014,1
1038,AMC Entertainment Inc -Old,1989,1
1038,AMC Entertainment Inc -Old,1990,1
1040,AMF Inc,1976,34
1040,AMF Inc,1977,29
1040,AMF Inc,1978,21
1040,AMF Inc,1979,26
1040,AMF Inc,1980,16
1040,AMF Inc,1981,31
1040,AMF Inc,1982,42
1040,AMF Inc,1983,23
1040,AMF Inc,1984,30
1040,AMF Inc,1985,21
1040,AMF Inc,1986,11
1040,AMF Inc,1987,8
1040,AMF Inc,1988,2
1040,AMF Inc,1989,1
1041,AMI Industries Inc,1996,2
1041,AMI Industries Inc,1997,1
1043,Multigraphics Inc,1979,18
1043,Multigraphics Inc,1980,13
1043,Multigraphics Inc,1981,15
1043,Multigraphics Inc,1982,4
1043,Multigraphics Inc,1983,4
1043,Multigraphics Inc,1984,6
1043,Multigraphics Inc,1985,5
1043,Multigraphics Inc,1986,2
1043,Multigraphics Inc,1987,4
1043,Multigraphics Inc,1988,6
1043,Multigraphics Inc,1989,9
1043,Multigraphics Inc,1990,9
1043,Multigraphics Inc,1991,13
1043,Multigraphics Inc,1992,3
1043,Multigraphics Inc,1993,7
1043,Multigraphics Inc,1994,5
1043,Multigraphics Inc,1995,4
1043,Multigraphics Inc,1996,5
1045,American Airlines Group Inc,1994,1
1045,American Airlines Group Inc,1995,2
1045,American Airlines Group Inc,1996,2
1045,American Airlines Group Inc,1997,2
1045,American Airlines Group Inc,2003,2
1045,American Airlines Group Inc,2004,1
1045,American Airlines Group Inc,2006,2
1045,American Airlines Group Inc,2008,2
1045,American Airlines Group Inc,2009,2
1045,American Airlines Group Inc,2010,5
1045,American Airlines Group Inc,2011,4
1045,American Airlines Group Inc,2012,12
1045,American Airlines Group Inc,2013,8
1045,American Airlines Group Inc,2014,9
1045,American Airlines Group Inc,2015,4
1045,American Airlines Group Inc,2016,4
1045,American Airlines Group Inc,2017,8
1045,American Airlines Group Inc,2018,3
1045,American Airlines Group Inc,2019,12
1045,American Airlines Group Inc,2020,7
1045,American Airlines Group Inc,2021,10
1045,American Airlines Group Inc,2022,10
1045,American Airlines Group Inc,2023,12
1049,APF Electronics,1978,1
1050,CECO Environmental Corp.,1977,1
1050,CECO Environmental Corp.,1978,2
1050,CECO Environmental Corp.,1979,1
1050,CECO Environmental Corp.,1982,1
1050,CECO Environmental Corp.,1983,1
1050,CECO Environmental Corp.,1989,1
1050,CECO Environmental Corp.,1990,2
1050,CECO Environmental Corp.,1996,3
1050,CECO Environmental Corp.,1997,3
1050,CECO Environmental Corp.,1998,4
1050,CECO Environmental Corp.,1999,8
1050,CECO Environmental Corp.,2000,4
1050,CECO Environmental Corp.,2001,2
1050,CECO Environmental Corp.,2002,4
1050,CECO Environmental Corp.,2003,1
1050,CECO Environmental Corp.,2004,4
1050,CECO Environmental Corp.,2005,6
1050,CECO Environmental Corp.,2007,1
1050,CECO Environmental Corp.,2008,2
1050,CECO Environmental Corp.,2010,3
1050,CECO Environmental Corp.,2011,8
1050,CECO Environmental Corp.,2013,3
1050,CECO Environmental Corp.,2014,5
1050,CECO Environmental Corp.,2015,1
1050,CECO Environmental Corp.,2016,1
1050,CECO Environmental Corp.,2017,2
1050,CECO Environmental Corp.,2018,6
1050,CECO Environmental Corp.,2019,3
1050,CECO Environmental Corp.,2020,2
1050,CECO Environmental Corp.,2021,3
1050,CECO Environmental Corp.,2022,2
1055,AST Research Inc,1990,3
1055,AST Research Inc,1991,2
1055,AST Research Inc,1992,5
1055,AST Research Inc,1993,15
1055,AST Research Inc,1994,19
1055,AST Research Inc,1995,23
1055,AST Research Inc,1996,26
1055,AST Research Inc,1997,28
1055,AST Research Inc,1998,29
1055,AST Research Inc,1999,12
1055,AST Research Inc,2000,4
1055,AST Research Inc,2001,3
1055,AST Research Inc,2002,1
1056,Aeroflex Inc,1985,1
1056,Aeroflex Inc,1995,1
1056,Aeroflex Inc,1998,1
1056,Aeroflex Inc,2004,1
1056,Aeroflex Inc,2005,1
1056,Aeroflex Inc,2006,2
1056,Aeroflex Inc,2007,1
1056,Aeroflex Inc,2008,1
1056,Aeroflex Inc,2009,8
1056,Aeroflex Inc,2010,5
1056,Aeroflex Inc,2011,1
1056,Aeroflex Inc,2015,1
1056,Aeroflex Inc,2018,1
1057,ABEX Corp,1976,8
1057,ABEX Corp,1977,11
1057,ABEX Corp,1978,17
1057,ABEX Corp,1979,6
1057,ABEX Corp,1980,11
1057,ABEX Corp,1981,8
1057,ABEX Corp,1982,13
1057,ABEX Corp,1983,12
1057,ABEX Corp,1984,9
1057,ABEX Corp,1985,6
1057,ABEX Corp,1986,4
1057,ABEX Corp,1987,3
1057,ABEX Corp,1989,2
1057,ABEX Corp,1990,4
1057,ABEX Corp,1991,2
1057,ABEX Corp,1992,2
1057,ABEX Corp,1995,1
1058,APL Corp,1977,1
1058,APL Corp,1980,1
1058,APL Corp,1986,2
1058,APL Corp,1987,1
1058,APL Corp,1988,1
1059,A P S Inc,2014,1
1061,ARI Industries Inc,1978,1
1061,ARI Industries Inc,2021,1
1063,ASI,2002,1
1063,ASI,2003,2
1065,AT&E Corp,1987,1
1065,AT&E Corp,1988,1
1065,AT&E Corp,1989,3
1065,AT&E Corp,1990,7
1065,AT&E Corp,1991,7
1067,ATI Inc,1976,7
1067,ATI Inc,1977,17
1067,ATI Inc,1978,34
1067,ATI Inc,1979,24
1067,ATI Inc,1980,27
1067,ATI Inc,1981,29
1067,ATI Inc,1982,21
1067,ATI Inc,1983,30
1067,ATI Inc,1984,30
1067,ATI Inc,1985,21
1067,ATI Inc,1986,23
1067,ATI Inc,1987,22
1067,ATI Inc,1988,3
1067,ATI Inc,1989,1
1070,AVC Corp,2003,1
1070,AVC Corp,2005,1
1070,AVC Corp,2007,1
1070,AVC Corp,2010,1
1070,AVC Corp,2012,1
1070,AVC Corp,2013,3
1070,AVC Corp,2014,3
1070,AVC Corp,2016,1
1070,AVC Corp,2017,1
1070,AVC Corp,2018,1
1072,AVX Corp.,1977,1
1072,AVX Corp.,1978,1
1072,AVX Corp.,1979,2
1072,AVX Corp.,1981,1
1072,AVX Corp.,1982,1
1072,AVX Corp.,1983,1
1072,AVX Corp.,1984,5
1072,AVX Corp.,1985,5
1072,AVX Corp.,1986,3
1072,AVX Corp.,1987,3
1072,AVX Corp.,1988,4
1072,AVX Corp.,1989,4
1072,AVX Corp.,1990,5
1072,AVX Corp.,1991,6
1072,AVX Corp.,1992,4
1072,AVX Corp.,1993,6
1072,AVX Corp.,1994,3
1072,AVX Corp.,1995,3
1072,AVX Corp.,1996,6
1072,AVX Corp.,1997,3
1072,AVX Corp.,1999,5
1072,AVX Corp.,2000,3
1072,AVX Corp.,2001,8
1072,AVX Corp.,2002,8
1072,AVX Corp.,2003,8
1072,AVX Corp.,2004,9
1072,AVX Corp.,2005,10
1072,AVX Corp.,2006,11
1072,AVX Corp.,2007,7
1072,AVX Corp.,2008,12
1072,AVX Corp.,2009,11
1072,AVX Corp.,2010,20
1072,AVX Corp.,2011,11
1072,AVX Corp.,2012,28
1072,AVX Corp.,2013,25
1072,AVX Corp.,2014,17
1072,AVX Corp.,2015,21
1072,AVX Corp.,2016,18
1072,AVX Corp.,2017,31
1072,AVX Corp.,2018,27
1072,AVX Corp.,2019,33
1072,AVX Corp.,2020,39
1072,AVX Corp.,2021,53
1072,AVX Corp.,2022,23
1072,AVX Corp.,2023,29
1073,AW Computer Systems,1999,1
1075,Pinnacle West Capital Corp,1999,1
1075,Pinnacle West Capital Corp,2002,2
1075,Pinnacle West Capital Corp,2003,3
1075,Pinnacle West Capital Corp,2004,3
1075,Pinnacle West Capital Corp,2005,5
1075,Pinnacle West Capital Corp,2006,4
1075,Pinnacle West Capital Corp,2007,4
1075,Pinnacle West Capital Corp,2008,4
1075,Pinnacle West Capital Corp,2009,2
1075,Pinnacle West Capital Corp,2010,3
1075,Pinnacle West Capital Corp,2011,1
1075,Pinnacle West Capital Corp,2012,2
1075,Pinnacle West Capital Corp,2013,1
1075,Pinnacle West Capital Corp,2014,1
1075,Pinnacle West Capital Corp,2021,3
1075,Pinnacle West Capital Corp,2022,1
1076,PROG Holdings Inc,2020,7
1076,PROG Holdings Inc,2021,1
1078,Abbott Laboratories,1976,53
1078,Abbott Laboratories,1977,66
1078,Abbott Laboratories,1978,61
1078,Abbott Laboratories,1979,58
1078,Abbott Laboratories,1980,116
1078,Abbott Laboratories,1981,76
1078,Abbott Laboratories,1982,76
1078,Abbott Laboratories,1983,48
1078,Abbott Laboratories,1984,63
1078,Abbott Laboratories,1985,53
1078,Abbott Laboratories,1986,61
1078,Abbott Laboratories,1987,64
1078,Abbott Laboratories,1988,71
1078,Abbott Laboratories,1989,64
1078,Abbott Laboratories,1990,98
1078,Abbott Laboratories,1991,128
1078,Abbott Laboratories,1992,181
1078,Abbott Laboratories,1993,199
1078,Abbott Laboratories,1994,204
1078,Abbott Laboratories,1995,204
1078,Abbott Laboratories,1996,283
1078,Abbott Laboratories,1997,321
1078,Abbott Laboratories,1998,321
1078,Abbott Laboratories,1999,270
1078,Abbott Laboratories,2000,232
1078,Abbott Laboratories,2001,289
1078,Abbott Laboratories,2002,320
1078,Abbott Laboratories,2003,429
1078,Abbott Laboratories,2004,324
1078,Abbott Laboratories,2005,256
1078,Abbott Laboratories,2006,327
1078,Abbott Laboratories,2007,329
1078,Abbott Laboratories,2008,319
1078,Abbott Laboratories,2009,337
1078,Abbott Laboratories,2010,648
1078,Abbott Laboratories,2011,825
1078,Abbott Laboratories,2012,957
1078,Abbott Laboratories,2013,933
1078,Abbott Laboratories,2014,833
1078,Abbott Laboratories,2015,681
1078,Abbott Laboratories,2016,687
1078,Abbott Laboratories,2017,690
1078,Abbott Laboratories,2018,584
1078,Abbott Laboratories,2019,536
1078,Abbott Laboratories,2020,504
1078,Abbott Laboratories,2021,479
1078,Abbott Laboratories,2022,437
1078,Abbott Laboratories,2023,279
1081,Abitibi-Consolidated Inc.,1985,1
1081,Abitibi-Consolidated Inc.,1990,1
1081,Abitibi-Consolidated Inc.,1996,3
1081,Abitibi-Consolidated Inc.,1997,1
1081,Abitibi-Consolidated Inc.,2000,1
1081,Abitibi-Consolidated Inc.,2001,1
1084,Worlds Inc,2001,1
1084,Worlds Inc,2007,1
1084,Worlds Inc,2009,1
1084,Worlds Inc,2011,2
1084,Worlds Inc,2012,2
1084,Worlds Inc,2013,1
1084,Worlds Inc,2014,1
1084,Worlds Inc,2015,1
1085,AT&T Technologies Inc,1984,79
1085,AT&T Technologies Inc,1985,145
1085,AT&T Technologies Inc,1986,82
1085,AT&T Technologies Inc,1987,35
1085,AT&T Technologies Inc,1988,12
1085,AT&T Technologies Inc,1989,1
1085,AT&T Technologies Inc,1990,2
1085,AT&T Technologies Inc,1998,1
1085,AT&T Technologies Inc,1999,1
1085,AT&T Technologies Inc,2001,2
1085,AT&T Technologies Inc,2003,3
1089,Accelerators Inc,1976,2
1089,Accelerators Inc,1978,1
1089,Accelerators Inc,1979,1
1090,Access Corp,1986,1
1090,Access Corp,1989,1
1090,Access Corp,1990,1
1090,Access Corp,1991,1
1091,Acco World Corp,1976,6
1091,Acco World Corp,1977,4
1091,Acco World Corp,1978,7
1091,Acco World Corp,1979,6
1091,Acco World Corp,1980,6
1091,Acco World Corp,1981,8
1091,Acco World Corp,1982,3
1091,Acco World Corp,1983,2
1091,Acco World Corp,1984,5
1091,Acco World Corp,1985,1
1091,Acco World Corp,1986,4
1091,Acco World Corp,1987,2
1091,Acco World Corp,1988,4
1091,Acco World Corp,1989,1
1093,Accuray Corp,1981,3
1093,Accuray Corp,1984,3
1093,Accuray Corp,1985,2
1093,Accuray Corp,1986,2
1093,Accuray Corp,1987,1
1093,Accuray Corp,1988,4
1093,Accuray Corp,1991,1
1094,Aceto Corp,1981,1
1094,Aceto Corp,2006,1
1094,Aceto Corp,2012,1
1094,Aceto Corp,2016,1
1099,Acme Electric Corp,1978,1
1100,Acme General Corp,1977,1
1100,Acme General Corp,1978,2
1100,Acme General Corp,1980,1
1100,Acme General Corp,1981,1
1100,Acme General Corp,1982,1
1100,Acme General Corp,1983,2
1100,Acme General Corp,1986,1
1100,Acme General Corp,1987,1
1100,Acme General Corp,1988,1
1100,Acme General Corp,1989,2
1101,Acme-Hamilton Manufacturing Corp,1977,2
1102,Acme Industries Inc,2017,1
1103,Acme Precision Products Inc,1984,1
1104,Acme United Corp,1980,1
1104,Acme United Corp,1986,3
1104,Acme United Corp,1987,4
1104,Acme United Corp,1988,2
1104,Acme United Corp,1995,6
1104,Acme United Corp,1997,1
1104,Acme United Corp,1999,1
1104,Acme United Corp,2000,1
1104,Acme United Corp,2001,5
1104,Acme United Corp,2002,2
1104,Acme United Corp,2003,5
1104,Acme United Corp,2004,4
1104,Acme United Corp,2005,15
1104,Acme United Corp,2006,10
1104,Acme United Corp,2007,3
1104,Acme United Corp,2008,14
1104,Acme United Corp,2009,12
1104,Acme United Corp,2010,6
1104,Acme United Corp,2011,7
1104,Acme United Corp,2012,4
1104,Acme United Corp,2013,1
1104,Acme United Corp,2014,7
1104,Acme United Corp,2015,10
1104,Acme United Corp,2016,7
1104,Acme United Corp,2017,4
1104,Acme United Corp,2018,14
1104,Acme United Corp,2019,15
1104,Acme United Corp,2020,6
1104,Acme United Corp,2021,2
1104,Acme United Corp,2022,3
1104,Acme United Corp,2023,3
1107,Ace Hardware Corp,1992,1
1107,Ace Hardware Corp,1996,1
1107,Ace Hardware Corp,1997,1
1107,Ace Hardware Corp,2004,1
1108,Princeton Holdings Inc,1978,1
1108,Princeton Holdings Inc,1979,1
1108,Princeton Holdings Inc,1980,1
1108,Princeton Holdings Inc,1982,2
1108,Princeton Holdings Inc,1986,1
1108,Princeton Holdings Inc,1987,2
1108,Princeton Holdings Inc,1991,3
1108,Princeton Holdings Inc,1995,1
1108,Princeton Holdings Inc,1998,1
1108,Princeton Holdings Inc,2000,1
1108,Princeton Holdings Inc,2001,5
1108,Princeton Holdings Inc,2002,3
1108,Princeton Holdings Inc,2003,2
1110,ATI Corp,1991,1
1111,Activision Inc.,1987,1
1112,Actmedia Inc,1992,3
1112,Actmedia Inc,1993,3
1112,Actmedia Inc,1994,2
1112,Actmedia Inc,1995,1
1112,Actmedia Inc,1996,1
1112,Actmedia Inc,1998,2
1112,Actmedia Inc,1999,1
1114,Acushnet Co,1988,1
1114,Acushnet Co,1990,1
1114,Acushnet Co,1991,2
1114,Acushnet Co,1993,1
1114,Acushnet Co,2001,1
1114,Acushnet Co,2003,1
1114,Acushnet Co,2005,1
1114,Acushnet Co,2007,1
1114,Acushnet Co,2009,2
1114,Acushnet Co,2010,1
1114,Acushnet Co,2015,2
1114,Acushnet Co,2016,4
1114,Acushnet Co,2017,1
1114,Acushnet Co,2018,1
1114,Acushnet Co,2020,1
1114,Acushnet Co,2023,2
1115,ADAC Laboratories,1987,1
1115,ADAC Laboratories,1992,2
1115,ADAC Laboratories,1993,1
1115,ADAC Laboratories,1994,3
1115,ADAC Laboratories,1995,5
1115,ADAC Laboratories,1996,6
1115,ADAC Laboratories,1997,8
1115,ADAC Laboratories,1998,8
1115,ADAC Laboratories,1999,6
1115,ADAC Laboratories,2000,4
1115,ADAC Laboratories,2001,9
1115,ADAC Laboratories,2002,2
1117,BK Technologies Corp,1993,1
1117,BK Technologies Corp,1994,1
1117,BK Technologies Corp,1995,4
1117,BK Technologies Corp,2020,1
1117,BK Technologies Corp,2022,1
1117,BK Technologies Corp,2023,3
1122,Adams Russell,1987,1
1125,Additive Technology Corp,1984,2
1125,Additive Technology Corp,1987,1
1126,Addmaster Corp,1976,2
1126,Addmaster Corp,1977,4
1126,Addmaster Corp,1978,2
1126,Addmaster Corp,1979,2
1126,Addmaster Corp,1980,1
1126,Addmaster Corp,1981,1
1126,Addmaster Corp,1990,1
1126,Addmaster Corp,1991,1
1126,Addmaster Corp,1993,1
1126,Addmaster Corp,1995,1
1126,Addmaster Corp,2003,1
1126,Addmaster Corp,2004,1
1129,Advanced Fuel Systems Inc,1983,1
1133,Admiral Corp,1976,3
1133,Admiral Corp,1977,1
1133,Admiral Corp,1978,7
1133,Admiral Corp,1979,1
1133,Admiral Corp,1980,2
1136,Adrian Steel Co,2001,1
1136,Adrian Steel Co,2006,1
1136,Adrian Steel Co,2008,1
1136,Adrian Steel Co,2012,1
1136,Adrian Steel Co,2013,1
1136,Adrian Steel Co,2015,5
1136,Adrian Steel Co,2016,2
1136,Adrian Steel Co,2017,2
1136,Adrian Steel Co,2018,2
1136,Adrian Steel Co,2019,3
1136,Adrian Steel Co,2020,2
1136,Adrian Steel Co,2021,3
1136,Adrian Steel Co,2022,2
1136,Adrian Steel Co,2023,2
1137,Advance Circuits Inc,1998,1
1139,Advanced Chemical Technology,1977,1
1139,Advanced Chemical Technology,1982,1
1139,Advanced Chemical Technology,1988,1
1139,Advanced Chemical Technology,1992,1
1139,Advanced Chemical Technology,1993,1
1139,Advanced Chemical Technology,1994,1
1139,Advanced Chemical Technology,1997,1
1139,Advanced Chemical Technology,2016,1
1142,Advanced Energy Corp,1986,1
1142,Advanced Energy Corp,1987,1
1145,Advanced Systems Inc,1984,1
1145,Advanced Systems Inc,1986,2
1145,Advanced Systems Inc,1991,1
1145,Advanced Systems Inc,1993,1
1145,Advanced Systems Inc,2000,1
1146,Advent Corp,1976,1
1146,Advent Corp,1977,2
1146,Advent Corp,1978,1
1146,Advent Corp,1979,1
1146,Advent Corp,2001,1
1147,Advertising Unlimited Inc,1988,1
1148,Advest Group Inc,1987,1
1150,Aegis Corp,1987,2
1150,Aegis Corp,1988,1
1150,Aegis Corp,1992,1
1150,Aegis Corp,1993,1
1150,Aegis Corp,2016,1
1151,Aequitron Medical Inc,1986,1
1151,Aequitron Medical Inc,1987,1
1151,Aequitron Medical Inc,1994,1
1151,Aequitron Medical Inc,1996,1
1151,Aequitron Medical Inc,1997,1
1154,Aero Systems Engineering Inc,1996,1
1154,Aero Systems Engineering Inc,1997,1
1154,Aero Systems Engineering Inc,1998,1
1154,Aero Systems Engineering Inc,2004,2
1154,Aero Systems Engineering Inc,2006,2
1154,Aero Systems Engineering Inc,2014,1
1154,Aero Systems Engineering Inc,2019,1
1154,Aero Systems Engineering Inc,2020,1
1157,Aerojet General Corp,1976,14
1157,Aerojet General Corp,1977,8
1157,Aerojet General Corp,1978,5
1157,Aerojet General Corp,1979,3
1157,Aerojet General Corp,1980,8
1157,Aerojet General Corp,1981,3
1157,Aerojet General Corp,1982,1
1157,Aerojet General Corp,1983,1
1157,Aerojet General Corp,1984,2
1157,Aerojet General Corp,1985,3
1157,Aerojet General Corp,1987,2
1157,Aerojet General Corp,1988,6
1157,Aerojet General Corp,1989,5
1157,Aerojet General Corp,1990,3
1157,Aerojet General Corp,1991,3
1157,Aerojet General Corp,1992,1
1157,Aerojet General Corp,1993,9
1157,Aerojet General Corp,1994,13
1157,Aerojet General Corp,1995,16
1157,Aerojet General Corp,1996,9
1157,Aerojet General Corp,1997,19
1157,Aerojet General Corp,1998,15
1157,Aerojet General Corp,1999,3
1157,Aerojet General Corp,2000,3
1157,Aerojet General Corp,2002,5
1157,Aerojet General Corp,2003,8
1157,Aerojet General Corp,2004,8
1157,Aerojet General Corp,2005,2
1157,Aerojet General Corp,2006,5
