gvkey,company,year,patentcount
29341,Foamex International Inc,2021,2
29344,Symbollon Pharmaceuticals Inc,1993,1
29344,Symbollon Pharmaceuticals Inc,1995,1
29344,Symbollon Pharmaceuticals Inc,1997,3
29344,Symbollon Pharmaceuticals Inc,1998,2
29344,Symbollon Pharmaceuticals Inc,1999,2
29344,Symbollon Pharmaceuticals Inc,2000,1
29344,Symbollon Pharmaceuticals Inc,2001,2
29344,Symbollon Pharmaceuticals Inc,2002,1
29345,Gateway Inc.,1994,2
29345,Gateway Inc.,1996,6
29345,Gateway Inc.,1997,1
29345,Gateway Inc.,1998,2
29345,Gateway Inc.,2003,1
29345,Gateway Inc.,2005,1
29345,Gateway Inc.,2008,1
29345,Gateway Inc.,2009,1
29345,Gateway Inc.,2013,2
29345,Gateway Inc.,2016,1
29353,Shaw Group Inc. (The),1976,1
29353,Shaw Group Inc. (The),1977,1
29353,Shaw Group Inc. (The),1982,1
29353,Shaw Group Inc. (The),1985,1
29353,Shaw Group Inc. (The),1988,1
29353,Shaw Group Inc. (The),1989,1
29353,Shaw Group Inc. (The),2002,1
29353,Shaw Group Inc. (The),2006,1
29353,Shaw Group Inc. (The),2007,1
29353,Shaw Group Inc. (The),2008,2
29353,Shaw Group Inc. (The),2009,2
29353,Shaw Group Inc. (The),2012,1
29353,Shaw Group Inc. (The),2014,3
29353,Shaw Group Inc. (The),2015,1
29353,Shaw Group Inc. (The),2017,1
29356,VERITAS Software Co,1998,3
29356,VERITAS Software Co,1999,3
29356,VERITAS Software Co,2000,2
29356,VERITAS Software Co,2001,1
29356,VERITAS Software Co,2009,1
29356,VERITAS Software Co,2016,90
29356,VERITAS Software Co,2017,100
29356,VERITAS Software Co,2018,80
29356,VERITAS Software Co,2019,98
29356,VERITAS Software Co,2020,64
29356,VERITAS Software Co,2021,48
29356,VERITAS Software Co,2022,35
29356,VERITAS Software Co,2023,15
29366,Asante Technologies Inc,1997,2
29366,Asante Technologies Inc,1998,3
29366,Asante Technologies Inc,1999,1
29366,Asante Technologies Inc,2000,1
29368,Digidesign Inc,1998,2
29369,Camco International Inc,1990,2
29369,Camco International Inc,1991,12
29369,Camco International Inc,1992,11
29369,Camco International Inc,1993,11
29369,Camco International Inc,1994,13
29369,Camco International Inc,1995,14
29369,Camco International Inc,1996,15
29369,Camco International Inc,1997,9
29369,Camco International Inc,1998,11
29369,Camco International Inc,1999,30
29369,Camco International Inc,2000,43
29369,Camco International Inc,2001,43
29369,Camco International Inc,2002,12
29369,Camco International Inc,2003,1
29369,Camco International Inc,2004,1
29375,Casa Systems Inc,2012,1
29375,Casa Systems Inc,2013,1
29375,Casa Systems Inc,2014,2
29375,Casa Systems Inc,2018,1
29375,Casa Systems Inc,2019,1
29375,Casa Systems Inc,2021,1
29375,Casa Systems Inc,2022,2
29375,Casa Systems Inc,2023,3
29378,BEST Inc,2009,1
29378,BEST Inc,2013,1
29381,Macromedia Inc.,1992,1
29381,Macromedia Inc.,1993,1
29381,Macromedia Inc.,1995,2
29381,Macromedia Inc.,1996,1
29381,Macromedia Inc.,1997,3
29381,Macromedia Inc.,1998,1
29381,Macromedia Inc.,1999,1
29381,Macromedia Inc.,2000,2
29381,Macromedia Inc.,2002,4
29381,Macromedia Inc.,2003,3
29381,Macromedia Inc.,2004,1
29381,Macromedia Inc.,2006,3
29382,Steven Madden Ltd,2001,1
29382,Steven Madden Ltd,2006,1
29382,Steven Madden Ltd,2009,1
29382,Steven Madden Ltd,2010,2
29382,Steven Madden Ltd,2017,2
29382,Steven Madden Ltd,2019,1
29382,Steven Madden Ltd,2021,1
29382,Steven Madden Ltd,2023,1
29386,TriQuint Semiconductor Inc,1987,1
29386,TriQuint Semiconductor Inc,1989,1
29386,TriQuint Semiconductor Inc,1990,1
29386,TriQuint Semiconductor Inc,2000,2
29386,TriQuint Semiconductor Inc,2001,1
29386,TriQuint Semiconductor Inc,2002,1
29386,TriQuint Semiconductor Inc,2003,27
29386,TriQuint Semiconductor Inc,2004,24
29386,TriQuint Semiconductor Inc,2005,12
29386,TriQuint Semiconductor Inc,2006,10
29386,TriQuint Semiconductor Inc,2007,2
29386,TriQuint Semiconductor Inc,2016,2
29387,Agribiotech Inc,1993,1
29387,Agribiotech Inc,1998,1
29387,Agribiotech Inc,2000,1
29390,SangStat Medical Corp,1992,3
29390,SangStat Medical Corp,1993,4
29390,SangStat Medical Corp,1994,3
29390,SangStat Medical Corp,1995,1
29390,SangStat Medical Corp,1996,2
29390,SangStat Medical Corp,1998,7
29390,SangStat Medical Corp,1999,3
29390,SangStat Medical Corp,2000,3
29390,SangStat Medical Corp,2001,2
29390,SangStat Medical Corp,2003,1
29390,SangStat Medical Corp,2004,1
29390,SangStat Medical Corp,2005,1
29390,SangStat Medical Corp,2006,3
29390,SangStat Medical Corp,2009,2
29390,SangStat Medical Corp,2010,1
29392,Eastman Chemical Co,1976,3
29392,Eastman Chemical Co,1978,3
29392,Eastman Chemical Co,1979,6
29392,Eastman Chemical Co,1981,2
29392,Eastman Chemical Co,1982,7
29392,Eastman Chemical Co,1983,2
29392,Eastman Chemical Co,1986,1
29392,Eastman Chemical Co,1988,2
29392,Eastman Chemical Co,1989,5
29392,Eastman Chemical Co,1990,2
29392,Eastman Chemical Co,1991,1
29392,Eastman Chemical Co,1992,3
29392,Eastman Chemical Co,1993,2
29392,Eastman Chemical Co,1994,66
29392,Eastman Chemical Co,1995,95
29392,Eastman Chemical Co,1996,71
29392,Eastman Chemical Co,1997,81
29392,Eastman Chemical Co,1998,77
29392,Eastman Chemical Co,1999,135
29392,Eastman Chemical Co,2000,146
29392,Eastman Chemical Co,2001,134
29392,Eastman Chemical Co,2002,113
29392,Eastman Chemical Co,2003,94
29392,Eastman Chemical Co,2004,70
29392,Eastman Chemical Co,2005,50
29392,Eastman Chemical Co,2006,37
29392,Eastman Chemical Co,2007,71
29392,Eastman Chemical Co,2008,67
29392,Eastman Chemical Co,2009,79
29392,Eastman Chemical Co,2010,81
29392,Eastman Chemical Co,2011,89
29392,Eastman Chemical Co,2012,58
29392,Eastman Chemical Co,2013,60
29392,Eastman Chemical Co,2014,73
29392,Eastman Chemical Co,2015,75
29392,Eastman Chemical Co,2016,93
29392,Eastman Chemical Co,2017,72
29392,Eastman Chemical Co,2018,71
29392,Eastman Chemical Co,2019,62
29392,Eastman Chemical Co,2020,80
29392,Eastman Chemical Co,2021,48
29392,Eastman Chemical Co,2022,72
29392,Eastman Chemical Co,2023,26
29395,ABC-Naco Inc,2000,1
29395,ABC-Naco Inc,2001,2
29396,Active Voice Corp,1991,1
29396,Active Voice Corp,1994,1
29396,Active Voice Corp,1996,4
29396,Active Voice Corp,1997,2
29396,Active Voice Corp,1999,1
29396,Active Voice Corp,2000,1
29397,TerreStar Corp,2001,6
29397,TerreStar Corp,2002,2
29397,TerreStar Corp,2003,1
29397,TerreStar Corp,2004,1
29397,TerreStar Corp,2005,3
29397,TerreStar Corp,2006,3
29402,Conso International Corp,2014,1
29407,MOSAID Technologies Inc,1987,1
29407,MOSAID Technologies Inc,1988,1
29407,MOSAID Technologies Inc,1990,1
29407,MOSAID Technologies Inc,1991,2
29407,MOSAID Technologies Inc,1992,3
29407,MOSAID Technologies Inc,1993,4
29407,MOSAID Technologies Inc,1994,2
29407,MOSAID Technologies Inc,1995,6
29407,MOSAID Technologies Inc,1996,6
29407,MOSAID Technologies Inc,1997,10
29407,MOSAID Technologies Inc,1998,16
29407,MOSAID Technologies Inc,1999,11
29407,MOSAID Technologies Inc,2000,16
29407,MOSAID Technologies Inc,2001,12
29407,MOSAID Technologies Inc,2002,14
29407,MOSAID Technologies Inc,2003,29
29407,MOSAID Technologies Inc,2004,26
29407,MOSAID Technologies Inc,2005,17
29407,MOSAID Technologies Inc,2006,29
29407,MOSAID Technologies Inc,2007,24
29407,MOSAID Technologies Inc,2008,26
29407,MOSAID Technologies Inc,2009,47
29407,MOSAID Technologies Inc,2010,76
29407,MOSAID Technologies Inc,2011,107
29407,MOSAID Technologies Inc,2012,115
29407,MOSAID Technologies Inc,2013,136
29407,MOSAID Technologies Inc,2014,163
29407,MOSAID Technologies Inc,2015,82
29407,MOSAID Technologies Inc,2016,57
29407,MOSAID Technologies Inc,2017,53
29407,MOSAID Technologies Inc,2018,20
29407,MOSAID Technologies Inc,2019,16
29407,MOSAID Technologies Inc,2020,10
29407,MOSAID Technologies Inc,2021,13
29407,MOSAID Technologies Inc,2022,3
29407,MOSAID Technologies Inc,2023,5
29411,Quickturn Design Systems Inc,1992,2
29411,Quickturn Design Systems Inc,1993,1
29411,Quickturn Design Systems Inc,1994,1
29411,Quickturn Design Systems Inc,2006,1
29414,Stimsonite Corp,1992,2
29414,Stimsonite Corp,1993,2
29414,Stimsonite Corp,1994,3
29414,Stimsonite Corp,1995,3
29414,Stimsonite Corp,1997,2
29414,Stimsonite Corp,1998,1
29414,Stimsonite Corp,1999,3
29414,Stimsonite Corp,2000,3
29418,ENDRA Life Sciences Inc,2018,5
29418,ENDRA Life Sciences Inc,2019,1
29418,ENDRA Life Sciences Inc,2020,5
29418,ENDRA Life Sciences Inc,2021,11
29418,ENDRA Life Sciences Inc,2022,10
29418,ENDRA Life Sciences Inc,2023,4
29424,AFC Cable Systems Inc,1994,1
29424,AFC Cable Systems Inc,1995,1
29424,AFC Cable Systems Inc,2019,1
29427,Encad Inc,2004,1
29428,Flair Corp,1998,3
29428,Flair Corp,1999,1
29428,Flair Corp,2002,1
29428,Flair Corp,2003,1
29428,Flair Corp,2006,1
29428,Flair Corp,2007,1
29428,Flair Corp,2008,2
29428,Flair Corp,2009,1
29428,Flair Corp,2010,4
29434,Odwalla Inc,2003,1
29435,Planar Systems Inc,1989,1
29435,Planar Systems Inc,1992,1
29435,Planar Systems Inc,1993,1
29435,Planar Systems Inc,1994,4
29435,Planar Systems Inc,1995,1
29435,Planar Systems Inc,1996,2
29435,Planar Systems Inc,1997,1
29435,Planar Systems Inc,2000,1
29435,Planar Systems Inc,2010,1
29435,Planar Systems Inc,2011,1
29435,Planar Systems Inc,2012,1
29435,Planar Systems Inc,2013,1
29435,Planar Systems Inc,2014,2
29435,Planar Systems Inc,2015,2
29435,Planar Systems Inc,2017,1
29436,Proxim Inc,1991,2
29436,Proxim Inc,1993,2
29436,Proxim Inc,1994,2
29436,Proxim Inc,1995,1
29436,Proxim Inc,1996,1
29436,Proxim Inc,1998,1
29436,Proxim Inc,1999,3
29436,Proxim Inc,2001,1
29436,Proxim Inc,2002,2
29436,Proxim Inc,2005,1
29436,Proxim Inc,2006,1
29436,Proxim Inc,2011,1
29439,Viagene Inc,1997,4
29439,Viagene Inc,1998,4
29439,Viagene Inc,2000,1
29449,UFP Technologies Inc,1977,1
29449,UFP Technologies Inc,1978,2
29449,UFP Technologies Inc,1979,1
29449,UFP Technologies Inc,1980,2
29449,UFP Technologies Inc,1983,1
29449,UFP Technologies Inc,1987,1
29449,UFP Technologies Inc,1989,2
29449,UFP Technologies Inc,1991,1
29449,UFP Technologies Inc,1992,1
29449,UFP Technologies Inc,1993,1
29449,UFP Technologies Inc,1994,1
29449,UFP Technologies Inc,1998,2
29449,UFP Technologies Inc,1999,3
29449,UFP Technologies Inc,2000,1
29449,UFP Technologies Inc,2001,2
29449,UFP Technologies Inc,2002,1
29449,UFP Technologies Inc,2004,1
29449,UFP Technologies Inc,2005,2
29449,UFP Technologies Inc,2007,3
29449,UFP Technologies Inc,2009,2
29449,UFP Technologies Inc,2011,1
29449,UFP Technologies Inc,2012,1
29449,UFP Technologies Inc,2013,3
29449,UFP Technologies Inc,2015,4
29449,UFP Technologies Inc,2016,1
29449,UFP Technologies Inc,2017,1
29449,UFP Technologies Inc,2019,2
29449,UFP Technologies Inc,2021,1
29449,UFP Technologies Inc,2022,1
29453,Cheniere Energy Inc,2011,1
29457,Gunther International Ltd,1987,2
29457,Gunther International Ltd,1988,2
29457,Gunther International Ltd,1990,1
29457,Gunther International Ltd,1991,2
29457,Gunther International Ltd,1994,1
29457,Gunther International Ltd,1996,1
29457,Gunther International Ltd,1998,1
29457,Gunther International Ltd,1999,2
29457,Gunther International Ltd,2002,1
29457,Gunther International Ltd,2003,1
29457,Gunther International Ltd,2005,1
29457,Gunther International Ltd,2007,1
29457,Gunther International Ltd,2017,1
29457,Gunther International Ltd,2019,1
29459,Interpore International Inc,1988,2
29459,Interpore International Inc,1989,1
29459,Interpore International Inc,1990,2
29459,Interpore International Inc,1995,1
29459,Interpore International Inc,1996,1
29459,Interpore International Inc,1998,1
29459,Interpore International Inc,2002,1
29461,National Dentex Corp,1994,1
29461,National Dentex Corp,1999,1
29461,National Dentex Corp,2001,1
29461,National Dentex Corp,2017,3
29461,National Dentex Corp,2019,5
29461,National Dentex Corp,2020,3
29461,National Dentex Corp,2021,4
29461,National Dentex Corp,2022,7
29461,National Dentex Corp,2023,6
29464,Nventa Biopharmaceuticals Corp,1993,1
29464,Nventa Biopharmaceuticals Corp,1995,1
29464,Nventa Biopharmaceuticals Corp,1998,2
29464,Nventa Biopharmaceuticals Corp,2002,2
29464,Nventa Biopharmaceuticals Corp,2003,2
29464,Nventa Biopharmaceuticals Corp,2004,1
29464,Nventa Biopharmaceuticals Corp,2005,3
29464,Nventa Biopharmaceuticals Corp,2006,1
29464,Nventa Biopharmaceuticals Corp,2007,3
29464,Nventa Biopharmaceuticals Corp,2008,1
29464,Nventa Biopharmaceuticals Corp,2010,1
29475,Stone-Consolidated Corp,1992,1
29475,Stone-Consolidated Corp,1994,1
29475,Stone-Consolidated Corp,1998,1
29476,Theratechnologies Inc,1996,1
29476,Theratechnologies Inc,1997,1
29476,Theratechnologies Inc,1998,5
29476,Theratechnologies Inc,1999,2
29476,Theratechnologies Inc,2000,2
29476,Theratechnologies Inc,2001,1
29476,Theratechnologies Inc,2002,1
29476,Theratechnologies Inc,2005,1
29476,Theratechnologies Inc,2006,2
29476,Theratechnologies Inc,2008,2
29476,Theratechnologies Inc,2009,2
29476,Theratechnologies Inc,2011,1
29476,Theratechnologies Inc,2012,1
29476,Theratechnologies Inc,2013,3
29476,Theratechnologies Inc,2014,2
29476,Theratechnologies Inc,2015,1
29476,Theratechnologies Inc,2016,1
29478,ATS Corp,1976,2
29478,ATS Corp,1977,1
29478,ATS Corp,1978,9
29478,ATS Corp,1979,5
29478,ATS Corp,1980,2
29478,ATS Corp,1981,1
29478,ATS Corp,1983,1
29478,ATS Corp,1984,3
29478,ATS Corp,1985,2
29478,ATS Corp,1986,2
29478,ATS Corp,1987,2
29478,ATS Corp,1988,6
29478,ATS Corp,1989,2
29478,ATS Corp,1990,5
29478,ATS Corp,1991,4
29478,ATS Corp,1992,2
29478,ATS Corp,1993,7
29478,ATS Corp,1994,6
29478,ATS Corp,1995,7
29478,ATS Corp,1996,3
29478,ATS Corp,1997,2
29478,ATS Corp,1998,10
29478,ATS Corp,1999,7
29478,ATS Corp,2000,14
29478,ATS Corp,2001,11
29478,ATS Corp,2002,9
29478,ATS Corp,2003,10
29478,ATS Corp,2004,9
29478,ATS Corp,2005,10
29478,ATS Corp,2006,11
29478,ATS Corp,2007,10
29478,ATS Corp,2008,6
29478,ATS Corp,2009,6
29478,ATS Corp,2010,11
29478,ATS Corp,2011,11
29478,ATS Corp,2012,8
29478,ATS Corp,2013,7
29478,ATS Corp,2014,11
29478,ATS Corp,2015,8
29478,ATS Corp,2016,12
29478,ATS Corp,2017,7
29478,ATS Corp,2018,6
29478,ATS Corp,2019,2
29478,ATS Corp,2020,8
29478,ATS Corp,2021,9
29478,ATS Corp,2022,6
29478,ATS Corp,2023,10
29497,Sola International Inc,1996,1
29497,Sola International Inc,1998,2
29497,Sola International Inc,1999,2
29497,Sola International Inc,2000,2
29497,Sola International Inc,2001,2
29497,Sola International Inc,2002,3
29497,Sola International Inc,2003,3
29511,Cytec Industries Inc.,1994,22
29511,Cytec Industries Inc.,1995,19
29511,Cytec Industries Inc.,1996,25
29511,Cytec Industries Inc.,1997,33
29511,Cytec Industries Inc.,1998,50
29511,Cytec Industries Inc.,1999,24
29511,Cytec Industries Inc.,2000,35
29511,Cytec Industries Inc.,2001,24
29511,Cytec Industries Inc.,2002,17
29511,Cytec Industries Inc.,2003,15
29511,Cytec Industries Inc.,2004,15
29511,Cytec Industries Inc.,2005,7
29511,Cytec Industries Inc.,2006,5
29511,Cytec Industries Inc.,2007,5
29511,Cytec Industries Inc.,2008,12
29511,Cytec Industries Inc.,2009,6
29511,Cytec Industries Inc.,2010,10
29511,Cytec Industries Inc.,2011,12
29511,Cytec Industries Inc.,2012,15
29511,Cytec Industries Inc.,2013,20
29511,Cytec Industries Inc.,2014,22
29511,Cytec Industries Inc.,2015,8
29511,Cytec Industries Inc.,2016,17
29511,Cytec Industries Inc.,2017,26
29511,Cytec Industries Inc.,2018,24
29511,Cytec Industries Inc.,2019,25
29511,Cytec Industries Inc.,2020,20
29511,Cytec Industries Inc.,2021,17
29511,Cytec Industries Inc.,2022,11
29511,Cytec Industries Inc.,2023,8
29516,Royal Aviation Inc,1997,1
29517,Medifast Inc,2004,1
29524,NexTier Oilfield Solutions Inc,2013,1
29524,NexTier Oilfield Solutions Inc,2015,1
29531,Alpine 4 Holdings Inc,1996,1
29531,Alpine 4 Holdings Inc,2016,1
29531,Alpine 4 Holdings Inc,2017,1
29531,Alpine 4 Holdings Inc,2018,1
29559,Pyrocap International Corp,1996,1
29576,NI Holdings Inc,2005,2
29578,Hallmark Technologies Inc,2000,1
29578,Hallmark Technologies Inc,2001,2
29578,Hallmark Technologies Inc,2005,1
29586,Fremont Corp,2007,1
29586,Fremont Corp,2020,1
29586,Fremont Corp,2021,1
29586,Fremont Corp,2023,1
29602,CanniMed Therapeutics Inc,2017,1
29603,Americana Gold & Diamond Holdings,1997,1
29609,Hain Celestial Group Inc (The),1991,2
29609,Hain Celestial Group Inc (The),1992,3
29609,Hain Celestial Group Inc (The),1994,1
29609,Hain Celestial Group Inc (The),1996,1
29609,Hain Celestial Group Inc (The),1998,5
29609,Hain Celestial Group Inc (The),2000,4
29609,Hain Celestial Group Inc (The),2001,3
29609,Hain Celestial Group Inc (The),2005,1
29609,Hain Celestial Group Inc (The),2012,2
29609,Hain Celestial Group Inc (The),2015,1
29609,Hain Celestial Group Inc (The),2019,1
29612,Celadon Group Inc,1984,1
29616,Tufco Technologies Inc,1988,1
29616,Tufco Technologies Inc,1993,1
29621,Steel Connect Inc,2000,3
29621,Steel Connect Inc,2001,14
29621,Steel Connect Inc,2002,4
29621,Steel Connect Inc,2003,4
29621,Steel Connect Inc,2004,3
29621,Steel Connect Inc,2022,2
29622,Cristalerias De Chile SA Cristales,1984,1
29623,Gametek Inc,2019,1
29623,Gametek Inc,2020,1
29625,Hilite Industries Inc,1990,1
29625,Hilite Industries Inc,1997,1
29627,Mad Catz Interactive Inc,2012,1
29627,Mad Catz Interactive Inc,2013,1
29627,Mad Catz Interactive Inc,2015,2
29627,Mad Catz Interactive Inc,2016,4
29627,Mad Catz Interactive Inc,2017,1
29630,APPDYNAMICS INC,1977,2
29634,Telular Corp,2004,1
29634,Telular Corp,2006,3
29634,Telular Corp,2007,2
29634,Telular Corp,2008,2
29634,Telular Corp,2009,4
29634,Telular Corp,2010,4
29634,Telular Corp,2011,8
29634,Telular Corp,2012,5
29634,Telular Corp,2013,6
29634,Telular Corp,2014,5
29634,Telular Corp,2015,5
29634,Telular Corp,2016,5
29634,Telular Corp,2017,7
29634,Telular Corp,2020,1
29634,Telular Corp,2021,1
29642,Anchor Gaming,1998,2
29642,Anchor Gaming,1999,2
29642,Anchor Gaming,2000,2
29642,Anchor Gaming,2002,5
29642,Anchor Gaming,2003,2
29643,Anesta Corp,1994,1
29643,Anesta Corp,2001,2
29647,SFN Group Inc,2003,1
29649,Mid-America Apartment Communities Inc,2010,1
29650,NeXstar Pharmaceuticals,1995,3
29650,NeXstar Pharmaceuticals,1996,7
29650,NeXstar Pharmaceuticals,1997,27
29650,NeXstar Pharmaceuticals,1998,49
29650,NeXstar Pharmaceuticals,1999,22
29650,NeXstar Pharmaceuticals,2000,17
29650,NeXstar Pharmaceuticals,2001,9
29659,Digital Link Corp,1997,1
29661,MapInfo Corp,2000,1
29661,MapInfo Corp,2006,1
29661,MapInfo Corp,2008,1
29663,Quiznos Corp,2002,2
29668,EMAK Worldwide Inc,1999,1
29668,EMAK Worldwide Inc,2008,1
29670,Ramaco Resources Inc,2021,5
29670,Ramaco Resources Inc,2022,3
29670,Ramaco Resources Inc,2023,4
29676,Laidlaw Global Corp,1976,1
29676,Laidlaw Global Corp,1978,1
29676,Laidlaw Global Corp,1980,1
29676,Laidlaw Global Corp,1981,2
29676,Laidlaw Global Corp,1982,2
29676,Laidlaw Global Corp,1983,6
29676,Laidlaw Global Corp,1984,2
29676,Laidlaw Global Corp,1985,1
29676,Laidlaw Global Corp,1986,3
29676,Laidlaw Global Corp,1987,7
29676,Laidlaw Global Corp,1988,6
29676,Laidlaw Global Corp,1989,3
29676,Laidlaw Global Corp,1990,10
29676,Laidlaw Global Corp,1991,5
29676,Laidlaw Global Corp,1992,1
29676,Laidlaw Global Corp,1993,3
29676,Laidlaw Global Corp,1994,2
29676,Laidlaw Global Corp,1995,5
29676,Laidlaw Global Corp,1996,2
29676,Laidlaw Global Corp,1998,1
29676,Laidlaw Global Corp,1999,1
29677,IGEN International Inc,1988,1
29677,IGEN International Inc,1989,1
29677,IGEN International Inc,1990,1
29677,IGEN International Inc,1991,3
29677,IGEN International Inc,1992,3
29677,IGEN International Inc,1993,6
29677,IGEN International Inc,1994,4
29677,IGEN International Inc,1995,3
29677,IGEN International Inc,1996,3
29677,IGEN International Inc,1997,14
29677,IGEN International Inc,1998,2
29677,IGEN International Inc,1999,1
29677,IGEN International Inc,2000,3
29677,IGEN International Inc,2001,4
29677,IGEN International Inc,2002,1
29680,Select Water Solutions Inc,1996,1
29680,Select Water Solutions Inc,2001,2
29680,Select Water Solutions Inc,2004,1
29680,Select Water Solutions Inc,2006,1
29680,Select Water Solutions Inc,2010,2
29680,Select Water Solutions Inc,2011,1
29680,Select Water Solutions Inc,2013,1
29680,Select Water Solutions Inc,2018,1
29680,Select Water Solutions Inc,2020,1
29680,Select Water Solutions Inc,2021,1
29680,Select Water Solutions Inc,2022,1
29680,Select Water Solutions Inc,2023,2
29684,JOUNCE THERAPEUTICS INC,2018,1
29684,JOUNCE THERAPEUTICS INC,2020,5
29684,JOUNCE THERAPEUTICS INC,2021,1
29684,JOUNCE THERAPEUTICS INC,2022,3
29685,Robomatix Tech Ltd,1988,1
29685,Robomatix Tech Ltd,1991,3
29686,Alantec Corp,1995,1
29686,Alantec Corp,1996,2
29686,Alantec Corp,1997,2
29686,Alantec Corp,1998,1
29686,Alantec Corp,1999,1
29687,Apollo Endosurgery Inc,2007,1
29687,Apollo Endosurgery Inc,2015,1
29687,Apollo Endosurgery Inc,2017,7
29687,Apollo Endosurgery Inc,2018,9
29687,Apollo Endosurgery Inc,2019,4
29687,Apollo Endosurgery Inc,2020,3
29687,Apollo Endosurgery Inc,2021,5
29687,Apollo Endosurgery Inc,2023,3
29692,Webco Industries Inc,1983,1
29692,Webco Industries Inc,1986,1
29692,Webco Industries Inc,1999,1
29692,Webco Industries Inc,2000,1
29692,Webco Industries Inc,2021,1
29692,Webco Industries Inc,2022,1
29692,Webco Industries Inc,2023,1
29694,Consep Inc,1995,1
29694,Consep Inc,1996,3
29694,Consep Inc,2010,2
29694,Consep Inc,2012,2
29694,Consep Inc,2015,3
29694,Consep Inc,2016,1
29694,Consep Inc,2018,2
29694,Consep Inc,2021,1
29695,Eltron International Inc,1996,1
29695,Eltron International Inc,1998,4
29695,Eltron International Inc,2000,5
29695,Eltron International Inc,2001,3
29696,Braeburn Pharmaceuticals Inc,2015,3
29697,Rotary Power International Inc,1978,1
29697,Rotary Power International Inc,1992,1
29697,Rotary Power International Inc,2011,1
29698,SigmaTron International Inc,1985,2
29698,SigmaTron International Inc,2014,1
29704,American Paging Inc,2012,1
29705,Daktronics Inc,1988,1
29705,Daktronics Inc,1990,2
29705,Daktronics Inc,1991,1
29705,Daktronics Inc,1994,1
29705,Daktronics Inc,1998,1
29705,Daktronics Inc,1999,1
29705,Daktronics Inc,2000,3
29705,Daktronics Inc,2001,2
29705,Daktronics Inc,2002,1
29705,Daktronics Inc,2003,4
29705,Daktronics Inc,2004,10
29705,Daktronics Inc,2005,3
29705,Daktronics Inc,2006,3
29705,Daktronics Inc,2007,4
29705,Daktronics Inc,2008,3
29705,Daktronics Inc,2009,3
29705,Daktronics Inc,2010,6
29705,Daktronics Inc,2011,11
29705,Daktronics Inc,2012,11
29705,Daktronics Inc,2013,8
29705,Daktronics Inc,2014,6
29705,Daktronics Inc,2015,3
29705,Daktronics Inc,2016,3
29705,Daktronics Inc,2017,5
29705,Daktronics Inc,2018,8
29705,Daktronics Inc,2019,2
29705,Daktronics Inc,2020,6
29705,Daktronics Inc,2021,4
29705,Daktronics Inc,2022,2
29705,Daktronics Inc,2023,2
29709,Sonic Solutions,2000,4
29709,Sonic Solutions,2001,11
29709,Sonic Solutions,2002,4
29709,Sonic Solutions,2007,2
29709,Sonic Solutions,2008,6
29709,Sonic Solutions,2009,3
29711,AT Plastics Inc.,1995,2
29711,AT Plastics Inc.,1996,2
29711,AT Plastics Inc.,1997,2
29711,AT Plastics Inc.,1998,1
29711,AT Plastics Inc.,1999,1
29711,AT Plastics Inc.,2001,1
29718,ObsEva SA,2017,2
29718,ObsEva SA,2018,2
29718,ObsEva SA,2019,1
29718,ObsEva SA,2020,3
29718,ObsEva SA,2022,3
29720,Xpedite Systems Inc,2014,1
29722,DSP Group Inc,1989,1
29722,DSP Group Inc,1990,2
29722,DSP Group Inc,1991,1
29722,DSP Group Inc,1995,2
29722,DSP Group Inc,1996,2
29722,DSP Group Inc,1997,2
29722,DSP Group Inc,1998,1
29722,DSP Group Inc,1999,1
29722,DSP Group Inc,2001,1
29722,DSP Group Inc,2008,3
29722,DSP Group Inc,2009,4
29722,DSP Group Inc,2010,1
29722,DSP Group Inc,2011,1
29722,DSP Group Inc,2014,2
29722,DSP Group Inc,2015,1
29722,DSP Group Inc,2016,1
29722,DSP Group Inc,2017,1
29722,DSP Group Inc,2018,1
29722,DSP Group Inc,2019,2
29722,DSP Group Inc,2020,4
29729,Neurobiological Technologies Inc,1998,1
29732,Integrated Silicon Systems Inc,2001,1
29733,Martin Marietta Materials Inc,1977,1
29733,Martin Marietta Materials Inc,1978,1
29733,Martin Marietta Materials Inc,1982,1
29733,Martin Marietta Materials Inc,1984,1
29733,Martin Marietta Materials Inc,1985,2
29733,Martin Marietta Materials Inc,1986,1
29733,Martin Marietta Materials Inc,1987,2
29733,Martin Marietta Materials Inc,1988,7
29733,Martin Marietta Materials Inc,1989,10
29733,Martin Marietta Materials Inc,1990,12
29733,Martin Marietta Materials Inc,1991,14
29733,Martin Marietta Materials Inc,1992,17
29733,Martin Marietta Materials Inc,1993,44
29733,Martin Marietta Materials Inc,1994,57
29733,Martin Marietta Materials Inc,1995,48
29733,Martin Marietta Materials Inc,1996,51
29733,Martin Marietta Materials Inc,1997,20
29733,Martin Marietta Materials Inc,1998,12
29733,Martin Marietta Materials Inc,1999,6
29733,Martin Marietta Materials Inc,2000,11
29733,Martin Marietta Materials Inc,2001,3
29733,Martin Marietta Materials Inc,2002,2
29733,Martin Marietta Materials Inc,2003,1
29733,Martin Marietta Materials Inc,2004,1
29733,Martin Marietta Materials Inc,2005,2
29733,Martin Marietta Materials Inc,2006,1
29733,Martin Marietta Materials Inc,2007,1
29733,Martin Marietta Materials Inc,2008,3
29733,Martin Marietta Materials Inc,2009,8
29733,Martin Marietta Materials Inc,2010,2
29733,Martin Marietta Materials Inc,2011,2
