gvkey,year,patentcount
020907,1995,2
020907,1998,1
020907,1999,2
020942,2011,8
020942,2012,7
020942,2013,13
020942,2014,7
020942,2015,10
020942,2016,10
020942,2017,1
020943,2016,2
020943,2017,1
020945,2012,3
020945,2013,2
020945,2014,1
020949,2011,3
020949,2012,1
020949,2013,4
020949,2014,5
020949,2015,17
020949,2016,22
020961,2012,2
020961,2013,1
020961,2016,1
020969,1998,4
020969,1999,2
020982,1989,1
020982,1992,1
020982,1994,1
020982,1995,1
020982,1997,2
020982,1998,2
020983,2003,1
020983,2005,6
020983,2006,2
020983,2007,1
020983,2008,1
020993,1989,1
020993,1991,1
020993,1994,1
020993,1995,1
020993,2000,1
020993,2001,2
020993,2002,1
021002,2013,1
021002,2015,1
021002,2016,2
021002,2017,3
021005,2013,1
021005,2015,2
021006,2012,4
021006,2013,3
021006,2014,5
021006,2015,1
021006,2016,1
021006,2017,1
021007,2013,2
021007,2014,4
021008,2012,2
021008,2015,3
021008,2017,1
021012,2013,2
021017,2009,2
021017,2010,8
021017,2011,7
021017,2012,8
021017,2013,7
021017,2014,4
021022,2013,2
021033,2012,4
021033,2013,6
021033,2014,4
021033,2015,2
021033,2016,2
021033,2017,4
021062,1992,1
021062,1995,1
021062,1996,1
021062,1997,1
021066,2008,1
021078,1991,1
021078,1992,7
021078,1993,5
021078,1994,4
021078,1995,5
021078,1996,2
021082,2016,1
021103,2012,1
021103,2013,1
021103,2014,1
021103,2016,1
021116,1993,2
021116,1994,1
021116,1995,1
021116,2000,1
021116,2001,1
021118,2001,1
021118,2005,1
021118,2006,1
021118,2008,1
021118,2009,2
021118,2011,1
021118,2012,1
021118,2013,1
021118,2014,1
021118,2016,1
021132,2002,1
021132,2005,1
021132,2006,1
021132,2007,1
021132,2008,1
021132,2010,1
021132,2012,1
021132,2013,1
021132,2014,2
021132,2016,1
021136,1999,1
021136,2002,3
021136,2005,1
021136,2006,1
021136,2009,2
021136,2010,2
021136,2012,2
021136,2013,1
021136,2015,1
021139,1999,1
021139,2000,1
021144,1996,2
021144,1998,1
021144,2000,1
021144,2002,1
021145,2012,1
021145,2013,5
021145,2014,9
021145,2015,4
021145,2016,5
021145,2017,1
021146,2014,1
021150,2014,1
021150,2015,6
021150,2016,2
021150,2017,1
021165,2016,1
021186,1994,1
021186,1999,1
021186,2003,2
021186,2004,2
021186,2005,4
021186,2006,2
021186,2007,3
021186,2009,2
021186,2010,5
021186,2011,2
021188,2013,1
021188,2014,1
021188,2015,1
021188,2017,2
021204,1990,1
021204,1992,2
021204,1993,1
021208,2013,1
021208,2014,1
021208,2015,3
021209,2012,3
021209,2013,4
021209,2014,7
021209,2015,4
021209,2016,2
021209,2017,2
021223,2015,1
021223,2016,1
021232,2013,2
021232,2014,2
021232,2015,1
021232,2016,2
021237,1991,2
021237,1994,2
021237,1995,1
021237,1996,1
021237,1997,1
021237,1998,1
021237,1999,7
021237,2000,9
021237,2002,1
021237,2004,1
021237,2005,1
021237,2006,2
021237,2008,1
021237,2010,1
021237,2011,1
021237,2012,4
021237,2013,4
021237,2014,7
021237,2015,9
021237,2016,9
021237,2017,4
021238,2005,1
021238,2007,1
021238,2008,2
021238,2010,1
021238,2011,1
021238,2012,2
021238,2014,1
021238,2015,1
021244,1998,1
021244,1999,1
021251,1994,2
021251,1996,1
021261,2014,1
021261,2015,4
021282,2013,2
021282,2014,1
021282,2015,3
021282,2016,1
021282,2017,1
021320,2000,1
021320,2005,1
021352,2014,1
021361,1996,1
021361,1997,2
021361,1998,3
021361,1999,1
021361,2000,5
021361,2011,1
021361,2014,1
021362,2014,2
021362,2015,1
021362,2016,2
021381,1992,1
021421,2012,40
021421,2013,49
021421,2014,22
021421,2015,31
021421,2016,21
021421,2017,7
021422,2012,8
021422,2013,16
021422,2014,11
021422,2015,12
021423,2011,1
021424,1998,2
021424,1999,1
021424,2001,2
021424,2002,1
021424,2003,2
021424,2004,1
021424,2005,1
021424,2006,2
021427,1992,1
021427,2005,3
021427,2006,1
021429,2006,1
021441,1988,1
021452,2014,1
021459,1992,1
021487,1994,1
021487,1996,3
021487,1997,3
021487,1998,5
021487,1999,7
021487,2000,9
021487,2001,3
021487,2002,10
021487,2003,4
021487,2004,15
021487,2005,3
021487,2006,12
021487,2007,16
021487,2008,7
021487,2009,13
021487,2010,11
021487,2011,19
021487,2012,19
021487,2013,29
021487,2014,24
021487,2015,49
021487,2016,55
021496,1997,1
021504,1988,1
021504,1996,1
021504,1997,1
021504,2001,1
021505,1989,1
021505,1992,2
021505,1993,1
021505,1995,5
021505,1996,1
021505,1997,1
021505,1998,3
021505,1999,1
021505,2000,1
021505,2001,5
021507,1989,4
021507,1992,1
021507,1994,1
021507,1996,3
021507,1997,2
021507,1998,3
021507,1999,1
021507,2000,1
021507,2001,5
021508,1990,1
021508,1993,1
021508,1995,1
021508,1996,2
021508,1998,4
021508,1999,3
021508,2000,14
021508,2001,11
021508,2002,11
021508,2003,5
021508,2004,11
021515,2014,1
021515,2016,1
021520,2013,3
021520,2014,3
021520,2015,4
021520,2016,6
021520,2017,3
021522,2012,4
021522,2013,11
021522,2014,12
021522,2015,9
021522,2016,5
021522,2017,5
021524,2017,1
021540,2014,1
021542,1998,3
021542,2002,2
021542,2004,4
021542,2005,2
021542,2016,1
021573,2011,1
021617,2013,3
021617,2014,3
021617,2015,2
021617,2016,4
021617,2017,1
021621,2012,1
021621,2013,6
021625,2012,1
021627,2013,1
021627,2014,1
021629,2013,1
021635,2013,1
021635,2015,1
021635,2016,1
021659,1993,1
021659,1997,2
021659,1998,5
021659,1999,9
021659,2000,6
021659,2001,4
021659,2002,3
021659,2003,2
021659,2004,1
021669,2012,1
021669,2013,4
021673,1997,1
021673,1998,1
021673,2000,1
021673,2001,2
021673,2002,3
021673,2004,1
021685,1992,1
021685,1994,5
021685,1996,1
021685,1997,5
021685,1998,10
021685,1999,4
021685,2000,3
021685,2001,2
021685,2002,2
021685,2003,4
021702,1988,1
021743,2002,3
021743,2003,3
021743,2004,5
021743,2005,3
021743,2006,4
021743,2007,6
021743,2008,5
021743,2009,2
021743,2010,4
021743,2011,2
021743,2012,1
021743,2014,2
021743,2015,2
021743,2016,1
021744,2011,10
021744,2012,6
021744,2013,9
021744,2014,4
021744,2015,3
021744,2016,7
021744,2017,1
021761,2013,1
021761,2015,1
021763,1996,1
021763,1999,2
021763,2001,3
021763,2002,7
021763,2003,6
021763,2004,7
021776,1999,1
021776,2001,3
021776,2002,2
021776,2003,1
021776,2004,1
021776,2005,2
021776,2006,4
021776,2007,13
021776,2008,5
021776,2009,1
021776,2010,2
021776,2012,1
021777,1991,2
021777,1992,3
021777,1993,6
021777,1994,4
021777,1995,10
021777,1996,3
021777,1997,7
021777,1998,9
021777,1999,7
021777,2000,7
021777,2001,5
021777,2002,2
021777,2003,5
021777,2004,4
021777,2005,2
021777,2006,1
021777,2007,2
021777,2008,2
021777,2009,11
021777,2010,14
021777,2011,18
021777,2012,9
021777,2013,14
021777,2014,13
021777,2015,18
021777,2016,13
021777,2017,4
021792,2008,1
021802,2012,1
021802,2013,4
021802,2015,1
021816,2010,2
021816,2013,1
021816,2015,1
021818,2012,2
021818,2014,1
021818,2015,5
021818,2016,3
021825,2012,2
021825,2013,1
021826,2013,1
021826,2014,1
021826,2015,2
021826,2016,2
021838,2015,1
021838,2016,2
021841,2016,6
021864,2008,1
021879,2008,1
021892,2000,1
021892,2001,1
021894,1991,1
021894,1994,1
021894,1999,1
021894,2001,2
021894,2010,2
021894,2011,2
021894,2012,2
021894,2015,2
021894,2016,1
021894,2017,1
021901,2012,10
021901,2013,6
021901,2014,11
021901,2015,9
021901,2016,7
021901,2017,3
021916,2012,6
021916,2013,12
021916,2014,28
021916,2015,10
021916,2016,28
021916,2017,2
021922,2012,5
021922,2013,4
021945,2012,1
021945,2013,3
021950,1991,1
021998,2015,2
021998,2016,3
021998,2017,1
022000,2014,1
022000,2015,7
022000,2016,11
022000,2017,3
022010,2011,1
022010,2012,2
022010,2015,3
022010,2016,1
022040,2015,1
022049,2000,5
022049,2001,7
022049,2002,14
022049,2003,21
022049,2004,14
022049,2005,18
022049,2006,24
022049,2007,13
022049,2008,15
022049,2009,15
022049,2010,18
022049,2011,22
022049,2012,18
022049,2013,18
022049,2014,22
022049,2015,2
022049,2017,2
022087,1989,1
022087,1991,2
022087,1992,4
022087,1993,4
022120,2000,5
022120,2001,1
022120,2002,1
022129,2012,5
022129,2013,6
022129,2014,2
022129,2016,4
022139,1996,1
022139,1998,1
022144,1997,1
022170,1990,1
022170,1991,3
022170,1992,3
022170,1993,4
022170,1994,1
022170,1998,1
022178,2016,1
022180,2016,1
022205,1991,2
022205,1993,3
022205,1994,1
022205,1995,2
022205,1996,1
022205,1997,1
022205,1998,2
022205,2000,2
022205,2003,1
022205,2008,1
022205,2010,1
022205,2012,1
022229,2014,3
022229,2015,1
022229,2016,3
022248,2007,1
022250,2002,1
022258,2013,1
022258,2016,1
022263,1990,1
022263,1996,1
022264,1992,1
022264,1993,2
022264,1994,3
022264,1995,2
022266,2013,3
022266,2014,1
022266,2015,2
022266,2016,2
022308,1994,1
022308,1996,1
022308,2007,2
022325,1989,5
022325,1990,1
022325,1991,2
022325,1992,4
022325,1993,3
022325,1994,23
022325,1995,21
022325,1996,57
022325,1997,61
022325,1998,86
022325,1999,93
022325,2000,115
022325,2001,125
022325,2002,146
022325,2003,137
022325,2004,137
022325,2005,178
022325,2006,261
022325,2007,236
022325,2008,244
022325,2009,262
022325,2010,265
022325,2011,211
022325,2012,232
022325,2013,201
022325,2014,171
022325,2015,169
022325,2016,155
022325,2017,44
022373,1997,1
022373,1998,2
022373,1999,6
022373,2000,7
022373,2001,8
022373,2002,4
022373,2003,5
022373,2004,2
022373,2005,4
022373,2006,4
022373,2007,8
022373,2008,3
022373,2009,3
022373,2010,1
022373,2012,2
022373,2013,1
022373,2014,1
022377,2003,1
022377,2009,1
022377,2010,3
022410,2015,2
022410,2016,4
022461,1997,1
022461,1998,1
022461,2000,1
022461,2001,3
022461,2002,3
022461,2003,8
022461,2004,8
022461,2005,15
022461,2006,10
022461,2007,5
022461,2008,8
022461,2009,4
022461,2010,6
022461,2011,1
022461,2012,1
022461,2013,5
022461,2014,5
022461,2015,3
022507,1999,4
022507,2003,1
022507,2007,1
022528,1996,1
022528,1997,1
022528,1998,2
022528,1999,4
022528,2000,3
022528,2001,3
022531,1993,1
022542,1991,1
022542,1993,2
022542,1994,1
022542,1995,3
022542,1996,1
022542,2007,2
022542,2012,1
022567,1990,1
022567,1999,1
022590,2013,1
022590,2015,5
022590,2016,2
022590,2017,3
022592,2012,1
022603,2015,1
022604,2014,2
022604,2015,5
022604,2016,2
022604,2017,3
022619,1989,1
022619,1990,1
022619,1993,1
022619,1994,1
022619,1997,1
022619,1998,5
022619,2001,2
022635,2012,14
022635,2013,15
022653,2009,1
022653,2015,7
022653,2016,12
022653,2017,2
022658,2012,1
022658,2013,1
022662,2012,4
022662,2013,2
022667,2012,3
022667,2013,4
022667,2014,7
022667,2015,4
022667,2016,10
022676,2013,1
022676,2015,1
022676,2016,1
022697,2012,1
022697,2013,1
022697,2015,1
022697,2016,1
022698,2014,2
022698,2015,2
022704,2013,2
022704,2014,2
022704,2015,1
022704,2016,5
022704,2017,3
022713,2014,1
022713,2016,1
022734,2015,1
022741,2015,21
022741,2016,33
022741,2017,20
022759,1995,1
022759,1996,1
022759,1998,1
022759,1999,3
022759,2000,1
022759,2001,2
022759,2002,2
022759,2003,1
022763,1989,1
022763,1990,1
022772,2003,1
022772,2004,1
022772,2009,1
022772,2010,1
022772,2014,1
022772,2015,1
022794,1991,1
022794,1992,4
022794,1993,4
022794,1994,1
022794,1995,5
022794,1996,5
022794,1997,3
022794,1998,5
022794,1999,7
022794,2000,12
022794,2001,11
022794,2002,11
022794,2003,7
022794,2004,23
022794,2005,9
022794,2006,29
022794,2007,31
022794,2008,20
022794,2009,31
022815,1989,1
022815,1990,1
022815,1992,4
022815,1993,8
022815,1994,14
022815,1995,22
022815,1996,34
022815,1997,45
022815,1998,68
022815,1999,73
022815,2000,85
022815,2001,57
022815,2002,47
022815,2003,41
022815,2004,34
022815,2005,21
022815,2006,29
022815,2007,40
022815,2008,27
022815,2009,47
022815,2010,37
022815,2011,51
022815,2012,58
022815,2013,74
022815,2014,69
022815,2015,83
022815,2016,96
022815,2017,36
022817,2010,1
022817,2012,1
022823,1992,1
022823,1998,1
022823,1999,1
022823,2000,2
022823,2001,1
022832,1996,1
022837,1998,1
022837,1999,3
022837,2000,4
022837,2001,1
022867,2013,1
022867,2017,1
022927,2015,2
022927,2016,1
022927,2017,1
022991,1994,1
022991,1997,3
023004,1990,1
023004,1992,1
023004,1993,2
023027,2000,1
023027,2001,2
023027,2002,1
023027,2003,3
023027,2005,1
023027,2011,1
023027,2012,1
023035,2012,1
023035,2014,2
023035,2015,1
023035,2016,1
023043,2014,1
023043,2015,1
023044,2001,1
023044,2004,1
023045,1991,3
023045,1992,2
023045,1993,3
023045,1994,7
023045,1995,1
023045,1996,11
023045,1997,3
023045,1998,5
023045,1999,1
023062,2002,2
023063,2012,1
023067,2001,3
023067,2002,3
023067,2003,2
023067,2004,2
023067,2005,3
023067,2006,7
023067,2007,10
023067,2008,5
023067,2009,4
023071,2011,10
023071,2013,1
023071,2016,2
023076,1991,2
023076,1992,1
023076,1993,3
023076,1994,1
023076,1995,3
023076,1996,7
023076,1997,5
023076,1998,3
023083,2010,43
023083,2011,35
023083,2012,34
023083,2013,22
023083,2014,16
023083,2015,12
023083,2016,5
023083,2017,1
023084,2010,1
023084,2011,1
023084,2012,1
023088,1994,2
023088,1995,1
023088,1996,3
023088,1997,1
023088,1999,2
023088,2000,4
023088,2001,1
023088,2002,7
023088,2003,1
023088,2005,2
023088,2006,1
023088,2007,1
023092,2015,7
023092,2016,3
023092,2017,2
023097,1998,1
023097,1999,4
023098,2014,3
023098,2015,2
023098,2016,3
023106,2014,5
023106,2015,3
023106,2016,6
023106,2017,1
023119,2011,5
023119,2012,6
023119,2013,8
023119,2014,10
023119,2015,12
023119,2016,14
023119,2017,6
023123,1986,1
023123,1987,1
023123,1989,2
023170,1991,1
023170,2005,1
023170,2007,1
023170,2012,2
023193,2013,2
023193,2014,3
023195,1994,1
023195,1995,1
023195,1999,1
023195,2000,1
023195,2007,1
023195,2008,1
023196,1991,1
023220,1990,1
023220,1991,6
023220,1992,22
023220,1993,19
023220,1994,13
023220,1995,13
023220,1996,13
023220,1997,11
023220,1998,16
023220,1999,15
023220,2000,12
023220,2001,13
023220,2002,26
023220,2003,20
023220,2004,26
023220,2005,21
023220,2006,28
023220,2007,15
023220,2008,23
023220,2009,17
023220,2010,38
023220,2011,33
023220,2012,41
023220,2013,65
023220,2014,40
023220,2015,41
023220,2016,34
023220,2017,8
023224,1989,2
023224,1990,4
023224,1991,9
023224,1992,4
023224,1993,4
023224,1994,2
023224,1995,2
023224,1996,1
023224,1997,2
023224,1998,5
023224,1999,6
023224,2000,3
023224,2001,2
023224,2002,3
023224,2003,2
023224,2004,3
023224,2006,7
023224,2007,5
023224,2008,2
023224,2009,4
023224,2010,10
023224,2011,9
023224,2012,5
023224,2013,5
023224,2014,5
023224,2015,4
023224,2016,5
023224,2017,1
023238,2012,1
023238,2013,1
023238,2014,3
023238,2017,1
023241,2013,2
023241,2014,2
023241,2015,1
023241,2016,1
023241,2017,1
023243,2012,1
023243,2013,1
023243,2014,1
023243,2015,1
023243,2016,1
023243,2017,3
023249,2015,2
023249,2016,29
023249,2017,15
023270,2003,1
023270,2004,3
023282,1991,1
023282,1996,2
023291,1998,2
023291,1999,1
023291,2000,1
023291,2001,3
023291,2002,2
023291,2003,7
023291,2004,3
023291,2006,3
023291,2007,8
023291,2008,10
023291,2009,5
023291,2010,8
023291,2011,15
023291,2012,5
023291,2013,13
023291,2014,4
023291,2015,3
023297,2012,2
023297,2013,3
023297,2014,3
023297,2015,3
023297,2016,5
023297,2017,1
023335,2013,2
023335,2014,1
023335,2015,4
023335,2016,2
023335,2017,1
023339,2013,1
023339,2014,7
023339,2015,4
023339,2016,2
023339,2017,3
023355,1991,2
023355,1992,3
023355,1993,2
023355,1994,3
023355,1998,1
023358,2015,1
023358,2016,1
023369,2015,1
023387,1995,1
023387,1996,1
023387,1998,5
023387,2001,3
023387,2003,7
023387,2004,2
023387,2005,5
023387,2006,3
023407,2014,1
023407,2015,2
023407,2016,3
023422,2013,2
023422,2014,1
023422,2015,1
023422,2016,2
023422,2017,2
023423,2013,1
023423,2016,2
023485,2010,2
023485,2011,1
023485,2013,1
023485,2014,2
023485,2015,1
023486,2000,1
023487,1989,3
023487,1990,6
023487,1991,8
023487,1992,9
023487,1993,8
023487,1994,6
023487,1995,2
023487,1996,3
023487,1997,1
023487,1998,2
023487,1999,3
023491,1996,3
023499,2000,1
023521,2014,1
023526,1996,1
023526,1999,1
023528,1990,3
023528,1991,1
023528,1992,2
023528,1994,4
023528,1995,4
023528,1996,7
023528,1997,4
023528,1998,9
023528,1999,5
023528,2000,6
023528,2001,3
023528,2002,12
023528,2003,19
023528,2004,16
023528,2005,22
023528,2006,44
023528,2007,33
023528,2008,33
023535,2000,1
023535,2002,1
023535,2003,1
023535,2006,2
023535,2007,1
023535,2010,1
023539,2014,1
023555,2013,3
023555,2014,2
023555,2015,1
023555,2016,1
023555,2017,1
023570,1999,2
023570,2001,2
023570,2002,1
023570,2005,1
023570,2008,3
023570,2010,1
023570,2011,1
023570,2012,1
023570,2013,1
023570,2014,1
023574,2014,1
023574,2015,2
023574,2016,4
023587,1990,1
023587,1991,3
023587,1992,2
023587,1994,1
023587,2001,1
023587,2003,6
023587,2004,2
023587,2005,1
023587,2010,1
023587,2011,2
023587,2013,2
023587,2014,1
023587,2016,2
023587,2017,1
023592,2001,1
023592,2004,1
023605,1996,1
023605,1997,4
023605,1998,9
023605,1999,12
023605,2000,4
023605,2001,9
023605,2002,7
023605,2003,9
023605,2004,4
023606,1987,18
023606,1988,22
023606,1989,19
023606,1990,25
023606,1991,16
023606,1992,18
023606,1993,12
023606,1994,12
023606,1995,5
023616,1994,2
023616,1995,1
023616,1998,3
023616,1999,1
023616,2000,1
023622,1992,1
023622,1993,1
023622,1995,8
023622,1996,4
023622,1997,8
023622,1998,7
023627,2013,2
023627,2014,4
023627,2015,21
023627,2016,15
023627,2017,12
023671,1989,4
023671,1990,3
023671,1991,12
023671,1992,20
023671,1993,27
023671,1994,53
023671,1995,78
023671,1996,91
023671,1997,101
023671,1998,210
023671,1999,279
023671,2000,302
023671,2001,356
023671,2002,443
023671,2003,507
023671,2004,628
023671,2005,497
023671,2006,757
023671,2007,776
023671,2008,753
023671,2009,866
023671,2010,1055
023671,2011,1065
023671,2012,1372
023671,2013,1420
023671,2014,1540
023671,2015,1598
023671,2016,1522
023671,2017,465
023697,2008,1
023697,2013,3
023697,2014,13
023697,2015,6
023697,2016,8
023697,2017,6
023700,1990,1
023700,1991,7
023700,1992,6
023700,1993,14
023700,1994,13
023700,1995,11
023700,1996,8
023700,1997,10
023700,1998,7
023700,1999,11
023700,2000,11
023700,2001,9
023700,2002,9
023700,2003,10
023700,2004,5
023700,2005,9
023700,2006,16
023700,2007,14
023700,2008,18
023704,2013,4
023704,2014,8
023704,2015,11
023704,2016,10
023704,2017,3
023717,1991,3
023717,1994,1
023717,1996,1
023717,1997,1
023717,1998,1
023717,2000,4
023717,2002,2
023717,2003,1
023717,2004,1
023753,2005,1
023762,1991,1
023767,1991,6
023767,1992,11
023767,1993,8
023767,1994,4
023767,1995,8
023767,1996,11
023767,1997,10
023767,1998,26
023767,1999,21
023767,2000,21
023767,2001,17
023767,2002,25
023767,2003,22
023767,2004,42
023767,2005,41
023767,2006,75
023767,2007,104
023767,2008,130
023767,2009,108
023767,2010,93
023767,2011,81
023767,2012,96
023767,2013,106
023767,2014,115
023767,2015,128
023790,1999,1
023790,2001,1
023790,2003,1
023799,1989,2
023799,1990,1
023799,1991,1
023799,1995,1
023799,1997,4
023799,1998,1
023799,1999,1
023799,2000,1
023799,2001,1
023799,2002,1
023799,2003,1
023799,2004,1
023799,2005,1
023805,1992,1
023805,1993,2
023805,1994,1
023805,1995,1
023809,1997,1
023809,2006,1
023810,1989,1
023810,1994,2
023810,1998,5
023810,1999,7
023810,2000,7
023810,2001,7
023810,2002,6
023810,2003,11
023810,2004,8
023810,2005,10
023810,2006,7
023810,2007,9
023810,2008,2
023810,2009,9
023810,2010,7
023810,2011,3
023810,2012,2
023810,2013,7
023810,2014,3
023810,2015,6
023810,2016,9
023810,2017,3
023811,1998,1
023811,1999,1
023812,1992,1
023812,1993,3
023812,1994,3
023812,1995,5
023812,1996,3
023812,1997,8
023812,1998,12
023812,1999,5
023812,2000,6
023812,2001,8
023812,2002,10
023812,2003,9
023812,2004,6
023812,2005,9
023812,2006,14
023812,2007,12
023812,2008,21
023812,2009,28
023812,2010,11
023812,2011,14
023812,2012,17
023812,2013,24
023812,2014,33
023812,2015,49
023812,2016,63
023812,2017,28
023819,1995,1
023819,1998,1
023825,2003,1
023825,2006,1
023856,2012,4
023856,2013,11
023856,2014,37
023856,2015,61
023856,2016,33
023856,2017,20
023858,1997,1
023864,2015,2
023865,2015,7
023865,2016,14
023865,2017,2
023875,1994,1
023875,1995,1
023889,2013,1
023889,2014,2
023889,2015,6
023898,1994,1
023898,1996,4
023898,1997,3
023898,1998,1
023898,1999,1
023898,2000,4
023898,2001,2
023898,2002,1
023898,2003,3
023898,2004,3
023898,2005,2
023898,2006,1
023898,2007,2
023898,2009,2
023898,2010,4
023898,2011,7
023898,2012,7
023898,2013,4
023898,2014,6
023898,2015,1
023933,2015,1
023943,1994,1
023943,1995,1
023943,1996,5
023943,1997,5
023943,1998,11
023943,1999,10
023943,2000,19
023943,2001,11
023943,2002,24
023943,2003,21
023943,2004,17
023943,2005,9
023943,2006,21
023943,2007,24
023943,2008,22
023943,2009,19
023943,2010,32
023943,2011,40
023943,2012,28
023943,2013,34
023943,2014,47
023945,1992,1
023945,1995,4
023945,1996,7
023945,1997,17
023945,1998,13
023945,1999,5
023945,2000,8
023945,2001,11
023945,2002,13
023945,2003,5
023945,2004,7
023945,2005,6
023945,2006,13
023945,2007,17
023945,2008,9
023945,2009,6
023945,2010,10
023947,1988,1
023947,1989,3
023947,1992,2
023947,1993,2
023955,1993,1
023955,1994,2
023955,1995,2
023956,1990,1
023964,2002,1
023964,2003,1
023964,2004,3
023964,2005,2
023964,2006,2
023966,1988,3
023966,1989,1
023978,1980,46
023978,1981,37
023978,1982,22
023978,1983,24
023978,1984,25
023978,1985,25
023978,1986,23
023978,1987,10
023978,2001,1
023978,2004,2
023978,2005,1
023978,2007,4
023978,2008,2
023978,2009,4
023978,2011,1
023978,2012,1
023978,2013,1
023978,2014,3
023979,1991,1
023980,2012,3
023980,2014,6
023980,2015,9
023980,2016,6
023986,2015,8
023986,2016,7
023990,2013,4
023990,2014,5
023990,2015,3
023990,2016,2
023990,2017,5
024008,1990,1
024008,1991,3
024008,1992,3
024008,1993,4
024008,1994,4
024008,1995,2
024008,1996,12
024008,1997,12
024008,1998,18
024008,1999,20
024008,2000,14
024008,2001,23
024008,2002,22
024008,2003,18
024008,2004,12
024008,2005,20
024008,2006,15
024021,1990,2
024021,1991,2
024021,1992,1
024021,1993,1
024021,1994,1
024021,1995,5
024021,1996,4
024021,1997,5
024021,1998,2
024021,1999,3
024021,2000,2
024021,2001,2
024021,2002,3
024021,2003,5
024021,2004,3
024021,2006,1
024021,2008,2
024021,2009,1
024021,2012,4
024021,2013,4
024021,2014,12
024021,2015,3
024021,2016,6
024021,2017,2
024029,1992,2
024036,1995,1
024038,1995,3
024038,1996,2
024038,1997,1
024040,1992,2
024040,1993,5
024040,1994,2
024040,1995,8
024040,1996,29
024040,1997,44
024040,1998,41
024040,1999,81
024040,2000,116
024040,2001,117
024040,2002,113
024040,2003,75
024040,2004,64
024040,2005,49
024040,2006,31
024040,2007,38
024040,2008,22
024040,2009,18
024040,2010,40
024040,2011,33
024040,2012,45
024040,2013,36
024040,2014,44
024040,2015,47
024040,2016,23
024040,2017,14
024044,2004,1
024044,2005,1
024068,1994,1
024068,1995,1
024068,1996,2
024068,1997,2
024068,1998,7
024068,1999,4
024068,2000,12
024068,2001,4
024071,2012,1
024071,2013,1
024071,2014,2
024071,2015,2
024071,2016,1
024071,2017,1
024074,2016,2
024084,2013,26
024084,2014,14
024084,2015,26
024084,2016,24
024084,2017,3
024099,1994,2
024099,2002,1
024099,2004,5
024099,2005,2
024099,2006,5
024099,2007,1
024099,2010,5
024099,2013,1
024099,2015,6
024099,2016,3
024099,2017,2
024101,2003,2
024105,1990,1
024105,1991,1
024105,1992,2
024105,1993,2
024105,1994,1
024105,1995,1
024105,1996,1
024105,1998,2
024105,1999,2
024105,2000,4
024105,2001,2
024105,2002,3
024105,2003,6
024105,2004,1
024106,1994,2
024106,1995,2
024106,1996,1
024106,1997,10
024106,1998,5
024106,1999,3
024110,1995,2
024110,1996,4
024110,1997,13
024110,1998,22
024110,1999,21
024110,2000,17
024110,2001,12
024110,2002,20
024110,2003,10
024110,2004,12
024110,2005,3
024111,1993,1
024113,2003,2
024113,2015,2
024113,2016,2
024123,1994,1
024135,2011,4
024135,2012,2
024135,2013,9
024135,2014,12
024135,2015,18
024135,2016,17
024135,2017,8
024165,1991,2
024165,1993,3
024165,1994,2
024171,2005,1
024171,2009,1
024174,1990,1
024174,1991,2
024174,1992,4
024176,2013,2
024176,2014,2
024176,2015,3
024176,2016,5
024176,2017,1
024177,2014,1
024177,2015,3
024177,2016,1
024177,2017,2
024179,1994,3
024179,1995,1
024179,1996,2
024179,1997,4
024179,1998,17
024179,1999,7
024179,2000,5
024179,2001,3
024179,2002,5
024179,2003,3
024179,2005,6
024179,2006,6
024179,2007,6
024185,2001,1
024190,1991,1
024190,1992,1
024190,1998,1
024190,2000,2
024191,1991,2
024191,1992,1
024191,1994,1
024191,1995,2
024191,1996,3
024191,1997,3
024191,1998,19
024191,1999,42
024191,2000,16
024191,2001,17
024191,2002,12
024191,2003,16
024191,2004,15
024191,2005,9
024191,2006,23
024191,2007,20
024191,2008,35
024197,1990,1
024197,1992,1
024197,1993,2
024197,1994,1
024197,1996,1
024197,1997,6
024197,1998,5
024197,1999,3
024197,2000,2
024197,2001,5
024197,2002,7
024197,2003,8
024197,2004,3
024197,2005,5
024197,2006,7
024197,2007,10
024197,2008,18
024197,2009,17
024197,2010,23
024197,2011,15
024197,2012,12
024197,2013,13
024197,2014,8
024197,2015,15
024197,2016,4
024198,1990,1
024198,1991,3
024198,1992,1
024198,1993,1
024198,1994,5
024198,1995,2
024198,1996,7
024198,1997,5
024198,1998,1
024198,1999,4
024198,2000,3
024198,2001,5
024198,2002,7
024198,2003,9
024198,2004,6
024198,2005,5
024198,2007,4
024198,2008,5
024198,2009,1
024200,2016,1
024204,1992,1
024216,1995,1
024216,1999,1
024216,2010,1
024216,2011,1
024216,2014,1
024216,2015,3
024216,2016,3
024216,2017,2
024220,1993,1
024220,1994,4
024220,1996,4
024220,1997,15
024220,1998,24
024220,1999,12
024220,2000,12
024222,1990,1
024222,1991,3
024222,1993,2
024222,1995,1
024222,1998,1
024222,2000,1
024222,2001,1
024224,1998,1
024224,2001,2
024281,2002,1
024281,2004,1
024281,2007,1
024281,2008,1
024282,1992,2
024289,1992,1
024289,1994,1
024293,1992,1
024293,1994,3
024293,1995,4
024293,1996,8
024293,1997,8
024293,1998,10
024293,1999,11
024293,2000,7
024293,2001,1
024293,2016,1
024302,1991,1
024302,1992,2
024302,1993,3
024302,1995,1
024302,1996,3
024302,1997,11
024302,1998,7
024302,1999,8
024302,2000,6
024302,2001,10
