year,country,count_companies,count_patents,sum_rdex,sum_capex,mean_assets,sum_sales,sum_ebitda,region
1997,Netherlands,14,833,3287.89,3828.6,6601.2,110561.85,9559,Europe
1997,New Zealand,1,7,0,0,NaN,0,0,Asia Pacific
1997,Norway,3,20,127,2119.59,5322.21,13718.94,2656.02,Europe
1997,Singapore,2,7,81.19,50.95,595.82,1734.86,252.51,Asia Pacific
1997,South Korea,9,1181,93.2,7193.2,9930.08,46375.57,8919.9,Asia Pacific
1997,Spain,3,3,0,7684.02,22156.07,33077,10141.96,Europe
1997,Sweden,11,341,6112.17,5591.16,14573.62,81377.4,12362.25,Europe
1997,Switzerland,15,1123,11811.5,8061.29,11640.58,138933.37,22801.18,Europe
1997,Taiwan,11,258,309.98,2880.6,1256.68,6564.18,1642.21,Asia Pacific
1997,United Kingdom,33,1099,8752.37,22458.97,9337.71,289455.27,46029.81,Europe
1997,United States,1363,26306,111030.07,272005.52,3089.34,3260238.69,594370.19,North America
1998,Antigua and Barbuda,1,7,0,24.46,251.71,234.73,44.83,North America
1998,Australia,6,38,73.68,2647.04,3956.84,14775.11,4979.13,Asia Pacific
1998,Belgium,5,223,615.93,1143.98,3371.09,15391.24,2919.91,Europe
1998,Bermuda,4,13,21.16,434.24,952.72,2268.97,520.25,North America
1998,Brazil,3,22,47.87,4656.19,15758.9,19129.47,4732.82,Other
1998,Canada,71,500,4583.06,11730.39,2224.64,95384.24,18028.19,North America
1998,Chile,1,1,0.42,5.39,242.44,184.7,48.05,Other
1998,China,2,4,4.01,1.78,33.76,105.69,11.22,Asia Pacific
1998,Denmark,6,178,648.41,593.11,1252.5,6255.73,1185.29,Europe
1998,Finland,4,218,1433.22,1008.01,6979.7,29365.84,6028.17,Europe
1998,France,26,1007,11385.12,17843.97,15035.01,306206.22,46571.84,Europe
1998,Germany,30,3541,23844.82,55129.95,20429.47,591706.54,75255.62,Europe
1998,"Hong Kong, SAR China",3,12,0,41.88,259.19,712.89,155.04,Asia Pacific
1998,Iceland,1,1,6.56,5.08,38.54,12.7,-10,Europe
1998,India,1,2,2.21,17.33,135.53,100.38,18.21,Asia Pacific
1998,Ireland,9,689,1535.49,1737.66,3789.74,37024.81,5273,Europe
1998,Israel,15,55,215.23,106.6,215.03,2487.3,356.5,Other
1998,Italy,4,81,374.94,8023.69,29086.3,69556.98,18325.87,Europe
1998,Japan,232,24516,48737.16,70987.28,9334.56,1838860.22,172957.76,Asia Pacific
1998,Luxembourg,2,19,53.21,74.64,601.32,1381.91,123.4,Europe
1998,Netherlands,13,1205,3723.21,4508.99,8312.08,110618.8,8388.21,Europe
1998,New Zealand,1,10,0,0,NaN,0,0,Asia Pacific
1998,Norway,2,18,151.7,2528.91,9175.13,13569.65,2210.78,Europe
1998,Singapore,3,33,133.86,313.56,843.07,2067.87,332.36,Asia Pacific
1998,South Korea,13,2223,241.22,17981.94,10795.66,83853.25,17561.94,Asia Pacific
1998,Spain,2,12,41.51,6472.84,38917.55,36879.59,13029.09,Europe
1998,Sweden,11,682,6455.39,5913.13,7907.78,90607.77,11330.88,Europe
1998,Switzerland,15,1354,9595.71,7853.37,12816.55,155134.45,26798.59,Europe
1998,Taiwan,12,677,504.38,2693.69,1575.56,8782.37,2025,Asia Pacific
1998,United Kingdom,42,1301,11435.12,26820.86,16106.8,354328.32,66679.42,Europe
1998,United States,1568,34926,129549.08,280806.83,3643.87,3368336.68,650318.86,North America
1999,Antigua and Barbuda,1,16,2.37,14.63,277.86,255.46,58.51,North America
1999,Australia,9,43,95.95,3469.84,3460.01,19325.44,6084.13,Asia Pacific
1999,Austria,1,65,0,0,241.31,225.29,1.44,Europe
1999,Bahamas,1,1,1.13,0.16,2.14,0.15,-3.25,North America
1999,Belgium,4,237,379.34,238.08,2922.94,9603.53,1559.98,Europe
1999,Bermuda,4,8,82.7,105.94,4389.05,4206.35,840.11,North America
1999,Brazil,3,20,32.58,3548.33,14242.67,20179.65,7043.78,Other
1999,Canada,86,645,4431.54,12588.3,2041.21,112555.13,22036.17,North America
1999,Cayman Islands,1,2,5.52,0.81,12.79,23.73,1.13,North America
1999,China,2,9,0.73,3998.28,16731.44,28716.54,3871.17,Asia Pacific
1999,Denmark,7,223,581.87,831.5,1656.23,9484.76,1690.2,Europe
1999,Finland,6,292,1963.64,1885.16,5889.22,36827.18,8088.39,Europe
1999,France,27,1172,11082.11,15582.31,17642.88,320280.59,46351.6,Europe
1999,Germany,34,3685,23186.29,69923.19,18366.42,535216.29,62709.56,Europe
1999,"Hong Kong, SAR China",3,15,17.36,52.44,345.31,1211.91,238.78,Asia Pacific
1999,Iceland,1,1,11.29,2.89,80.53,16.59,-22.05,Europe
1999,India,2,8,3.05,33.16,223.98,636.62,115.02,Asia Pacific
1999,Indonesia,1,1,0,6.85,366.48,7.98,-3.23,Asia Pacific
1999,Ireland,14,716,2170.13,3802.11,5540.97,66768.93,11383.76,Europe
1999,Israel,12,50,413,164.27,420.81,3374.14,597.76,Other
1999,Italy,7,73,329.43,10359.64,26973.85,96720.74,30732.49,Europe
1999,Japan,239,25039,74103.46,143228.33,10595.72,2135294.75,238795.8,Asia Pacific
1999,Luxembourg,2,13,62.68,92.7,616.24,1539.66,184.18,Europe
1999,Mexico,1,1,0,174.81,3300.36,2730.23,606.62,North America
1999,Netherlands,18,1279,3718.06,6752.27,7145.06,116910.16,11892.66,Europe
1999,New Zealand,1,6,7.96,33.76,459.22,415.57,72,Asia Pacific
1999,Norway,4,31,215.13,2649.28,8191.2,18089.39,3826.65,Europe
1999,Singapore,3,60,142.81,367.62,1105.58,2389.71,411.25,Asia Pacific
1999,South Africa,1,2,24.34,390.32,4016.79,3176.21,846.88,Other
1999,South Korea,13,2745,119.29,19067.14,15714.56,122422.37,27765.72,Asia Pacific
1999,Spain,2,5,0,8992.41,53191.17,50666.1,10354.9,Europe
1999,Sweden,12,893,5239.38,3427.97,6584.7,74160.33,8687.43,Europe
1999,Switzerland,17,1454,11362.84,8030.8,12904.76,163726.47,23947.2,Europe
1999,Taiwan,18,1005,779.56,4121.66,1809.89,17172.2,3969.48,Asia Pacific
1999,United Kingdom,42,1588,14431.7,27417.07,16418.65,357039.65,63663.82,Europe
1999,United States,1561,36471,130902.35,295559.75,4964.4,3813047.06,801176.62,North America
2000,Antigua and Barbuda,1,11,2.67,43.21,304.81,277.59,62.56,North America
2000,Argentina,1,1,0,1173,13242,8660,3711,Other
2000,Australia,12,35,164.2,4223.43,4976.29,36931.27,7319.01,Asia Pacific
2000,Austria,3,81,63.08,1053.86,3779.85,6366.37,867.9,Europe
2000,Bahamas,1,1,2.07,0.38,4.52,0.16,-3.7,North America
2000,Belgium,4,280,376.86,921.4,2960.19,10089.45,1716.47,Europe
2000,Bermuda,7,12,358.58,688.54,4242.84,8028.51,1791.77,North America
2000,Brazil,3,29,198.18,4193.57,17184.17,31846.74,12580.63,Other
2000,Canada,82,814,6184.38,13740.08,3036.16,144436.55,27020.87,North America
2000,Cayman Islands,2,2,0,0.09,158.71,120.48,9.3,North America
2000,China,2,10,212.45,5256.46,21007.74,39766.06,6686.52,Asia Pacific
2000,Denmark,7,193,630.23,649.25,938.96,5707.54,1146.69,Europe
2000,Finland,8,335,2644.74,2281.33,5728.72,46313.58,9624.14,Europe
2000,France,29,1322,14384.09,22031.08,21626.68,509568.71,79972.12,Europe
2000,Germany,35,4239,24238.79,69669.45,20033.02,588586.26,86341.83,Europe
2000,"Hong Kong, SAR China",2,8,2.63,70.18,526.25,1373.72,230.09,Asia Pacific
2000,Iceland,1,1,22.54,15.47,248.9,21.55,-34.85,Europe
2000,India,1,8,10.86,10.44,253.64,254.25,69.62,Asia Pacific
2000,Ireland,14,682,2647.62,3738.95,6624.98,76716.65,14916.79,Europe
2000,Israel,21,61,623.74,423.05,514.49,5502.77,665.55,Other
2000,Italy,6,71,229.59,10821.53,34150.24,107015.66,34089.96,Europe
2000,Japan,238,25496,64251.98,114654.89,8840.45,1809741.12,204162.12,Asia Pacific
2000,Luxembourg,2,5,85.22,115.06,1168.49,1914.78,248.05,Europe
2000,Mexico,2,2,0,509.81,9549.39,8533.2,2553.59,North America
2000,Netherlands,18,1377,4253.12,10179.04,45562.14,183903.96,23458.61,Europe
2000,New Zealand,1,4,8.18,21.17,384.26,403.71,78.56,Asia Pacific
2000,Norway,4,30,187.38,1940.23,9905.37,25067.06,6702.75,Europe
2000,Russian Federation,1,1,0,194.98,1101.33,535.71,226.73,Europe
2000,Singapore,3,100,182.06,1023.68,1705.48,3376.98,793.34,Asia Pacific
2000,South Africa,1,4,48.02,293.42,4208.07,3795.04,1213.02,Other
2000,South Korea,14,2476,419.58,21439.96,14533.16,129395.76,33012.9,Asia Pacific
2000,Spain,3,9,0,12865.28,51790.74,83100.67,19224.25,Europe
2000,Sweden,11,1051,5730.53,4424.97,7659.42,79002.67,9243.57,Europe
2000,Switzerland,19,1331,8392.45,10807.68,12910.44,162823.39,30883.71,Europe
2000,Taiwan,19,1707,1114.56,8439.01,2512,27798.37,9272.04,Asia Pacific
2000,Turkey,1,1,0,0,NaN,0,0,Asia Pacific
2000,United Kingdom,49,1663,16846.71,42592.15,17905.33,488941.43,82764.78,Europe
2000,United States,1658,38069,149299.02,360720.4,5946.92,4681838.5,945152.69,North America
2001,Antigua and Barbuda,1,15,2.51,27.83,310,253.67,45.7,North America
2001,Argentina,1,1,0,1296.37,13289.25,8227.79,3269.14,Other
2001,Australia,16,33,140.59,3467.54,3877.18,31243.96,8137.85,Asia Pacific
2001,Austria,1,7,33.83,132.67,3060.2,3301.49,202.11,Europe
2001,Bahamas,1,1,1.48,0.34,4.19,0.36,-2.68,North America
2001,Belgium,3,250,315.64,2561.66,4235.19,9380.22,1354.93,Europe
2001,Bermuda,3,14,135.18,31.78,1423.49,896.3,-38.9,North America
2001,Brazil,3,33,175.68,5118.76,16169.52,29284.27,10253.24,Other
2001,Canada,93,848,4369.67,16530.94,2369.44,139484.52,19734.73,North America
2001,Cayman Islands,1,8,14.41,2.3,136.42,45.82,6.09,North America
2001,China,2,14,162.09,6760.42,22187.75,38520.16,6327.92,Asia Pacific
2001,Denmark,8,200,769.49,1298.75,1636.88,10934.28,2211.61,Europe
2001,Finland,8,435,3069.9,3034.44,9093.33,62897.97,11299.68,Europe
2001,France,34,1750,14087.7,15364.24,18304.08,437948.6,64079.4,Europe
2001,Germany,37,4685,26205.54,62445.37,20576.39,584053.28,77458.9,Europe
2001,"Hong Kong, SAR China",4,15,78.1,90.87,560.85,2187.08,338.14,Asia Pacific
2001,Iceland,1,5,44.95,47.68,249.9,26.1,-47.09,Europe
2001,India,1,6,15.19,22.33,388.43,340.42,118.84,Asia Pacific
2001,Ireland,15,965,4110.45,6682.15,11584.45,99480.76,19765.8,Europe
2001,Israel,22,88,590.44,562.98,460.19,5492.51,236.58,Other
2001,Italy,6,57,191.64,12929.44,34992.49,108227.37,30584.77,Europe
2001,Japan,243,27607,65008.76,114223.56,8286.24,1748006.07,172716.9,Asia Pacific
2001,Luxembourg,2,7,100.48,103.86,946.17,1646.83,78.46,Europe
2001,Netherlands,18,1386,6538.56,9083.94,10838.37,137716.56,15615.95,Europe
2001,New Zealand,1,4,4.27,5.49,94.92,89.25,36.74,Asia Pacific
2001,Norway,2,28,92.47,2068.92,13180.89,18086.53,4259.3,Europe
2001,Russian Federation,1,2,0,396.67,1732.55,893.25,467.43,Europe
2001,Singapore,5,175,207.76,2818.68,4663.39,20433.84,1054.64,Asia Pacific
2001,South Africa,1,8,35,477,6227,5399,1722,Other
2001,South Korea,16,2568,447.5,18837.01,13435.9,141670.19,29029.49,Asia Pacific
2001,Spain,2,2,0,4544.77,32627.1,50740.04,8078.28,Europe
2001,Sweden,12,1105,5782.97,3504.69,16166.76,75108.59,6750.73,Europe
2001,Switzerland,20,1433,8608.7,9514.57,14767.83,168304.81,30221.46,Europe
2001,Taiwan,23,2090,1470.25,5637.67,2155.8,26093.57,5036.29,Asia Pacific
2001,United Kingdom,56,1867,17771.26,29022.31,14801.99,572999.52,85628.17,Europe
2001,United States,1652,40734,161809.72,343763.88,5808.33,4765301.08,811350.89,North America
2002,Antigua and Barbuda,1,8,2.32,8.58,317.67,252.53,53.18,North America
2002,Australia,12,42,146.72,3077.3,21974.65,36338.41,9280.91,Asia Pacific
2002,Austria,2,18,72.74,696.05,6154.03,6957.63,1501.4,Europe
2002,Bahamas,1,3,1.71,0.01,4.36,0.36,-3.02,North America
2002,Belgium,2,90,432.44,1196.56,10648.84,15649.72,2934.72,Europe
2002,Bermuda,4,29,170.25,30.99,1751.32,1502.23,27.41,North America
2002,Brazil,3,17,188.81,5752.09,13861.51,26874.56,9715.25,Other
2002,Canada,94,849,3513,16353.3,2890.67,150345.24,27624.84,North America
2002,Cayman Islands,1,8,18.96,4.27,145.84,70.19,12.62,North America
2002,China,3,18,223.97,13742.8,34294.48,67390.06,19908.92,Asia Pacific
2002,Denmark,7,151,1011.45,930.14,2151.02,8805.91,2041.74,Europe
2002,Finland,9,566,3732.42,4606.78,8500.43,72829.64,13265.56,Europe
2002,France,34,1785,17247.04,33693.16,21147.27,547397.55,77151.96,Europe
2002,Germany,41,4807,28844.82,67583.56,19895.87,668215.09,92546.39,Europe
2002,"Hong Kong, SAR China",3,12,14.95,77.69,566.85,2175.22,316.33,Asia Pacific
2002,Iceland,1,8,56.64,15.64,213.42,41.06,-55.12,Europe
2002,India,1,7,28.86,31.82,484.69,379.29,93.07,Asia Pacific
2002,Ireland,16,1075,4247.53,5221.7,7813.67,103306.47,16167.51,Europe
2002,Israel,23,97,595.76,510.74,508.43,5787.25,864,Other
2002,Italy,7,73,197.76,17286.92,35127.46,129536.34,35344.01,Europe
2002,Japan,240,29417,72839.47,122549.72,9159.38,1944208.5,227049.6,Asia Pacific
2002,Luxembourg,1,15,96.71,33.5,1276.82,825.62,14.38,Europe
2002,Mexico,2,4,0,519.82,9372.47,8809.54,2184.25,North America
2002,Netherlands,17,1784,7381.99,6972.15,11421.02,153621.19,7873.87,Europe
2002,New Zealand,1,16,6.39,9.12,126.76,115.5,45.63,Asia Pacific
2002,Norway,6,33,354.46,6996.94,12693.13,67164.87,15224.85,Europe
2002,Russian Federation,1,1,0,502.05,2283.3,1361.76,674.05,Europe
2002,Saudi Arabia,1,7,0,1472.22,26461.19,9078.82,1534.33,Asia Pacific
2002,Singapore,5,183,205.34,2283.12,3226.66,7902.64,1360.46,Asia Pacific
2002,South Africa,1,12,34.55,764.68,6146.01,5926.66,1788.45,Other
2002,South Korea,16,2764,513.76,20460.03,16038.07,181495.63,41096.34,Asia Pacific
2002,Spain,1,4,6.29,2336.06,39910.11,38259.77,6237.53,Europe
2002,Sweden,12,1082,4972.21,3407.64,7594.02,81335.24,6819.92,Europe
2002,Switzerland,21,1520,10238.34,9499.07,12757.28,185307.29,35430.06,Europe
2002,Taiwan,40,1873,2171.48,7743.08,2176.31,57782.31,12984.18,Asia Pacific
2002,Turkey,1,2,20.72,53.86,1299.03,1625.35,189.2,Asia Pacific
2002,United Kingdom,54,2066,18602.56,40622.47,16382.57,620208.72,92762.97,Europe
2002,United States,1595,41600,155634.29,276051.33,6887.51,4590479.87,841392.23,North America
2003,Antigua and Barbuda,1,15,2.35,8.71,345.95,261.24,52.98,North America
2003,Australia,10,36,166.75,3842.81,7512.52,28975.63,6832.87,Asia Pacific
2003,Austria,1,22,50.44,150.06,3948.26,4631.74,284.99,Europe
2003,Bahamas,1,2,2.51,0,4.12,0.2,-3.93,North America
2003,Belgium,1,79,509.45,622.95,12215.53,9529.55,1361.9,Europe
2003,Bermuda,4,31,229.41,248.22,2053.08,4723.1,241.09,North America
2003,Brazil,3,26,287.01,8296.37,22191.29,37747.24,14239.9,Other
2003,Canada,86,1031,3491.47,12798.69,2628.73,146635.45,26707.59,North America
2003,Cayman Islands,1,8,19.22,1.75,169.29,88.6,15.91,North America
2003,Chile,1,1,0,55.08,1363.48,691.81,148.14,Other
2003,China,3,10,292.79,15206.58,37138.59,85623.25,25185.21,Asia Pacific
2003,Denmark,9,189,1307.06,4597.89,5678.66,45413.26,10359.77,Europe
2003,Finland,8,657,5254.01,4111.8,11381.66,94349.07,13805.18,Europe
2003,France,33,1697,18901.31,27152.58,22087.79,514182.65,78697.61,Europe
2003,Germany,39,4678,33192.24,77165.55,24731.19,769100.49,111267.26,Europe
2003,"Hong Kong, SAR China",4,17,200.99,208.14,1131.67,4776.57,675.24,Asia Pacific
2003,Iceland,1,5,19.47,0.88,183.47,46.81,-23.54,Europe
2003,India,1,8,45.89,55.66,613.35,462.7,67.42,Asia Pacific
2003,Ireland,17,1209,4175.29,3707.93,7569.71,111278.71,17062.1,Europe
2003,Israel,30,156,642.22,605.57,395.68,6566.85,1007.7,Other
2003,Italy,7,74,492.57,14616.74,29898.97,121478.36,37090.6,Europe
2003,Japan,247,30101,87432.79,130110.92,14346.87,2298237.7,298326.95,Asia Pacific
2003,Luxembourg,2,21,87.2,32.03,914.33,1713.09,120.8,Europe
2003,Netherlands,16,2013,8274.99,8625.04,14216.25,172403.8,16831.69,Europe
2003,New Zealand,1,12,9.42,6.36,149.57,143.36,58.31,Asia Pacific
2003,Norway,6,35,325.08,5859.96,11556.61,65292.86,16042.31,Europe
2003,Russian Federation,1,1,0,839.16,4225.35,2546.2,1338.51,Europe
2003,Saudi Arabia,1,9,0,2435.39,29151.04,12477.17,4702.6,Asia Pacific
2003,Singapore,5,131,237.57,638.22,2937.7,16659.11,938.02,Asia Pacific
2003,South Africa,1,8,61.38,1179.89,9041.94,8571.5,2353,Other
2003,South Korea,17,2797,768.51,28324.8,17574.63,237387.89,46351.26,Asia Pacific
2003,Spain,1,6,0,2822.99,47910.17,46868.4,7690.47,Europe
2003,Sweden,10,949,5782.04,3895.14,9976.22,89593.21,8201.25,Europe
2003,Switzerland,19,1440,12020.69,10261.07,16982.17,206516.84,37926.61,Europe
2003,Taiwan,42,1912,2577.12,9313.5,2482.95,82696.62,15722.26,Asia Pacific
2003,Turkey,1,2,25.5,78.64,1834.18,2379.15,291.42,Asia Pacific
2003,United Kingdom,55,1981,20526.84,38285.91,41445.4,716410.7,125596.09,Europe
2003,United States,1608,43368,159552.98,254874.67,7781.34,5031930.84,913819.98,North America
2004,Antigua and Barbuda,1,9,3.21,10.33,358,278.17,48.13,North America
2004,Argentina,1,2,0,963.37,10390.41,6697.21,3676.39,Other
2004,Australia,9,34,175.49,5465.65,11858.19,49486.17,15777.53,Asia Pacific
2004,Austria,1,17,55.71,260.88,4266.44,6288.25,626.38,Europe
2004,Belgium,2,58,573.19,587.72,6884.51,10823.73,1721.16,Europe
2004,Bermuda,3,39,275.35,46.43,2396.85,2366.62,475.89,North America
2004,Brazil,5,19,417.43,10260.82,17766.11,53996.16,17978.18,Other
2004,Canada,82,958,3549.72,22839.18,3755.82,195566.92,40548.65,North America
2004,Cayman Islands,1,21,20.26,8.35,185.2,92.2,15.24,North America
2004,China,7,28,718.4,20903.84,22711.22,120141.27,35494.77,Asia Pacific
2004,Denmark,9,120,1443.21,1341.95,7050.27,52656.95,11733.8,Europe
2004,Finland,7,803,5436.22,3631.97,13367.48,92245.24,13013.89,Europe
2004,France,30,1353,25217.56,37158.09,29129.76,669786.92,110889.33,Europe
2004,Germany,38,4757,35410.23,85722.65,27476.82,842321.78,126688.42,Europe
2004,"Hong Kong, SAR China",7,42,274.12,238.13,908.25,6138.05,574.96,Asia Pacific
2004,Iceland,1,6,24.94,2.69,288.25,42.13,-33.33,Europe
2004,India,3,5,80.3,279.5,1666.46,5673.36,732.74,Asia Pacific
2004,Ireland,16,1103,4274.12,3972.67,8556.69,121822.42,19345.94,Europe
2004,Israel,34,172,1430.88,684.44,494.14,9271.35,1688,Other
2004,Italy,9,87,846.62,14628.67,25437.48,146479.53,46254.9,Europe
2004,Japan,245,30740,88476.32,151747.51,14703.77,2360010.07,306680.2,Asia Pacific
2004,Luxembourg,1,16,84.74,30.99,1387.89,1171.08,114.62,Europe
2004,Mexico,2,2,0,563.74,10079.52,10486.36,2748.6,North America
2004,Netherlands,17,1856,9069.5,10941.83,14482.97,191297.34,23093.27,Europe
2004,New Zealand,1,21,11.54,11.98,164.16,171.47,70.27,Asia Pacific
2004,Norway,6,50,427.92,10198.63,15165.4,87554.2,24665.35,Europe
2004,Saudi Arabia,1,6,0,1186.67,33300.18,18267,7976.68,Asia Pacific
2004,Singapore,5,110,240.03,1292.56,3559.56,19142.14,1611.67,Asia Pacific
2004,South Africa,2,10,63.61,1822.95,6230.41,10606.13,2692.16,Other
2004,South Korea,17,3371,1052.56,42326.18,21427.34,332528.62,66260.63,Asia Pacific
2004,Spain,1,2,9.48,3238.29,52721.03,56438.57,9399.43,Europe
2004,Sweden,11,813,5881.28,6349.77,12318.6,117758.36,19917.2,Europe
2004,Switzerland,18,1264,13921.49,11551.32,15766.93,212252.51,42978.84,Europe
2004,Taiwan,46,2410,3062.32,18772.36,2868.86,117159.37,23333.04,Asia Pacific
2004,United Kingdom,51,1757,21920.21,43765.52,18370.59,801224.18,119898.57,Europe
2004,United States,1536,42747,170473.57,304391.16,9587.39,5915197.39,1114758.53,North America
2005,Antigua and Barbuda,1,10,3.6,11.98,376.93,281.35,44.33,North America
2005,Australia,10,31,250.75,5225.26,13290.94,45483.85,14644.4,Asia Pacific
2005,Austria,1,12,48.37,260.73,4063.17,5679.47,488.43,Europe
2005,Bahamas,1,2,1.83,0,3.72,0.43,-3.1,North America
2005,Belgium,3,62,643.73,757.66,4833.75,12027.71,1899.67,Europe
2005,Belize,1,1,0,7,591.9,60.7,46.6,North America
2005,Bermuda,4,69,317.18,1560.96,5335.74,8288.9,2458.46,North America
2005,Brazil,4,8,686.92,14696.49,27139.07,77130.27,26503.9,Other
2005,Canada,71,728,3468.75,24621.97,5187.2,195100.92,43233.84,North America
2005,Cayman Islands,1,23,25.42,14.87,199.66,105.55,12.33,North America
2005,China,5,21,618.77,9595.69,15320.48,107544.14,12484.64,Asia Pacific
2005,Denmark,7,108,1449.95,1114.19,2379.69,15733.54,2656.72,Europe
2005,Finland,7,607,4854.98,3278.9,11413.97,81645.46,10330.49,Europe
2005,France,28,1054,17267.41,35512.59,31975.71,592827.06,105196.43,Europe
2005,Germany,34,3932,31792.39,83910.17,29479.81,768235.09,107389.96,Europe
2005,"Hong Kong, SAR China",7,73,523.38,301.87,1760.78,20929.25,733.32,Asia Pacific
2005,Iceland,1,11,43.75,3.97,206.76,43.95,-49.12,Europe
2005,India,1,5,48.4,42.12,1546.05,545.57,61.78,Asia Pacific
2005,Ireland,15,894,5585.59,4172.88,9594.77,130217.66,19612.23,Europe
2005,Israel,24,119,861.97,549.24,772.44,9483.13,2302.97,Other
2005,Italy,7,81,659.62,4917.74,34155.91,138447.94,44732.53,Europe
2005,Japan,238,26856,84168.45,156347.34,17486.41,2308251.25,310065.21,Asia Pacific
2005,Luxembourg,5,19,73.74,1599.62,8219.84,38434.4,8140.34,Europe
2005,Netherlands,16,1309,7643.74,7692.88,15101.5,171861.61,20643.25,Europe
2005,New Zealand,2,13,11.97,168.35,1347.83,3419.98,534.89,Asia Pacific
2005,Norway,4,23,289.51,7805.79,20694.34,91756.51,27225.43,Europe
2005,Saudi Arabia,1,7,0,2025.46,36500.43,20856.35,7774.46,Asia Pacific
2005,Singapore,5,84,285.42,1032.06,1623.71,4301.17,859.24,Asia Pacific
2005,South Africa,1,13,34.05,1862.01,13197.69,10447.88,2743.06,Other
2005,South Korea,18,3330,949.04,47721.8,22514.49,347372.84,62244.36,Asia Pacific
2005,Spain,1,2,74.6,3757.47,54215.04,60447.49,10197.15,Europe
2005,Sweden,10,668,5225.34,4949.7,10246.91,99083.95,14234.99,Europe
2005,Switzerland,19,1178,14481.22,12178.53,97474.7,285247.49,90947.97,Europe
2005,Taiwan,49,2077,3907.89,21711.38,3235.66,146110.71,21932.69,Asia Pacific
2005,United Kingdom,50,1494,18883.74,36640,16019.8,608397.51,118367.46,Europe
2005,United States,1454,38459,178706.11,311924.43,9037.91,6156387.9,1132198.3,North America
2006,Antigua and Barbuda,1,11,2.44,9.27,396.1,285.19,47.17,North America
2006,Australia,14,33,330.65,9842.09,14717.16,69363.56,27542.38,Asia Pacific
2006,Austria,1,14,59.33,308.52,4840.1,7570.65,660.55,Europe
2006,Belgium,3,48,835.41,915.77,5378.09,14453.84,2424.2,Europe
2006,Bermuda,3,130,654.4,2108.1,6506.33,7952.73,2216.24,North America
2006,Brazil,2,12,1215.24,19376.39,78158.53,93569,33278.55,Other
2006,Canada,88,735,3682.4,29246.09,5610.72,239077.38,50936.45,North America
2006,Cayman Islands,1,30,31.75,23.37,197.02,124.92,0.77,North America
2006,China,7,28,859.54,11155.22,14435.92,142011.87,15801.63,Asia Pacific
2006,Denmark,8,103,1967.74,1815.49,3924.2,26756.08,4793.56,Europe
2006,Finland,9,864,5551.67,3637.81,10650.5,122710.29,16259.79,Europe
2006,France,31,1390,21382.19,44860.66,92550.48,760567.62,166113.98,Europe
2006,Germany,38,4312,35498.47,102846.74,38810.99,984763.61,129228.51,Europe
2006,"Hong Kong, SAR China",6,86,488.4,10252.54,12690.16,59894.19,20949.53,Asia Pacific
2006,Iceland,1,10,57.11,6.28,215.61,40.51,-77.88,Europe
2006,India,2,643,66.89,176.56,1378.55,2364.36,556.54,Asia Pacific
2006,Ireland,13,1054,4895.89,4983.6,11929.33,141576.9,21007.63,Europe
2006,Israel,27,147,2324.27,707.45,1025.91,13090.09,3183.02,Other
2006,Italy,7,83,570.66,13230.1,37966.39,179870.09,52611.37,Europe
2006,Japan,242,33366,90219.11,174457.3,17912.43,2544271.19,345311.32,Asia Pacific
2006,Luxembourg,4,24,227.25,3199.51,28949.09,62808.95,10460.63,Europe
2006,Mexico,1,1,0,1371.73,29973.43,18250.2,3985.46,North America
2006,Netherlands,16,1688,8475.69,8799.17,17042.04,199024.81,19648.09,Europe
2006,New Zealand,1,20,14.43,19.73,196.45,249.79,68.4,Asia Pacific
2006,Norway,6,46,446.03,13220.65,19600.21,122583.9,39373.07,Europe
2006,Saudi Arabia,1,16,0,4999.38,44411.89,23014.65,9865.47,Asia Pacific
2006,Singapore,5,96,298.05,1540.2,3930.84,23708.99,1810.55,Asia Pacific
2006,South Africa,2,8,29.46,1929.69,7498.52,9908.83,3554.67,Other
2006,South Korea,17,4610,846.11,55444.43,28281.53,401113.46,67849.87,Asia Pacific
2006,Spain,1,2,94.62,7148.82,59651.76,72689.07,11883.9,Europe
2006,Sweden,12,690,7082.7,7479.93,12572.27,138006.65,23347.72,Europe
2006,Switzerland,21,1575,17076.41,15936.49,109739.52,359987.26,133654.12,Europe
2006,Taiwan,52,2860,4698.34,21330.68,3716.39,193233.31,29614.4,Asia Pacific
2006,United Kingdom,48,1669,23953.42,46615.29,19048.53,727022.07,126665.92,Europe
2006,United States,1469,46215,209700.54,370964.8,11463.4,6959204.79,1367014.63,North America
2007,Antigua and Barbuda,1,15,2.99,22.7,443.22,305.36,43.4,North America
2007,Australia,11,37,465.87,12724.4,24807.31,81917.83,35674.42,Asia Pacific
2007,Austria,1,11,62.87,668.17,6770.84,9284.14,956.19,Europe
2007,Bahamas,1,4,2.8,0.02,4.26,0.41,-4.78,North America
2007,Belgium,3,40,941.9,1020.21,6119.19,16507.23,2763.75,Europe
2007,Bermuda,2,209,970.8,113.46,5543.9,4084.25,353.57,North America
2007,Brazil,2,13,1666.27,28374.85,102209.66,124139.72,44163.38,Other
2007,Canada,77,713,3191.76,20117.82,5027.48,159692.12,39310.78,North America
2007,Cayman Islands,1,23,34.62,8.12,228.41,165.54,30.23,North America
2007,China,8,38,1171.16,40504.22,32931.65,297149.99,55765.06,Asia Pacific
