year,country,count_companies,count_patents,sum_rdex,sum_capex,mean_assets,sum_sales,sum_ebitda,region
2007,Denmark,7,127,2762.96,1466.74,3644,24985.22,5094.04,Europe
2007,Finland,8,866,8681.68,3285.01,13170.01,138628.84,18382.4,Europe
2007,France,30,1257,28281.48,48732.4,33090.11,752842.47,136295.23,Europe
2007,Germany,39,3860,39930.69,99843.13,42491.37,1065167.96,171054.7,Europe
2007,"Hong Kong, SAR China",6,91,508.17,433.11,2505.18,24401.01,1147.38,Asia Pacific
2007,Iceland,1,6,53.83,3.48,156.21,40.4,-82.06,Europe
2007,India,4,573,154.21,720.66,2465.46,8649.7,2240.01,Asia Pacific
2007,Ireland,17,925,6886.73,4022.32,8193.69,129055.02,18271.9,Europe
2007,Israel,27,123,1223.48,886.63,1266.65,15165.22,3783.58,Other
2007,Italy,6,63,799.62,17668.28,49056.05,191798.64,56737.38,Europe
2007,Japan,239,30216,111135.63,210299.86,21512.7,3202651.04,431788.85,Asia Pacific
2007,Luxembourg,2,33,200.56,533.21,7976.23,10834.36,3536.26,Europe
2007,Mexico,1,1,0,1994.98,49676.56,21679.14,4334.93,North America
2007,Netherlands,15,1272,8644.65,7885.94,20032.24,198606.62,20410.19,Europe
2007,New Zealand,1,12,18.94,9.17,260.71,281.33,57.92,Asia Pacific
2007,Norway,6,27,616.94,17725.74,24654.36,143254.63,43127.07,Europe
2007,Russian Federation,1,1,10.14,661.73,4675.81,4178.64,913.08,Europe
2007,Saudi Arabia,1,18,141.35,8252.25,68523.29,33748.42,13010.21,Asia Pacific
2007,Singapore,5,90,309.01,1329.98,5476.61,32180.49,2028.71,Asia Pacific
2007,South Africa,2,14,98.04,1809.49,8815.42,14413.02,4155.16,Other
2007,South Korea,18,5014,932.12,53489.2,28615.86,441138.94,74537.07,Asia Pacific
2007,Spain,3,6,112.44,7729.29,30777.34,100071.69,16446.74,Europe
2007,Sweden,12,568,8554.46,7753.84,15218.95,158643.5,24791.55,Europe
2007,Switzerland,20,1466,21000.99,20015.64,120914.63,417228.11,155009.57,Europe
2007,Taiwan,51,2985,5117.59,22374.09,4243.54,238412.44,35375.78,Asia Pacific
2007,United Kingdom,43,1470,26552.75,58927.78,26849.49,824976.55,156267.03,Europe
2007,United States,1418,40708,221513.78,391135.91,15989.08,7678651.69,1593937.38,North America
2008,Antigua and Barbuda,1,12,3.33,41.98,372.77,301.26,37,North America
2008,Australia,11,46,644.16,17033.06,12897.79,105880.23,43570.86,Asia Pacific
2008,Austria,1,16,104.57,620.47,6731.72,9337.69,560.51,Europe
2008,Bahamas,1,2,2.17,0.01,4.07,0.43,-4.07,North America
2008,Belgium,3,26,933.29,1149.81,6347.16,15927.32,2299.59,Europe
2008,Bermuda,1,244,929.99,73.24,4414.2,2950.56,388.3,North America
2008,Brazil,2,9,1834.44,37948.2,102921.05,148688.84,45773.06,Other
2008,Canada,73,717,3365.92,16385.99,2932.34,151661.41,29142.38,North America
2008,Cayman Islands,1,41,37.42,2.41,193.27,138.82,12.63,North America
2008,China,8,83,1525.43,48935.02,38273.85,387486.18,41466.38,Asia Pacific
2008,Denmark,9,102,2779.68,13814.07,13335.02,96950.18,23228.82,Europe
2008,Finland,8,861,8848.1,4152.35,13816.44,136135.12,16191.08,Europe
2008,France,28,1212,25945.28,47577.16,32481.87,722221.47,122149.9,Europe
2008,Germany,37,3802,39905.47,93651.12,46849.65,1043479.65,141305.65,Europe
2008,"Hong Kong, SAR China",6,86,473.64,372.34,2114.61,21989.46,505.92,Asia Pacific
2008,Iceland,1,8,30.73,1.54,75.14,58.09,-47.69,Europe
2008,India,4,422,96.84,662.3,2401.26,9052.5,1528.38,Asia Pacific
2008,Ireland,15,855,5948.72,4789.79,11023.67,157605.5,24848.77,Europe
2008,Israel,21,140,2830.11,969.95,2035.62,16988.27,4111.48,Other
2008,Italy,6,79,1599.44,21698.25,49307.23,206935.12,54311.45,Europe
2008,Japan,237,30413,115215.34,207011.56,22033.38,2986700.34,296229.05,Asia Pacific
2008,Luxembourg,5,40,393.9,6313.29,37922.81,140839.8,24669.11,Europe
2008,Netherlands,18,1472,9411.81,9081.9,15966.24,204947.27,22102.1,Europe
2008,New Zealand,1,8,16.14,11.61,235.88,261.53,68.24,Asia Pacific
2008,Norway,3,36,427.8,10640.6,33209.04,108090.44,35429.67,Europe
2008,Russian Federation,1,1,0,1847.46,10448.33,10245.29,5168.53,Europe
2008,Saudi Arabia,1,10,152.94,7121.86,72773.09,40384.46,12490.35,Asia Pacific
2008,Singapore,5,97,339.48,1337.42,3807.44,35332.78,1945.54,Asia Pacific
2008,South Africa,2,11,91.68,1361.35,8707.13,16480.73,4935.58,Other
2008,South Korea,17,6268,496.08,44915.85,25951.2,381964.75,53420.94,Asia Pacific
2008,Spain,2,4,115.53,7021.46,35222.92,86006.5,11894.06,Europe
2008,Sweden,12,596,8080.47,7396.11,14718.47,139909.52,19257.68,Europe
2008,Switzerland,21,1396,23557.92,22027.2,112262.81,536932.01,106252.64,Europe
2008,Taiwan,52,3338,6612.7,18258.71,4083.91,250960.2,28395.77,Asia Pacific
2008,United Arab Emirates,1,1,0,0,NaN,0,0,Asia Pacific
2008,United Kingdom,44,1413,22391.24,58269.71,81791.48,988965.24,168009.33,Europe
2008,United States,1340,41350,229445.09,406641.36,14709.93,7595537.16,1226372.44,North America
2009,Australia,14,52,588.16,13829.45,8781.08,83706.09,21833.44,Asia Pacific
2009,Austria,1,18,114.78,441.89,6909.52,6763.18,380.2,Europe
2009,Bahamas,1,3,3.18,0,1.09,0.42,-4.9,North America
2009,Belgium,5,37,537.43,2436.77,26512.33,46662.08,13403.82,Europe
2009,Bermuda,3,325,828.18,1152.73,10397.14,9833.85,1870.31,North America
2009,Brazil,3,13,1952.12,44481.99,103192.01,125166.58,40216.09,Other
2009,Canada,68,787,2658.18,27960.42,5574.6,182035.64,46441.04,North America
2009,Cayman Islands,1,44,33.02,1.12,197.31,127.5,2.55,North America
2009,China,12,105,1951.95,55821.28,30987.59,368236.92,58025.25,Asia Pacific
2009,Denmark,8,104,2649.83,10340.24,12393.03,80521.91,16367.18,Europe
2009,Finland,7,977,8940.96,2766.6,12806.52,99447.22,8212.59,Europe
2009,France,30,1647,24857.56,42307.04,32843.7,643715.4,107044.95,Europe
2009,Germany,36,3687,44247.44,76604.56,46943.46,1039188.46,102790.19,Europe
2009,"Hong Kong, SAR China",5,59,408.65,204.62,3050.61,21918.82,668.16,Asia Pacific
2009,India,5,477,186.73,582.31,3641.96,14667.96,3571.91,Asia Pacific
2009,Ireland,14,945,5547.06,3995.57,11936.18,138087.44,20959.54,Europe
2009,Israel,26,170,1568.99,909.86,1735.59,20474.25,5392.13,Other
2009,Italy,4,63,1722.42,21582.15,75468.6,165246.27,45351.17,Europe
2009,Japan,238,32570,108662.23,161301.17,22955.83,2732314.89,326446.22,Asia Pacific
2009,Luxembourg,5,33,402.99,3448.65,29121.22,77057.56,8025.88,Europe
2009,Netherlands,21,1523,9412.15,8131.95,15198.65,200063.7,18032.99,Europe
2009,New Zealand,1,6,24.98,32.4,336.45,356.46,82.91,Asia Pacific
2009,Norway,6,40,616.37,15503.44,25572.25,120815.98,35885.19,Europe
2009,Saudi Arabia,1,10,141.43,6405.65,79272.65,27521.21,7898.12,Asia Pacific
2009,Singapore,4,98,158.58,325.78,3484.25,26127.73,1143.24,Asia Pacific
2009,South Africa,2,11,122.61,2288.29,11803.18,19391.26,4515.28,Other
2009,South Korea,18,7280,520.21,42582.12,28242.52,461495.35,70766.78,Asia Pacific
2009,Spain,3,5,50.45,1978.19,9162.22,15193.57,2474.16,Europe
2009,Sweden,11,514,8674.7,4463.37,13145.53,121092.89,10487.12,Europe
2009,Switzerland,20,1424,24399.64,20134.78,87989.12,357423.8,88338.85,Europe
2009,Taiwan,54,3755,6945.55,13042.13,4255.29,253605.72,27658.38,Asia Pacific
2009,United Kingdom,47,1522,24044.34,60083.19,137633.1,903709.24,153489.56,Europe
2009,United States,1343,43978,202555.47,340114.39,16882.91,7086003.73,1158453.85,North America
2010,Argentina,1,1,0,2197.96,11731.11,11119.99,3713.55,Other
2010,Australia,16,72,553.26,14288.78,9423.45,98039.92,38452.62,Asia Pacific
2010,Austria,1,27,112.71,130.16,7554.43,8411.85,818.51,Europe
2010,Belgium,4,49,565.97,2906.5,33732.85,47755.94,14817.61,Europe
2010,Bermuda,4,544,897.58,1075.62,6734.77,11024.39,3206.03,North America
2010,Brazil,4,23,2031.8,61280.43,116326,183262.04,62456.41,Other
2010,Canada,74,998,2486.77,28327.12,12527.3,262011.44,56810.5,North America
2010,Cayman Islands,1,48,31.05,2.31,197.63,137.79,26.81,North America
2010,China,16,216,3041.69,62154.98,30074.57,544885.7,77757.45,Asia Pacific
2010,Denmark,10,192,3095.76,7888.95,12642.16,99561.44,25825.12,Europe
2010,Finland,8,1177,8251.76,3127.27,12472.85,105851.56,9923.95,Europe
2010,France,28,1966,22157.91,42774.88,34592.12,669542.49,117047.83,Europe
2010,Germany,38,5238,44089.2,78190.87,107930.1,1153311.86,177864.96,Europe
2010,Gibraltar,1,5,0,0.09,22.82,0,-4.76,Europe
2010,"Hong Kong, SAR China",6,102,482.87,314.18,2885.55,27536.06,1044.96,Asia Pacific
2010,India,7,615,244.19,9251.48,16159.04,104681.3,16074.06,Asia Pacific
2010,Indonesia,1,3,0,732,6021.08,2214.37,1096.11,Asia Pacific
2010,Ireland,17,1454,5585.77,4355.45,10616.14,149801.62,26173.82,Europe
2010,Israel,26,215,1759.11,1028.61,2049.33,23636.61,6863.28,Other
2010,Italy,6,90,1508.8,20750.05,51019.45,180581.81,49310.57,Europe
2010,Japan,234,40862,125587.93,183805.31,26480.17,3269828.55,419597.29,Asia Pacific
2010,Luxembourg,5,18,474.53,4714.45,29816.28,89177.38,10799.34,Europe
2010,Netherlands,21,1910,9233.14,8003.41,28118.95,202605.2,28048.61,Europe
2010,New Zealand,1,10,29.95,31.1,394.73,385.93,91.37,Asia Pacific
2010,Norway,6,60,577.15,14915.86,28065.01,131127.84,38589.98,Europe
2010,Saudi Arabia,1,13,174.19,4299.41,84806.77,40582.18,12952.13,Asia Pacific
2010,Singapore,4,207,162.95,766.4,3716.45,31395.85,1763.49,Asia Pacific
2010,South Africa,2,6,120.16,2106.24,10265.88,16047.48,4039.67,Other
2010,South Korea,16,9669,10486.08,53285.49,32902.8,476849.13,79478.46,Asia Pacific
2010,Spain,1,1,48.56,115.17,2506.49,1314.6,336.91,Europe
2010,Sweden,12,828,9220.76,6840.85,15951.12,155456.1,25858,Europe
2010,Switzerland,20,1934,27643.48,18233.76,95668.3,393803.83,103599.97,Europe
2010,Taiwan,48,4780,8598.84,24134.76,5310.33,339152.77,35670.35,Asia Pacific
2010,Thailand,1,1,0,2152.41,11375.11,4719.24,3399.12,Asia Pacific
2010,Turkey,1,1,58.39,162.06,4758.31,4507.88,496.92,Asia Pacific
2010,United Arab Emirates,1,1,0,0,0.06,0.02,-0.06,Asia Pacific
2010,United Kingdom,45,1808,23189.96,46962.94,82611.12,887063.49,185759.43,Europe
2010,United States,1402,56167,222441.22,366765.05,20877.22,8020277.11,1728115.29,North America
2011,Australia,13,84,716.13,20143.01,15061.78,134482.14,55030.56,Asia Pacific
2011,Austria,1,18,118.14,314.17,7955.5,9212.17,738.69,Europe
2011,Bahamas,1,1,9.46,0.02,6.38,3.11,-9.61,North America
2011,Belgium,4,60,594.87,4261.54,34873.2,52488.71,16511.84,Europe
2011,Bermuda,2,688,1013.68,2131.4,9339.88,9453.39,2546.98,North America
2011,Brazil,5,28,3128.97,57150.85,95892.3,226488.45,72045.7,Other
2011,Canada,91,1138,3007.71,30372.24,10527.14,264737.87,54229.37,North America
2011,Cayman Islands,1,51,33.59,2.01,198.41,124.28,10.18,North America
2011,China,16,271,6034.57,72419.61,36844,756367.2,82351.93,Asia Pacific
2011,Denmark,7,271,3162.93,1610.38,4856.77,31541.39,7354.74,Europe
2011,Finland,8,1182,7775.36,2102.78,11258.56,100464.58,7510.06,Europe
2011,France,29,1632,22974.14,54663.21,36997.61,753776.87,128023.37,Europe
2011,Germany,39,5067,46224.11,57155.37,39993.38,1120259.96,161482.72,Europe
2011,Gibraltar,1,8,0,0.02,7.52,0,-2.25,Europe
2011,"Hong Kong, SAR China",6,103,635.81,20274.17,28951.36,119811.62,41861.69,Asia Pacific
2011,India,4,655,271.33,815.05,4949.48,17705.39,4359.16,Asia Pacific
2011,Ireland,20,1593,6133.62,5582.23,9931.06,170136.85,29295.41,Europe
2011,Israel,34,189,2025.25,1411.74,2031.94,27167.08,7376.36,Other
2011,Italy,5,106,1367.09,20038.64,62241.75,198835.8,49911.71,Europe
2011,Japan,233,41490,129563.22,197699.07,27681,3205988.38,375542.87,Asia Pacific
2011,Luxembourg,7,29,464.57,7319.55,23674.18,114772.07,15513.82,Europe
2011,Netherlands,18,1889,10130.47,9975.36,16264.42,206721.24,29451.65,Europe
2011,New Zealand,1,8,34.4,53.18,468.69,423.33,94.51,Asia Pacific
2011,Norway,6,38,599.17,19224.76,32509.2,154902.15,49604.63,Europe
2011,Saudi Arabia,1,12,218.51,2836.78,88708.44,50620.21,16168.15,Asia Pacific
2011,Singapore,4,291,263.43,782.02,3566.99,32155.58,1624.66,Asia Pacific
2011,South Africa,1,9,148.9,3039.39,26341.64,21081.96,5567.54,Other
2011,South Korea,18,10017,16967.27,51811.24,32607.37,462079.38,71303.11,Asia Pacific
2011,Spain,1,4,99.5,177.99,7534.35,2329.45,579,Europe
2011,Sweden,13,977,9539.94,7916.62,15350.47,167350.33,27235.68,Europe
2011,Switzerland,22,1903,27075.25,21913.8,143043.67,425699.86,120179.76,Europe
2011,Taiwan,52,4956,9162.43,23550.66,5612.87,348283.99,30599.09,Asia Pacific
2011,Turkey,1,2,34.34,190.38,4870.6,4467.87,458.52,Asia Pacific
2011,United Kingdom,48,1836,24538.25,61438.62,80219.47,1065220.04,216878.42,Europe
2011,United States,1422,57159,239288.14,465271.45,20462.05,9111153.5,1875992.36,North America
2012,Australia,14,89,727.4,25871.51,64185.7,168555.76,60698.93,Asia Pacific
2012,Austria,1,31,145.01,411.31,9170.09,9946.57,570.82,Europe
2012,Bahamas,1,1,8.57,0,1.75,3.07,-7.59,North America
2012,Belgium,5,55,769.7,4403.93,29780.32,58886.04,17616.53,Europe
2012,Bermuda,2,785,1057.44,1586.81,8958.89,10158.2,2423.44,North America
2012,Brazil,4,27,2694.32,57516.6,122899.42,213293.4,43363.54,Other
2012,Canada,102,1358,3312.67,57487.35,16623.59,396061.21,83222.93,North America
2012,Cayman Islands,1,83,34.31,2.15,171.33,97.67,-11.19,North America
2012,China,16,489,6840.92,78588.83,39089.14,845908.3,85394.13,Asia Pacific
2012,Colombia,1,1,0,8816.68,64911.36,39245.64,16643.7,Other
2012,Denmark,7,308,3428.01,1321.68,4854.11,35838.33,8576.73,Europe
2012,Finland,10,1487,6897.71,2967.24,11489.27,116974.25,7104.08,Europe
2012,France,28,1607,23546.66,57463.34,37916.16,770656.84,120740.38,Europe
2012,Germany,35,5622,50568.53,66252.94,47955.06,1232009.85,160837.93,Europe
2012,Gibraltar,1,12,0,0,12.05,0,-5.62,Europe
2012,Greece,1,5,21.24,10.83,537.02,270.34,8.59,Europe
2012,"Hong Kong, SAR China",6,189,832,20358.22,32065.33,130206.1,42504.16,Asia Pacific
2012,India,5,790,338.85,831.39,4424.14,19349.81,4556.16,Asia Pacific
2012,Ireland,18,2003,6714.43,5490.35,11506.17,169130.52,29722.58,Europe
2012,Israel,43,227,2373.18,1409.27,1712.31,29548.01,8093.04,Other
2012,Italy,6,145,1986.68,20006.2,50765.68,228610.31,51405.13,Europe
2012,Japan,228,45754,111564.33,192441.25,26335.55,2844299.58,330070.03,Asia Pacific
2012,Luxembourg,6,37,487.93,7301.04,25750.36,112543,11623.52,Europe
2012,Mexico,1,2,0,431.75,36932.16,15199.29,2652.37,North America
2012,Netherlands,19,2142,10737.8,12207.3,15831.1,225818.48,30953.23,Europe
2012,New Zealand,1,15,38.22,48.95,517.15,465.03,116.32,Asia Pacific
2012,Norway,5,42,642.78,22131.39,36156.92,155760.62,49099.82,Europe
2012,Saudi Arabia,1,19,371.2,2896.17,90246.09,50405.16,14492.39,Asia Pacific
2012,Singapore,4,322,154.8,888.25,3477.43,26253.83,1542.51,Asia Pacific
2012,South Africa,1,12,153.76,3560.98,24923.91,20727.34,5507.4,Other
2012,South Korea,17,10418,17675.93,61086.01,40953.61,559407.44,91704.61,Asia Pacific
2012,Spain,4,11,1685.76,18842.83,72575.24,188840.58,37785.29,Europe
2012,Sweden,14,1292,10531.91,9196.94,15973.95,199323.01,27494.78,Europe
2012,Switzerland,21,1990,29123.05,22751.69,92146.13,396700.06,95928.33,Europe
2012,Taiwan,50,6114,10237.05,21733.17,6173.19,370627.8,35606.95,Asia Pacific
2012,Thailand,1,1,0,2805.79,19637.02,6840.24,4672.53,Asia Pacific
2012,Turkey,1,1,40.9,265.89,5730.81,5914.99,551.44,Asia Pacific
2012,United Kingdom,50,2056,26072.65,78982.36,122780.15,1120548.17,187697.83,Europe
2012,United States,1485,63891,258009.09,483905.36,18768.99,9033443.74,1874221.45,North America
2013,Australia,14,132,758.84,31446.95,17608.71,130857.72,46674.31,Asia Pacific
2013,Austria,1,37,150.18,364.28,10616.15,11223.56,696.7,Europe
2013,Bahamas,1,1,6.28,0.01,0.97,3.36,-4.88,North America
2013,Belgium,5,43,807.37,5106.79,33986.81,59895.51,18349.45,Europe
2013,Bermuda,3,912,1202.32,1293.68,6766.73,11688.41,2468.96,North America
2013,Brazil,3,22,1945.86,57452.04,151733.99,190686.67,46335.39,Other
2013,Canada,104,1820,2903.06,33419.05,23655.2,300577.34,79652.07,North America
2013,Cayman Islands,1,53,27.02,0.74,137.42,73.78,-17.02,North America
2013,China,13,686,6930.82,94040.76,61306.32,954263.07,106752.92,Asia Pacific
2013,Denmark,8,338,3692.66,7675.92,13652.97,86322.14,21483.17,Europe
2013,Finland,9,1530,4169.58,2729.09,12107.44,95465,8645.98,Europe
2013,France,30,1851,24720.4,63671.31,37500.21,798898.17,121010.62,Europe
2013,Germany,36,6103,55940.08,72434.96,49832.09,1288227.53,172237.84,Europe
2013,Gibraltar,1,6,0,0.02,14.14,0,-3.16,Europe
2013,"Hong Kong, SAR China",5,163,1070.46,23736.03,43605.31,149427.64,42127.59,Asia Pacific
2013,India,4,965,379.63,853.09,5543.09,19072.28,4631.52,Asia Pacific
2013,Indonesia,1,1,0,764.44,4521.48,1956.18,850.32,Asia Pacific
2013,Ireland,20,2382,7053.31,5739.88,11597.71,195974.9,31170.03,Europe
2013,Israel,42,253,2502.16,1379.34,1541.24,30151.61,7635.59,Other
2013,Italy,8,173,2688.38,19795.5,40279.32,222811.2,42218.94,Europe
2013,Japan,220,45856,104133.9,187232.73,26931.6,2838474.11,358393.94,Asia Pacific
2013,Jersey,1,4,34.8,3.63,188.91,10.36,-63.24,Europe
2013,Luxembourg,6,36,513.84,5150.64,23757.31,100951.73,10334.54,Europe
2013,Netherlands,18,2355,11235.19,11208.42,18053.14,234561.75,30632.26,Europe
2013,New Zealand,1,13,46.98,23.69,546.9,540.93,150.44,Asia Pacific
2013,Norway,5,54,661.81,20710.04,36826.88,129025.77,37258.6,Europe
2013,Saudi Arabia,1,15,439.83,3173.71,90409.36,50403.12,15163.22,Asia Pacific
2013,Singapore,4,314,136.4,1036.27,3994.5,28387.41,1469.39,Asia Pacific
2013,South Africa,1,12,137.55,3260.26,25252.78,18347.25,5697.83,Other
2013,South Korea,19,11344,21923.22,61200.29,40496.69,599925.28,104700.53,Asia Pacific
2013,Spain,3,19,1611.14,16546.46,66818.98,108765.55,28593.61,Europe
2013,Sweden,15,1647,10935.79,8821.52,14807.65,179724.72,25810.03,Europe
2013,Switzerland,22,2202,29302.32,23918.08,76735.25,409963.49,97657.96,Europe
2013,Taiwan,48,6367,10264.01,20112.77,6659.66,359262.63,39587,Asia Pacific
2013,Thailand,1,1,0,2633.41,21572.39,7322.57,5229.78,Asia Pacific
2013,Turkey,1,7,38.71,238.1,5308.94,5163.22,524.45,Asia Pacific
2013,United Kingdom,52,2193,26793.87,82340.02,155261.28,1216117.86,215345.62,Europe
2013,United States,1542,71629,269264.06,516406.87,18480.24,9146591.31,1957013.28,North America
2014,Argentina,1,1,0,41.05,723.03,504,138.98,Other
2014,Australia,16,140,799.45,23868.47,14731.91,120685.67,45337.01,Asia Pacific
2014,Austria,1,14,156.39,447.38,10108.84,10081.47,724.67,Europe
2014,Bahamas,1,1,4.76,0,1.42,2.95,-4.72,North America
2014,Belgium,5,53,754,5649.96,33425.52,62481.78,19531.42,Europe
2014,Bermuda,4,1082,1217.14,1946.92,16388.42,19297.05,3646.98,North America
2014,Brazil,5,22,1933.55,49013.84,89312.05,207039.61,39951.8,Other
2014,Canada,103,1854,2418.47,40266.53,20900.31,339195.43,82884.22,North America
2014,Cayman Islands,1,26,21.89,1,116.74,63.59,-11.26,North America
2014,China,14,1180,8547.9,76543.24,54380.21,886144.89,93778.24,Asia Pacific
2014,Colombia,1,3,0,6672.86,60498.14,29327.73,9662.53,Other
2014,Denmark,9,404,3606.81,2229.54,6496.14,45203.58,11642.63,Europe
2014,Finland,8,1638,3514.4,2016.65,8790.04,67097.03,6069.25,Europe
2014,France,28,2060,17527.69,52434.42,35982.8,665102.95,100218.4,Europe
2014,Germany,36,6399,53094.35,68793.77,106322.64,1231894.83,180924.92,Europe
2014,Gibraltar,1,3,0,0.02,12.65,0.03,-5.07,Europe
2014,"Hong Kong, SAR China",5,267,1591.35,28405.68,48719.45,156856.58,40905.26,Asia Pacific
2014,India,4,1076,422.14,785.48,6260.03,20523,4960.48,Asia Pacific
2014,Indonesia,1,2,0,518.43,4292.34,1941.26,810.78,Asia Pacific
2014,Ireland,22,2381,9239.78,5162.17,16001.71,196705.67,36463.75,Europe
2014,Israel,46,269,2750.49,1408.61,1439.22,32260.66,8497.2,Other
2014,Italy,6,120,2584.47,16857.83,47585.21,178625.1,33500.63,Europe
2014,Japan,226,47171,94478.65,158295.63,24742.93,2444378.23,339207.09,Asia Pacific
2014,Jersey,1,4,40.38,2.32,117.88,15.49,-76.33,Europe
2014,Luxembourg,7,55,519.98,6425.37,20668.48,103606.57,12839.64,Europe
2014,Malaysia,1,1,1.06,1.61,137.75,58,6.19,Asia Pacific
2014,Netherlands,21,2351,10477.56,9782.59,71185.13,230442.78,35752.94,Europe
2014,New Zealand,1,17,48.73,29.44,502.21,504.11,151.25,Asia Pacific
2014,Norway,4,68,501.97,17610,38292.12,93607.15,25065.03,Europe
2014,Russian Federation,1,1,0,1314.84,10784.1,7274.52,3107.45,Europe
2014,Saudi Arabia,1,35,496.7,4126.95,90596.67,50121.23,14047.1,Asia Pacific
2014,Singapore,4,263,147.74,938.96,3854.52,28418.65,1609.68,Asia Pacific
2014,South Africa,2,11,140.47,3666.42,13865.61,19632.9,5719.66,Other
2014,South Korea,19,12961,22452.18,56962.6,42466.03,569780.36,97667.63,Asia Pacific
2014,Spain,4,28,1668.43,16215.43,70479.99,152829.19,27171.29,Europe
2014,Sweden,13,2050,9772.96,7243.13,15181.01,149984.27,21575.41,Europe
2014,Switzerland,22,2226,27563.88,19366.03,24207.92,334860.11,77253.48,Europe
2014,Taiwan,49,6349,10957.6,19623.48,6756.69,358498.54,45462.19,Asia Pacific
2014,Turkey,1,12,43.67,193.9,5303.64,5354.57,548.62,Asia Pacific
2014,United Kingdom,50,2348,25843.21,74296.89,114186.2,1084821.38,200149,Europe
2014,United States,1492,78020,291022.52,565114.11,21207.82,9560885.71,1982956.83,North America
2015,Argentina,2,3,20.79,4941.55,14248.83,12347.92,3306.66,Other
2015,Australia,16,118,684.96,5066.95,5097.83,53212.39,11665.53,Asia Pacific
2015,Austria,1,10,124.24,365.18,10058.31,8363.21,1140.85,Europe
2015,Belgium,5,70,720.19,5889,33074.55,57897.27,18046.12,Europe
2015,Bermuda,3,975,1096.61,1003.3,5415.79,7823.46,1384.96,North America
2015,Brazil,5,40,1193.26,31985.59,70652.21,143339.44,23192.93,Other
2015,Canada,100,1477,2690.26,26906.66,20695.21,260901.88,62660.18,North America
2015,Cayman Islands,1,21,18.49,0.72,96.21,54.84,-12.67,North America
2015,China,12,1172,9578.81,57416.68,65302.93,655163.28,78614.78,Asia Pacific
2015,Colombia,1,1,0,4494.87,39288.69,16641.2,5010.11,Other
2015,Denmark,9,352,4068.43,2116.78,6186.36,48591.95,13299.19,Europe
2015,Finland,8,1679,2795.06,2678.87,9827.09,66527.75,8603.43,Europe
2015,France,28,1985,18409.53,52405.43,32940.54,578859.56,92974.34,Europe
2015,Germany,35,6388,51201.44,65322.86,49483.17,1146489.77,150231.87,Europe
2015,Gibraltar,1,9,0,0,15.17,0,-3.47,Europe
2015,"Hong Kong, SAR China",5,470,1898.92,27563.23,50752.03,155720.49,40379.62,Asia Pacific
2015,India,6,1133,1019.76,10771.46,26366.79,104126.24,15458.56,Asia Pacific
2015,Indonesia,1,2,0,532.4,4014.88,1940.34,833.69,Asia Pacific
2015,Ireland,22,2353,11052.31,5366.29,19494.05,196570.08,41653.06,Europe
2015,Israel,47,265,2971.67,1782.63,1797.45,37486.4,10068.98,Other
2015,Italy,8,110,1148.9,17887.31,31690.26,123574.47,20277.67,Europe
2015,Japan,228,45379,101106.01,186772.32,28217.07,2683225.45,380784.28,Asia Pacific
2015,Jersey,1,4,43.75,10.27,307.34,33.09,-101.09,Europe
2015,Luxembourg,5,66,448.13,4552.52,20456.18,78503.04,2554.94,Europe
2015,Netherlands,21,2157,10431.53,9204.14,15351.12,213553.22,31368.63,Europe
2015,New Zealand,2,29,51.58,221.34,2802.52,6423.28,727.59,Asia Pacific
2015,Norway,5,68,406.94,16278.19,28038.66,76317.59,13740.87,Europe
2015,Russian Federation,1,2,0,1048.09,8931.68,5894.94,2388.94,Europe
2015,Saudi Arabia,1,37,601.38,4869.73,87444.43,39453.13,11784.33,Asia Pacific
2015,Singapore,4,285,220.25,764.97,3895.23,26393.37,1393.31,Asia Pacific
2015,South Africa,1,14,46.6,3707.45,26644.63,15254.51,4907.78,Other
2015,South Korea,18,14073,21001.58,65059.09,54446.38,526480.37,103117.52,Asia Pacific
2015,Spain,4,25,1440.11,16288.05,256742.26,139906.88,33109.23,Europe
2015,Sweden,13,2029,9028.21,7261.65,13799.5,148569.31,21910.35,Europe
2015,Switzerland,21,2089,26673.9,18348.19,24504.53,312539.12,73029.57,Europe
2015,Taiwan,48,6271,11253.08,18962.64,6449.94,349780.08,43938.11,Asia Pacific
2015,Turkey,1,20,42.9,219.43,4706.7,4853.19,491.13,Asia Pacific
2015,United Kingdom,52,2117,25332.65,64641.32,102816.7,914321.3,182695.07,Europe
2015,United States,1417,73341,304852.75,517397.83,19425.11,8706383.7,1820479.98,North America
2016,Australia,14,93,809.52,12614.11,63628.16,74759.38,40947.46,Asia Pacific
2016,Austria,1,7,120.62,351.49,10480.29,7616.22,1355.64,Europe
2016,Bahamas,1,1,6.8,0,2.06,0.28,-12.87,North America
2016,Belgium,6,50,817.98,6032.39,48066.45,60230.98,18686.76,Europe
2016,Bermuda,3,646,865.58,446.47,4631.99,5363.11,1022.34,North America
2016,Brazil,6,35,622.71,22226.84,64617.6,133727.6,39165.5,Other
2016,Canada,85,1140,2562.02,24459.46,5124.08,200850,47988.46,North America
2016,Cayman Islands,1,15,15.64,0.67,90.69,56.56,-4.76,North America
2016,China,12,1983,11933.18,63964.15,75682.72,668843.57,101741.09,Asia Pacific
2016,Denmark,8,355,3418.38,2348.84,6932.23,47562.43,13540.4,Europe
2016,Finland,8,1611,5649.76,2401.87,12818.84,75206.2,8981.86,Europe
