year,industry_code,count_companies,count_patents,sum_rdex,sum_capex,mean_assets,sum_sales,sum_ebitda
2011,10,458,10239,129629.32,36952.3,4017.08,940100.6,279605.46
2011,11,91,1299,1026.49,26091.26,304747.7,1505722.16,611459.01
2011,12,86,6209,17945.82,103828.06,22672.2,1029523.92,241165.16
2011,2,137,11362,97237.83,133081.57,21189.41,2331322.33,240105.64
2011,3,353,23782,79288.32,119787.58,8786.24,2653781.36,311848.12
2011,4,58,2081,10519.58,292336.4,50456.79,2670713.23,499567.69
2011,5,125,5363,31148.23,58229.68,11121.52,1174035.56,190684.12
2011,6,643,67773,182152.83,150712.5,4955.25,2611203.55,457730.88
2011,7,51,2726,10052.44,171155.73,53167.73,1319336.07,413924.12
2011,8,15,71,293.59,35593.17,37909.34,170482.28,40846.3
2011,9,47,1542,4903.18,64924.12,24246.67,2170035.8,135199.81
2012,NA,1,23,25.97,22.16,890.28,611.33,61.54
2012,1,72,1496,8855.98,30215.58,14002.63,804238.43,142095.36
2012,10,523,11690,133990.68,38883.55,3598.79,943795.26,283029.17
2012,11,88,1634,936.09,14489.89,319710.24,1382110.52,600544.39
2012,12,101,6950,15506.99,109444.43,19451.8,1067727.09,172845.29
2012,2,133,13216,99351.82,154033.17,22789.32,2443836.18,244349.05
2012,3,348,25753,78159.78,128382.51,9479.48,2654557.71,305836.56
2012,4,58,2123,11250.53,354677.21,54296.8,2900533.56,509114.04
2012,5,127,5753,31449.07,62782.03,10901.82,1160902.46,188642.12
2012,6,644,75185,192513.44,149634.53,5153.8,2674549.55,492537.69
2012,7,51,3566,10786.82,185116.62,54323.55,1397275.66,411918.37
2012,8,19,104,178.81,53907.66,41589.69,222243.94,54983.38
2012,9,51,1940,6818.8,70684.43,23440.77,2155486.93,139222.2
2013,NA,1,19,24.63,13.88,821.02,629.1,63.43
2013,1,66,1635,8989.9,30088.67,16088.81,804033.82,147268.22
2013,10,568,13324,133097.85,39832.03,3356.44,944885.79,267751.88
2013,11,92,1924,977.16,20024.31,335354.29,1452449.89,660035.39
2013,12,107,7559,15407.35,117764.52,19785.89,1172331.94,218330.61
2013,2,136,13970,105340.47,170849.96,24044.13,2572182.92,272953.17
2013,3,345,26372,76659.22,119934.25,9408.43,2686126.86,322183.13
2013,4,60,2628,11597.7,350171.57,51717.43,2712245.04,444183.84
2013,5,123,6047,32838.09,65366.86,11544.04,1164892.42,191564.64
2013,6,653,81368,199669.82,152470.12,5384.5,2695773.6,525134.57
2013,7,52,4317,10855.18,202562,55713.77,1422516.88,447952.63
2013,8,19,72,120.6,53692.25,39576.54,216595.2,58120.36
2013,9,47,2304,8843.83,63150.32,25049.95,2136451.67,130873.68
2014,NA,1,13,20.35,11.53,738.83,541.67,61.48
2014,1,68,1812,9055.77,30964.59,15741.06,797065.76,150389.11
2014,10,552,13274,140155.99,41483.26,3764.92,956564.51,274737.67
2014,11,93,1837,1082.14,23397.34,346650.77,1670473.49,684090.51
2014,12,101,7999,14192.09,109631.76,20208.75,1109311.18,207622.16
2014,2,131,14362,100813.27,155075.56,24630.42,2447959.84,268210.01
2014,3,345,28052,72005.93,107366.2,8731.31,2475398.54,313353.99
2014,4,64,2838,11299.06,359406.5,50227.96,2684407.52,409808.88
2014,5,121,6325,30656.17,66414.11,11659.27,1107668.6,185320.67
2014,6,643,88896,206133.38,159477.76,5783.73,2651099.22,544733.33
2014,7,57,4773,9794.97,189903.79,48218.01,1346771.91,386764.33
2014,8,17,87,0,46446.88,42839.47,213763.31,61799.12
2014,9,44,2698,11153.58,54694.29,26343.81,2005083.05,122950.94
2015,NA,1,12,22.38,17.7,790.55,591.92,71.47
2015,1,69,1736,9751.76,31857.45,17341.18,779225.19,155169.15
2015,10,536,11921,145367.46,45327.05,4280.33,966168.6,285909.64
2015,11,68,1460,1017.5,23721.06,383084.23,1339658.21,584531.96
2015,12,97,7933,14471.42,76993.57,17186.56,984242.84,134539.68
2015,2,126,14919,100092.57,185145.5,25824.24,2457845.94,284153.99
2015,3,352,27156,75019.19,108194.04,8326.54,2400689.36,294704.7
2015,4,58,2850,9284.65,261347.65,49649.24,1770533.25,208444.07
2015,5,125,6072,31047.13,65170.49,11065.53,1028972.81,189319.97
2015,6,611,85399,215586.6,172041.22,6545.19,2765063.68,582407.74
2015,7,53,3966,7528.31,187829.97,54582.81,1335133.47,417643.68
2015,8,19,85,106.33,54412.38,43534.64,224642.42,69997.68
2015,9,44,3130,14379.68,48046.91,26038.66,1870749.83,120213.21
2016,NA,1,19,26.73,17.94,834.36,600.8,76.19
2016,1,60,1850,9458.46,31667.62,22005.11,732019,151964.79
2016,10,512,11359,152572.51,45736.64,4584.99,980659.24,292634.96
2016,11,68,1470,729.05,24168.19,395340.79,1317426.98,522034.23
2016,12,97,7902,19021.32,83957.56,18973.51,1104534.52,178780.3
2016,2,115,15304,99988.72,173795.57,29665.32,2415484.45,295640.47
2016,3,329,25506,69127.49,99307.49,8757.43,2207526.32,278749.07
2016,4,62,2929,9105.27,185936.87,46276.51,1547440.06,218930.37
2016,5,119,5537,30031.42,58790.18,11826.16,951549.04,187075.49
2016,6,556,85999,225134.06,181962.39,7793.13,2723048.26,559501.52
2016,7,54,3633,7472.51,193973.96,54317.72,1373331.18,420629.67
2016,8,18,83,102.11,58461.52,52863.65,223505.66,80471.58
2016,9,42,3700,17803.83,43243.44,28774.68,1913197.78,132701.64
