gvkey,year,company,city,country_code,sector_code,patentcount,country,region
180711,2016,Broadcom Inc,Palo Alto,USA,45,1340,United States,North America
20779,2016,Cisco Systems Inc,San Jose,USA,45,1123,United States,North America
11399,2016,Western Digital Corp,San Jose,USA,45,1049,United States,North America
160329,2016,Alphabet Inc,Mountain View,USA,50,3518,United States,North America
9899,2016,AT&T Inc,Dallas,USA,50,1203,United States,North America
2136,2016,Verizon Communications Inc,New York,USA,50,711,United States,North America
170617,2016,Meta Platforms Inc,Menlo Park,USA,50,479,United States,North America
147204,2016,Cogent Communications Holdings Inc,Washington,USA,50,293,United States,North America
3980,2016,Walt Disney Co (The),Burbank,USA,50,264,United States,North America
17874,2016,T-Mobile US Inc,Bellevue,USA,50,220,United States,North America
179202,2016,EchoStar Corp,Englewood,USA,50,209,United States,North America
3226,2016,Comcast Corp,Philadelphia,USA,50,186,United States,North America
2884,2016,Lumen Technologies Inc,Monroe,USA,50,121,United States,North America
135990,2016,NRG Energy Inc,Houston,USA,55,39,United States,North America
5808,2016,Hydro Quebec,Montreal,CAN,55,15,Canada,North America
160913,2016,Ormat Technologies Inc,Reno,USA,55,7,United States,North America
3413,2016,Consolidated Edison Inc.,New York,USA,55,5,United States,North America
4029,2016,Dominion Energy Inc,Richmond,USA,55,5,United States,North America
9850,2016,Southern Co (The),Atlanta,USA,55,5,United States,North America
65090,2016,San Diego Gas & Electric Co,San Diego,USA,55,4,United States,North America
4517,2016,NextEra Energy Inc,Juno Beach,USA,55,3,United States,North America
24216,2016,AES Corp (The),Arlington,USA,55,3,United States,North America
190590,2016,Genie Energy Ltd,Newark,USA,55,3,United States,North America
11456,2016,Weyerhaeuser Co,Seattle,USA,60,16,United States,North America
25632,2016,Kennedy-Wilson Holdings Inc,Beverly Hills,USA,60,7,United States,North America
187039,2016,Zillow Group Inc,Seattle,USA,60,4,United States,North America
7402,2016,Miller Industries Inc,Miami,USA,60,3,United States,North America
112111,2016,CoStar Group Inc,Washington,USA,60,3,United States,North America
32102,2016,Redfin Corp,Seattle,USA,60,2,United States,North America
65108,2016,Jones Lang LaSalle Inc,Chicago,USA,60,2,United States,North America
138743,2016,Equinix Inc,Redwood City,USA,60,2,United States,North America
33433,2016,WeWork Inc,New York,USA,60,1,United States,North America
38488,2016,Compass Inc,New York,USA,60,1,United States,North America
6491,2016,Kohler Co,Kohler,USA,NA,202,United States,North America
10811,2016,UOP Inc,Des Plaines,USA,NA,180,United States,North America
2789,2016,Carrier Corp,Palm Beach Gardens,USA,NA,69,United States,North America
5367,2016,Guardian Industries,Auburn Hills,USA,NA,64,United States,North America
7224,2016,Medline Industries Inc,Northfield,USA,NA,62,United States,North America
8198,2016,Otis Elevator Co,Farmington,USA,NA,53,United States,North America
8124,2016,Olinkraft Inc,Atlanta,USA,NA,52,United States,North America
9239,2016,Rosemount Inc,Chanhassen,USA,NA,39,United States,North America
1248,2016,Alcon Laboratories Inc,Fort Worth,USA,NA,31,United States,North America
2370,2016,Brass-Craft Manufacturing,Novi,USA,NA,21,United States,North America
213479,2016,TotalEnergies Marketing Kenya PLC,Nairobi,KEN,10,15,Kenya,Other
222111,2016,Petroleo Brasileiro S.A.- Petrobras,Rio De Janeiro,BRA,10,8,Brazil,Other
61535,2016,Petroleos De Venezuela SA,Caracas,VEN,10,1,Venezuela,Other
277768,2016,Lupatech SA,Sao Paulo,BRA,10,1,Brazil,Other
100465,2016,Sasol Ltd,Johannesburg,ZAF,15,15,South Africa,Other
209382,2016,Vale SA,Rio De Janeiro,BRA,15,14,Brazil,Other
200499,2016,Vallourec & Mannesmann Tubes,Belo Horizonte,BRA,15,9,Brazil,Other
220211,2016,ICL GROUP LTD,Tel Aviv,ISR,15,6,Israel,Other
204440,2016,Makhteshim Agan Industries Ltd,Jingzhou,ISR,15,4,Israel,Other
100767,2016,AECI Ltd,Sandton,ZAF,15,2,South Africa,Other
200512,2016,Suzano SA,Salvador,BRA,15,2,Brazil,Other
249239,2016,Air Liquide Tunisie,Tunis,TUN,15,2,Tunisia,Other
312823,2016,Carvajal Empaques SA,Cali,COL,15,2,Colombia,Other
17287,2016,Sibanye-Stillwater Limited,Weltevredenpark,ZAF,15,1,South Africa,Other
289223,2016,Alaris Holdings Ltd,Centurion,ZAF,20,32,South Africa,Other
213288,2016,Embraer SA,Sao Paulo,BRA,20,23,Brazil,Other
65380,2016,Elbit Systems Ltd,Haifa,ISR,20,16,Israel,Other
300107,2016,Nano Dimension Ltd,Ness Ziona,ISR,20,3,Israel,Other
345709,2016,Highcon Systems Ltd,Yavne,ISR,20,3,Israel,Other
222123,2016,Odebrecht SA,Salvador,BRA,20,2,Brazil,Other
274677,2016,Amiad Water Systems Ltd,Upper Galilee,ISR,20,2,Israel,Other
346647,2016,Phinergy Ltd,Lod,ISR,20,2,Israel,Other
23243,2016,Kornit Digital Ltd,Rosh Haayin,ISR,20,1,Israel,Other
64981,2016,Quinenco SA,Santiago,CHL,20,1,Chile,Other
206059,2016,Naspers Ltd,Cape Town,ZAF,25,13,South Africa,Other
271218,2016,Grendene SA,Sobral,BRA,25,4,Brazil,Other
297402,2016,Tadiran Group Ltd,Petah Tikva,ISR,25,4,Israel,Other
275668,2016,Maytronics Ltd,Jezreel Valley,ISR,25,3,Israel,Other
285100,2016,Raval ACS Ltd,Beersheba,ISR,25,3,Israel,Other
205128,2016,Mahle-Metal Leve Sa,Mogi Guacu,BRA,25,2,Brazil,Other
164276,2016,Leatt Corp,Durbanville,ZAF,25,1,South Africa,Other
177939,2016,Springs Global Participaccoes SA,Montes Claros,BRA,25,1,Brazil,Other
220484,2016,Alpargatas SA,Sao Paulo,BRA,25,1,Brazil,Other
270509,2016,Natura &Co Holding SA,Sao Paulo,BRA,30,31,Brazil,Other
224877,2016,Albad Massuot Yitzhak Ltd,Nir Yitzhak,ISR,30,4,Israel,Other
285188,2016,Marfrig Global Foods SA,Sao Paulo,BRA,30,3,Brazil,Other
313254,2016,Hortifrut S.A.,Santiago,CHL,30,3,Chile,Other
23290,2016,Strauss Group Ltd,Petah Tikva,ISR,30,2,Israel,Other
101112,2016,Tongaat- Hulett Ltd,Tongaat,ZAF,30,1,South Africa,Other
102277,2016,Tiger Brands Limited,Bryanston,ZAF,30,1,South Africa,Other
201140,2016,Ambev SA,Sao Paulo,BRA,30,1,Brazil,Other
230388,2016,B.S.D Crown Ltd,Ramat Gan,ISR,30,1,Israel,Other
275622,2016,Gan Shmuel Foods Ltd,Gan Shmuel,ISR,30,1,Israel,Other
14538,2016,Teva Pharmaceutical Industries Ltd,Tel Aviv,ISR,35,62,Israel,Other
160902,2016,Syneron Medical Ltd,Yokneam Illit,ISR,35,20,Israel,Other
286396,2016,Evogene Ltd,Rehovot,ISR,35,7,Israel,Other
138781,2016,Compugen Ltd,Holon,ISR,35,6,Israel,Other
211148,2016,Life Healthcare Group Holdings (Pty) Ltd,Johannesburg,ZAF,35,6,South Africa,Other
175518,2016,Rosetta Genomics Ltd,Rehovot,ISR,35,5,Israel,Other
152008,2016,Pluri Inc,Haifa,ISR,35,4,Israel,Other
240221,2016,APS Technologies Ltd,Heteren,ZAF,35,4,South Africa,Other
21103,2016,Lifeward Ltd,Yokneam Illit,ISR,35,2,Israel,Other
186953,2016,InspireMD Inc,Tel Aviv,ISR,35,2,Israel,Other
209957,2016,Boe Ltd,Cape Town,ZAF,40,17,South Africa,Other
279157,2016,Ecobank Transnational Inc,Lome,TGO,40,7,Togo,Other
321213,2016,United Investment Ltd,Port Louis,MUS,40,5,Mauritius,Other
240228,2016,Discovery Ltd,Johannesburg,ZAF,40,1,South Africa,Other
313992,2016,CIM Financial Services Ltd,Port Louis,MUS,40,1,Mauritius,Other
61902,2016,NICE Ltd,Ra'anana,ISR,45,35,Israel,Other
31255,2016,Tower Semiconductor Ltd,Migdal Haemek,ISR,45,15,Israel,Other
23119,2016,SolarEdge Technologies Inc,Herzliya,ISR,45,14,Israel,Other
39786,2016,Valens Semiconductor Ltd,Hod Hasharon,ISR,45,14,Israel,Other
125074,2016,Radware Ltd,Tel Aviv,ISR,45,13,Israel,Other
21002,2016,CyberArk Software Ltd,Petah Tikva,ISR,45,8,Israel,Other
133905,2016,Nova Ltd,Rehovot,ISR,45,7,Israel,Other
18869,2016,Wix.com Ltd,Tel Aviv,ISR,45,4,Israel,Other
28236,2016,Gilat Satellite Networks Ltd,Petah Tikva,ISR,45,4,Israel,Other
138501,2016,Ceragon Networks Ltd,Rosh Haayin,ISR,45,4,Israel,Other
29194,2016,Telecom Argentina SA,Buenos Aires,ARG,50,1,Argentina,Other
37752,2016,Playtika Holding Corp,Herzliya Pituach,ISR,50,1,Israel,Other
317637,2016,Nexxen International Ltd,Tel Aviv-Yafo,ISR,50,1,Israel,Other
220454,2016,Eskom,Sandton,ZAF,55,4,South Africa,Other
243145,2016,G City Ltd,Tel Aviv,ISR,60,3,Israel,Other
292693,2016,ADO Group Ltd,Tel Aviv,ISR,60,1,Israel,Other
317586,2016,OCP S.A.,Casablanca,MAR,NA,2,Morocco,Other
100343,2016,Standard Engineering Ltd,NA,ZAF,NA,1,South Africa,Other
334426,2017,Saudi Arabian Oil Company,Dhahran,SAU,10,310,Saudi Arabia,Asia Pacific
279449,2017,Idemitsu Kosan Co Ltd,Tokyo,JPN,10,107,Japan,Asia Pacific
285205,2017,SK Innovation Co Ltd,Seoul,KOR,10,79,South Korea,Asia Pacific
100158,2017,ENEOS Holdings Inc,Tokyo,JPN,10,64,Japan,Asia Pacific
140756,2017,CHINA PETROLEUM & CHEMICAL CORPORATION,Beijing,CHN,10,48,China,Asia Pacific
207074,2017,Reliance Industries Ltd,Mumbai,IND,10,30,India,Asia Pacific
203741,2017,SK Discovery Co Ltd,Seongnam-si,KOR,10,18,South Korea,Asia Pacific
102257,2017,Cosmo Energy Holdings Co Ltd,Tokyo,JPN,10,16,Japan,Asia Pacific
212777,2017,Indian Oil Corp Ltd,New Delhi,IND,10,14,India,Asia Pacific
133870,2017,PetroChina Company Limited,Beijing,CHN,10,12,China,Asia Pacific
245036,2017,Lg Chem Ltd,Seoul,KOR,15,645,South Korea,Asia Pacific
100697,2017,Shin-Etsu Chemical Co Ltd,Tokyo,JPN,15,259,Japan,Asia Pacific
100689,2017,Sumitomo Chemical Co Ltd,Tokyo,JPN,15,232,Japan,Asia Pacific
100155,2017,Nippon Steel Corp,Tokyo,JPN,15,186,Japan,Asia Pacific
100724,2017,Toray Industries Inc,Tokyo,JPN,15,184,Japan,Asia Pacific
100683,2017,Nitto Denko Corp,Osaka,JPN,15,176,Japan,Asia Pacific
100393,2017,Hitachi Metals Ltd,Tokyo,JPN,15,173,Japan,Asia Pacific
100258,2017,Asahi Kasei Corp,Tokyo,JPN,15,170,Japan,Asia Pacific
100276,2017,Kobe Steel Ltd,Kobe,JPN,15,162,Japan,Asia Pacific
19045,2017,Mitsubishi Chemical Group Corporation,Tokyo,JPN,15,149,Japan,Asia Pacific
10622,2017,Toshiba Corp,Tokyo,JPN,20,2198,Japan,Asia Pacific
19043,2017,Mitsubishi Electric Corp,Tokyo,JPN,20,1328,Japan,Asia Pacific
5650,2017,Hitachi Ltd,Tokyo,JPN,20,989,Japan,Asia Pacific
100012,2017,Mitsubishi Heavy Industries Ltd,Tokyo,JPN,20,433,Japan,Asia Pacific
100048,2017,Fanuc Corp,Yamanashi,JPN,20,329,Japan,Asia Pacific
101851,2017,Fuji Electric Co Ltd,Tokyo,JPN,20,303,Japan,Asia Pacific
6494,2017,Komatsu Ltd,Tokyo,JPN,20,248,Japan,Asia Pacific
102773,2017,Nichias Corp,Tokyo,JPN,20,217,Japan,Asia Pacific
101138,2017,Daikin Industries Ltd,Osaka,JPN,20,176,Japan,Asia Pacific
207909,2017,LS ELECTRIC Co Ltd,Anyang-Si,KOR,20,171,South Korea,Asia Pacific
251303,2017,Lg Electronics Inc,Seoul,KOR,25,3171,South Korea,Asia Pacific
9818,2017,Sony Group Corporation,Tokyo,JPN,25,2556,Japan,Asia Pacific
19661,2017,Toyota Motor Corp,Toyota,JPN,25,2354,Japan,Asia Pacific
7114,2017,Panasonic Holdings Corporation,Kadoma,JPN,25,1963,Japan,Asia Pacific
104607,2017,Hyundai Motor Co,Seoul,KOR,25,1377,South Korea,Asia Pacific
5691,2017,Honda Motor Co Ltd,Tokyo,JPN,25,1050,Japan,Asia Pacific
19112,2017,Denso Corp,Kariya,JPN,25,1002,Japan,Asia Pacific
100699,2017,Sharp Corp,Sakai,JPN,25,807,Japan,Asia Pacific
19413,2017,Sumitomo Electric Industries Ltd,Osaka,JPN,25,646,Japan,Asia Pacific
19113,2017,Nissan Motor Co Ltd,Yokohama,JPN,25,545,Japan,Asia Pacific
18715,2017,Kao Corp,Tokyo,JPN,30,96,Japan,Asia Pacific
286420,2017,CJ CheilJedang Corp,Seoul,KOR,30,65,South Korea,Asia Pacific
21896,2017,Kimree Inc,Huizhou,CHN,30,58,China,Asia Pacific
104854,2017,Unicharm Corporation,Tokyo,JPN,30,57,Japan,Asia Pacific
278216,2017,Amorepacific Corp,Seoul,KOR,30,37,South Korea,Asia Pacific
100253,2017,Ajinomoto Co Inc,Tokyo,JPN,30,31,Japan,Asia Pacific
19344,2017,Shiseido Co Ltd,Tokyo,JPN,30,29,Japan,Asia Pacific
223528,2017,Japan Tobacco Inc,Tokyo,JPN,30,25,Japan,Asia Pacific
313859,2017,Korea Kolmar Co Ltd,Sejong City,KOR,30,21,South Korea,Asia Pacific
105130,2017,Sakata Seed Corp,Yokohama,JPN,30,20,Japan,Asia Pacific
100686,2017,Olympus Corp,Tokyo,JPN,35,710,Japan,Asia Pacific
102146,2017,Terumo Corp,Tokyo,JPN,35,134,Japan,Asia Pacific
100718,2017,Takeda Pharmaceutical Co Ltd,Tokyo,JPN,35,125,Japan,Asia Pacific
100433,2017,Hoya Corp,Tokyo,JPN,35,98,Japan,Asia Pacific
212635,2017,Cochlear Ltd,Sydney,AUS,35,77,Australia,Asia Pacific
350287,2017,PHC Holdings Corporation,Tokyo,JPN,35,75,Japan,Asia Pacific
296288,2017,Otsuka Holdings Co Ltd,Tokyo,JPN,35,66,Japan,Asia Pacific
100336,2017,Daiichi Sankyo Company Ltd,Tokyo,JPN,35,61,Japan,Asia Pacific
212712,2017,Sysmex Corp,Kobe,JPN,35,55,Japan,Asia Pacific
223013,2017,Reckitt Benckiser Ltd,Karachi,PAK,35,45,Pakistan,Asia Pacific
242218,2017,SBI Holdings Inc,Tokyo,JPN,40,10,Japan,Asia Pacific
25257,2017,Korea Development Bank,Seoul,KOR,40,5,South Korea,Asia Pacific
272204,2017,NICE Holdings Co Ltd,Seoul,KOR,40,4,South Korea,Asia Pacific
223068,2017,Piramal Enterprises Limited,Mumbai,IND,40,2,India,Asia Pacific
240017,2017,Korea Information & Communication Co Ltd,Seoul,KOR,40,2,South Korea,Asia Pacific
248136,2017,Mizuho Financial Group Inc,Tokyo,JPN,40,2,Japan,Asia Pacific
316556,2017,Jindal Poly Investment and Finance Co Ltd,New Delhi,IND,40,2,India,Asia Pacific
15613,2017,Nomura Holdings Inc,Tokyo,JPN,40,1,Japan,Asia Pacific
205816,2017,Aiful Corp,Kyoto,JPN,40,1,Japan,Asia Pacific
212144,2017,Eastern Holdings Ltd,Singapore,SGP,40,1,Singapore,Asia Pacific
104604,2017,Samsung Electronics Co Ltd,Suwon,KOR,45,9444,South Korea,Asia Pacific
2721,2017,Canon Inc,Tokyo,JPN,45,3502,Japan,Asia Pacific
201395,2017,Taiwan Semiconductor Manufacturing Co Ltd,Hsinchu City,TWN,45,2443,Taiwan,Asia Pacific
18467,2017,Fujitsu Ltd,Tokyo,JPN,45,1794,Japan,Asia Pacific
242058,2017,Boe Technology Group Co Ltd,Beijing,CHN,45,1450,China,Asia Pacific
257018,2017,Seiko Epson Corp,Suwa,JPN,45,1440,Japan,Asia Pacific
9135,2017,Ricoh Co Ltd,Tokyo,JPN,45,1230,Japan,Asia Pacific
6512,2017,Kyocera Corp,Kyoto,JPN,45,1166,Japan,Asia Pacific
204049,2017,SK Hynix Inc,Icheon-Si,KOR,45,975,South Korea,Asia Pacific
7652,2017,Nec Corp,Tokyo,JPN,45,910,Japan,Asia Pacific
270615,2017,Tencent Holdings LTD,Shenzhen,CHN,50,376,China,Asia Pacific
7908,2017,Nippon Telegraph and Telephone Corporation,Tokyo,JPN,50,263,Japan,Asia Pacific
102450,2017,Nintendo Co Ltd,Kyoto,JPN,50,167,Japan,Asia Pacific
203480,2017,SK Telecom Co Ltd,Seoul,KOR,50,119,South Korea,Asia Pacific
133104,2017,KT Corporation,Seongnam-si,KOR,50,115,South Korea,Asia Pacific
200595,2017,Konami Group Corporation,Tokyo,JPN,50,49,Japan,Asia Pacific
290702,2017,GREE Holdings Inc,Tokyo,JPN,50,32,Japan,Asia Pacific
221489,2017,Square Enix Hldgs Co Ltd,Tokyo,JPN,50,31,Japan,Asia Pacific
164532,2017,Baidu Inc,Beijing,CHN,50,30,China,Asia Pacific
271885,2017,DeNA Co Ltd,Tokyo,JPN,50,26,Japan,Asia Pacific
30874,2017,Korea Electric Power Corp,Naju-Si,KOR,55,35,South Korea,Asia Pacific
100846,2017,Osaka Gas Co Ltd,Osaka,JPN,55,12,Japan,Asia Pacific
100439,2017,Chugoku Electric Power Co Inc,Hiroshima,JPN,55,9,Japan,Asia Pacific
293536,2017,China Longyuan Power Group Corp Ltd,Beijing,CHN,55,7,China,Asia Pacific
239856,2017,Korea Gas Corp,Daegu,KOR,55,5,South Korea,Asia Pacific
100302,2017,Kansai Electric Power Co Inc,Osaka,JPN,55,4,Japan,Asia Pacific
204138,2017,Nippon Gas Co Ltd,Tokyo,JPN,55,4,Japan,Asia Pacific
100450,2017,Chubu Electric Power Co Inc,Nagoya,JPN,55,3,Japan,Asia Pacific
200370,2017,Aygaz,Sisli,TUR,55,3,Turkey,Asia Pacific
206011,2017,Vivant Corp,Mandaue City,PHL,55,2,Philippines,Asia Pacific
200477,2017,Peking University Resources (Holdings) Co Ltd,Causeway Bay,HKG,60,25,"Hong Kong, SAR China",Asia Pacific
319007,2017,DAMAC Properties Dubai Co P.S.C.,Dubai,ARE,60,6,United Arab Emirates,Asia Pacific
100436,2017,Daikyo Inc,Tokyo,JPN,60,4,Japan,Asia Pacific
259184,2017,SC Asset Corp Public Co Ltd,Bangkok,THA,60,4,Thailand,Asia Pacific
17830,2017,Daiwa House Industry Co Ltd,Osaka,JPN,60,3,Japan,Asia Pacific
203386,2017,Cytori Cell Research Institute Inc,Tokyo,JPN,60,2,Japan,Asia Pacific
102555,2017,Great Eagle Holdings Ltd,Wan Chai,HKG,60,1,"Hong Kong, SAR China",Asia Pacific
241412,2017,Servcorp Ltd,Sydney,AUS,60,1,Australia,Asia Pacific
270319,2017,Meiho Enterprise Co Ltd,Tokyo,JPN,60,1,Japan,Asia Pacific
321386,2017,Suntory Holdings Ltd,Tokyo,JPN,NA,46,Japan,Asia Pacific
202875,2017,KDK Corp,Kyoto,JPN,NA,29,Japan,Asia Pacific
332577,2017,Supernet Technologies Ltd,Karachi,PAK,NA,12,Pakistan,Asia Pacific
343791,2017,ThroughTek Co Ltd,Taipei,TWN,NA,8,Taiwan,Asia Pacific
343415,2017,Sync Power Corp,Taipei,TWN,NA,3,Taiwan,Asia Pacific
102484,2017,Donaghys Ltd,Christchurch,NZL,NA,2,New Zealand,Asia Pacific
343443,2017,Ecocera Optronics Co Ltd,Taoyuan,TWN,NA,1,Taiwan,Asia Pacific
24625,2017,TotalEnergies SE,Courbevoie,FRA,10,190,France,Europe
102983,2017,Viridien Societe anonyme,Massy,FRA,10,99,France,Europe
216613,2017,TGS ASA,Oslo,NOR,10,53,Norway,Europe
61616,2017,Eni SpA,Rome,ITA,10,38,Italy,Europe
220546,2017,Equinor ASA,Stavanger,NOR,10,30,Norway,Europe
270267,2017,Akastor ASA,Baerum,NOR,10,19,Norway,Europe
101083,2017,Saipem SpA,Milan,ITA,10,14,Italy,Europe
346546,2017,Technip Energies,Nanterre,FRA,10,13,France,Europe
2410,2017,BP plc,London,GBR,10,11,United Kingdom,Europe
318426,2017,Aker Solutions ASA,Fornebu,NOR,10,11,Norway,Europe
17436,2017,BASF SE,Ludwigshafen am Rhein,DEU,15,567,Germany,Europe
241216,2017,"Syngenta AG, Basel",Basel,CHE,15,223,Switzerland,Europe
295421,2017,Evonik Industries AG,Essen,DEU,15,181,Germany,Europe
102454,2017,DSM Firmenich AG,Kaiseraugst,CHE,15,161,Switzerland,Europe
241336,2017,Novonesis A/S,Bagsvaerd,DNK,15,126,Denmark,Europe
220789,2017,Dyson Group PLC,Chesterfield,GBR,15,122,United Kingdom,Europe
101202,2017,L'Air Liquide SA,Paris,FRA,15,119,France,Europe
320448,2017,Covestro AG,Leverkusen,DEU,15,119,Germany,Europe
277043,2017,Arkema,Colombes,FRA,15,118,France,Europe
101394,2017,"Solvay SA, Bruxelles",Brussels,BEL,15,107,Belgium,Europe
19349,2017,Siemens AG,Munich,DEU,20,1117,Germany,Europe
220833,2017,Airbus SE,Leiden,NLD,20,669,Netherlands,Europe
4199,2017,Eaton Corporation plc,Dublin,IRL,20,537,Ireland,Europe
210418,2017,ABB Ltd,Zurich,CHE,20,431,Switzerland,Europe
100499,2017,Rolls Royce Holdings PLC,London,GBR,20,363,United Kingdom,Europe
321698,2017,Signify NV,Eindhoven,NLD,20,342,Netherlands,Europe
295786,2017,CNH Industrial N V,Basildon,GBR,20,334,United Kingdom,Europe
315541,2017,Osram Licht AG,Munich,DEU,20,328,Germany,Europe
210495,2017,SNECMA Ste National D'Etude Et De Construction De Moteurs D'Avion,NA,FRA,20,239,France,Europe
101336,2017,Schneider Electric S E,Rueil-Malmaison,FRA,20,233,France,Europe
100609,2017,Continental AG,Hanover,DEU,25,517,Germany,Europe
100737,2017,Volkswagen AG,Wolfsburg,DEU,25,456,Germany,Europe
320124,2017,Schaeffler AG,Herzogenaurach,DEU,25,274,Germany,Europe
100022,2017,Bayerische Motoren Werke Aktiengesellschaft,Munich,DEU,25,256,Germany,Europe
101347,2017,Swatch Group AG,Biel/Bienne,CHE,25,234,Switzerland,Europe
102523,2017,Valeo SE,Paris,FRA,25,234,France,Europe
101277,2017,Compagnie Generale des Etablissements Michelin Societe en commandite par actions,Clermont-Ferrand,FRA,25,203,France,Europe
14620,2017,Electrolux AB,Stockholm,SWE,25,144,Sweden,Europe
118122,2017,Aptiv PLC,Schaffhausen,CHE,25,137,Switzerland,Europe
102299,2017,Forvia SE,Nanterre,FRA,25,136,France,Europe
101942,2017,Henkel AG & Co KGaA,Dusseldorf,DEU,30,186,Germany,Europe
100581,2017,LOreal SA,Clichy,FRA,30,155,France,Europe
16603,2017,"Nestle SA, Cham Und Vevey",Vevey,CHE,30,150,Switzerland,Europe
10846,2017,Unilever PLC,London,GBR,30,69,United Kingdom,Europe
324770,2017,Essity Aktiebolag,Stockholm,SWE,30,55,Sweden,Europe
1932,2017,British American Tobacco PLC,London,GBR,30,43,United Kingdom,Europe
100083,2017,Beiersdorf AG,Hamburg,DEU,30,43,Germany,Europe
100775,2017,Koninklijke Numico NV,Hoofddorp,NLD,30,26,Netherlands,Europe
221858,2017,Reckitt Benckiser Group PLC,Slough,GBR,30,25,United Kingdom,Europe
312871,2017,DE Master Blenders 1753 NV,Amsterdam,NLD,30,25,Netherlands,Europe
8546,2017,Koninklijke Philips NV,Amsterdam,NLD,35,1065,Netherlands,Europe
100080,2017,Bayer AG,Leverkusen,DEU,35,837,Germany,Europe
25648,2017,Roche Holding AG,Basel,CHE,35,447,Switzerland,Europe
101310,2017,Novartis AG,Basel,CHE,35,314,Switzerland,Europe
101204,2017,Sanofi,Paris,FRA,35,308,France,Europe
326765,2017,Siemens Healthineers AG,Forchheim,DEU,35,293,Germany,Europe
101317,2017,Smith & Nephew PLC,Watford,GBR,35,174,United Kingdom,Europe
5180,2017,GSK plc,Brentford,GBR,35,155,United Kingdom,Europe
212782,2017,Fresenius Medical Care AG,Bad Homburg,DEU,35,119,Germany,Europe
238442,2017,"Carl Zeiss Meditec AG, Jena",Jena,DEU,35,108,Germany,Europe
278557,2017,Touchstone Innovations Plc,London,GBR,40,18,United Kingdom,Europe
15671,2017,Skandinaviska Enskilda Banken Ab,Stockholm,SWE,40,8,Sweden,Europe
105547,2017,Barclays Bank PLC,London,GBR,40,6,United Kingdom,Europe
15549,2017,UniCredit SpA,Milan,ITA,40,4,Italy,Europe
223522,2017,Chesterton Inernational PLC,London,GBR,40,3,United Kingdom,Europe
15509,2017,HSBC Holdings PLC,London,GBR,40,2,United Kingdom,Europe
21408,2017,Groupe Bruxelles Lambert SA,Brussels,BEL,40,2,Belgium,Europe
206652,2017,OTP Bank PLC,Budapest,HUN,40,2,Hungary,Europe
3221,2017,Aon plc,Dublin,IRL,40,1,Ireland,Europe
15575,2017,Commerzbank AG,Frankfurt am Main,DEU,40,1,Germany,Europe
4439,2017,Telefonaktiebolaget LM Ericsson (publ),Stockholm,SWE,45,1604,Sweden,Europe
132740,2017,Infineon Technologies AG,Neubiberg,DEU,45,1183,Germany,Europe
23671,2017,Nokia OYJ,Espoo,FIN,45,1002,Finland,Europe
184725,2017,NXP Semiconductors NV,Eindhoven,NLD,45,899,Netherlands,Europe
31142,2017,STMicroelectronics NV,Schiphol,NLD,45,743,Netherlands,Europe
103487,2017,SAP SE,Walldorf,DEU,45,552,Germany,Europe
101352,2017,Alcatel-Lucent,Boulogne-Billancourt,FRA,45,347,France,Europe
177267,2017,TE Connectivity plc,Ballybrit,IRL,45,323,Ireland,Europe
61214,2017,ASML Holding NV,Veldhoven,NLD,45,263,Netherlands,Europe
125863,2017,Vantiva SA,Paris,FRA,45,244,France,Europe
220940,2017,Orange SA,Issy-les-Moulineaux,FRA,50,115,France,Europe
14605,2017,WPP PLC,London,GBR,50,85,United Kingdom,Europe
2411,2017,BT Group PLC,London,GBR,50,71,United Kingdom,Europe
33175,2017,Spotify Technology SA,Luxembourg City,LUX,50,40,Luxembourg,Europe
14894,2017,Vodafone Group Public Limited Company,Newbury,GBR,50,35,United Kingdom,Europe
19151,2017,Telecom Italia SPA,Rome,ITA,50,31,Italy,Europe
221616,2017,Deutsche Telekom AG,Bonn,DEU,50,30,Germany,Europe
61440,2017,Koninklijke Kpn NV,Rotterdam,NLD,50,23,Netherlands,Europe
13683,2017,Telefonica SA,Madrid,ESP,50,19,Spain,Europe
114927,2017,"Swisscom AG, Ittigen",Bern,CHE,50,16,Switzerland,Europe
238616,2017,Veolia Environnement SA,Paris,FRA,55,16,France,Europe
220920,2017,EDF,Paris,FRA,55,14,France,Europe
213423,2017,Centrica PLC,Windsor,GBR,55,12,United Kingdom,Europe
220942,2017,Engie SA,Courbevoie,FRA,55,7,France,Europe
289259,2017,Vigie SA,Paris,FRA,55,5,France,Europe
100478,2017,"Sta Elettrica Sopracenerina (Ses), Locarno",Locarno,CHE,55,4,Switzerland,Europe
100590,2017,E.ON SE,Essen,DEU,55,4,Germany,Europe
103489,2017,Degremont SA,Paris,FRA,55,4,France,Europe
201794,2017,Enel SpA,Rome,ITA,55,3,Italy,Europe
204671,2017,CEZ a s,Prague,CZE,55,2,Czechia,Europe
210446,2017,MRM Sa,Paris,FRA,60,1,France,Europe
279579,2017,Park Inc,Sofia,BGR,60,1,Bulgaria,Europe
211865,2017,Suunto Oy,Vantaa,FIN,NA,6,Finland,Europe
4099,2017,Dunlop Holdings PLC,LONDON,GBR,NA,2,United Kingdom,Europe
221591,2017,Louis Poulsen & Co A/S,Copenhagen,DNK,NA,2,Denmark,Europe
3530,2017,Cornelius Co,Redon,FRA,NA,1,France,Europe
202242,2017,A. Friedr. Flender GmbH,Bocholt,DEU,NA,1,Germany,Europe
