gvkey,year,company,city,country_code,sector_code,patentcount,country,region
30990,2018,Capital One Financial Corp,McLean,USA,40,191,United States,North America
179534,2018,Visa Inc,San Francisco,USA,40,180,United States,North America
160225,2018,Mastercard Inc,Purchase,USA,40,155,United States,North America
122554,2018,United Services Auto Assn,San Antonio,USA,40,145,United States,North America
26367,2018,Block Inc,Oakland,USA,40,116,United States,North America
28349,2018,The Allstate Corporation,Northbrook,USA,40,95,United States,North America
6066,2018,International Business Machines Corp,Armonk,USA,45,9319,United States,North America
6008,2018,Intel Corp,Santa Clara,USA,45,3439,United States,North America
12141,2018,Microsoft Corp,Redmond,USA,45,2581,United States,North America
1690,2018,Apple Inc,Cupertino,USA,45,2486,United States,North America
24800,2018,QUALCOMM Inc.,San Diego,USA,45,2363,United States,North America
14489,2018,Dell Technologies Inc,Round Rock,USA,45,1564,United States,North America
20779,2018,Cisco Systems Inc,San Jose,USA,45,1036,United States,North America
7343,2018,Micron Technology Inc.,Boise,USA,45,942,United States,North America
5606,2018,HP Inc,Palo Alto,USA,45,848,United States,North America
10499,2018,Texas Instruments Inc,Dallas,USA,45,796,United States,North America
160329,2018,Alphabet Inc,Mountain View,USA,50,2834,United States,North America
9899,2018,AT&T Inc,Dallas,USA,50,1180,United States,North America
170617,2018,Meta Platforms Inc,Menlo Park,USA,50,829,United States,North America
2136,2018,Verizon Communications Inc,New York,USA,50,452,United States,North America
17874,2018,T-Mobile US Inc,Bellevue,USA,50,304,United States,North America
3980,2018,Walt Disney Co (The),Burbank,USA,50,266,United States,North America
3226,2018,Comcast Corp,Philadelphia,USA,50,234,United States,North America
147204,2018,Cogent Communications Holdings Inc,Washington,USA,50,227,United States,North America
179202,2018,EchoStar Corp,Englewood,USA,50,154,United States,North America
2884,2018,Lumen Technologies Inc,Monroe,USA,50,153,United States,North America
135990,2018,NRG Energy Inc,Houston,USA,55,89,United States,North America
5808,2018,Hydro Quebec,Montreal,CAN,55,11,Canada,North America
4029,2018,Dominion Energy Inc,Richmond,USA,55,9,United States,North America
65090,2018,San Diego Gas & Electric Co,San Diego,USA,55,6,United States,North America
4093,2018,Duke Energy Corp,Charlotte,USA,55,4,United States,North America
160913,2018,Ormat Technologies Inc,Reno,USA,55,4,United States,North America
4517,2018,NextEra Energy Inc,Juno Beach,USA,55,3,United States,North America
8099,2018,FirstEnergy Corp.,Akron,USA,55,3,United States,North America
24216,2018,AES Corp (The),Arlington,USA,55,3,United States,North America
8171,2018,Orange & Rockland Utilities,Spring Valley,USA,55,2,United States,North America
138743,2018,Equinix Inc,Redwood City,USA,60,19,United States,North America
112111,2018,CoStar Group Inc,Washington,USA,60,18,United States,North America
187039,2018,Zillow Group Inc,Seattle,USA,60,6,United States,North America
65108,2018,Jones Lang LaSalle Inc,Chicago,USA,60,3,United States,North America
32102,2018,Redfin Corp,Seattle,USA,60,2,United States,North America
62374,2018,Iron Mountain Inc,Portsmouth,USA,60,2,United States,North America
7402,2018,Miller Industries Inc,Miami,USA,60,1,United States,North America
11220,2018,Vornado Realty Trust,New York,USA,60,1,United States,North America
24731,2018,Kimco Realty Corp,Jericho,USA,60,1,United States,North America
6491,2018,Kohler Co,Kohler,USA,NA,194,United States,North America
8198,2018,Otis Elevator Co,Farmington,USA,NA,135,United States,North America
2789,2018,Carrier Corp,Palm Beach Gardens,USA,NA,131,United States,North America
10811,2018,UOP Inc,Des Plaines,USA,NA,96,United States,North America
7224,2018,Medline Industries Inc,Northfield,USA,NA,73,United States,North America
5367,2018,Guardian Industries,Auburn Hills,USA,NA,51,United States,North America
9239,2018,Rosemount Inc,Chanhassen,USA,NA,23,United States,North America
27326,2018,Vertiv Co,Westerville,USA,NA,14,United States,North America
2216,2018,Binney & Smith Inc,Easton,USA,NA,11,United States,North America
2910,2018,Chamberlain Manufacturing Co,Chicago,USA,NA,11,United States,North America
213479,2018,TotalEnergies Marketing Kenya PLC,Nairobi,KEN,10,20,Kenya,Other
222111,2018,Petroleo Brasileiro S.A.- Petrobras,Rio De Janeiro,BRA,10,5,Brazil,Other
28520,2018,Ypf Sociedad Anonima Yacimientos Petroliferos Fiscales,Buenos Aires,ARG,10,1,Argentina,Other
100465,2018,Sasol Ltd,Johannesburg,ZAF,15,14,South Africa,Other
200499,2018,Vallourec & Mannesmann Tubes,Belo Horizonte,BRA,15,13,Brazil,Other
204440,2018,Makhteshim Agan Industries Ltd,Jingzhou,ISR,15,11,Israel,Other
200976,2018,Braskem SA,Sao Paulo,BRA,15,4,Brazil,Other
213311,2018,Evora SA,Porto Alegre,BRA,15,4,Brazil,Other
209382,2018,Vale SA,Rio De Janeiro,BRA,15,3,Brazil,Other
220211,2018,ICL GROUP LTD,Tel Aviv,ISR,15,2,Israel,Other
224900,2018,Palram Industries (1990) Ltd,Zevulun,ISR,15,2,Israel,Other
213346,2018,Punta Del Cobre SA,Copiapo,CHL,15,1,Chile,Other
311594,2018,Medical Packaging Co,Cairo,EGY,15,1,Egypt,Other
65380,2018,Elbit Systems Ltd,Haifa,ISR,20,31,Israel,Other
213288,2018,Embraer SA,Sao Paulo,BRA,20,20,Brazil,Other
289223,2018,Alaris Holdings Ltd,Centurion,ZAF,20,16,South Africa,Other
222123,2018,Odebrecht SA,Salvador,BRA,20,6,Brazil,Other
346647,2018,Phinergy Ltd,Lod,ISR,20,5,Israel,Other
345714,2018,Aquarius Engines (AM) Ltd,Yakum,ISR,20,4,Israel,Other
23243,2018,Kornit Digital Ltd,Rosh Haayin,ISR,20,3,Israel,Other
35222,2018,Fiverr International Ltd,Tel Aviv,ISR,20,3,Israel,Other
224896,2018,Minrav Group Ltd,Tel Aviv,ISR,20,2,Israel,Other
274677,2018,Amiad Water Systems Ltd,Upper Galilee,ISR,20,2,Israel,Other
206059,2018,Naspers Ltd,Cape Town,ZAF,25,21,South Africa,Other
271218,2018,Grendene SA,Sobral,BRA,25,11,Brazil,Other
205128,2018,Mahle-Metal Leve Sa,Mogi Guacu,BRA,25,9,Brazil,Other
275668,2018,Maytronics Ltd,Jezreel Valley,ISR,25,9,Israel,Other
297402,2018,Tadiran Group Ltd,Petah Tikva,ISR,25,9,Israel,Other
224604,2018,Delta Galil Industries Ltd,Caesarea,ISR,25,2,Israel,Other
177939,2018,Springs Global Participaccoes SA,Montes Claros,BRA,25,1,Brazil,Other
270786,2018,Wetzel SA,Joinville,BRA,25,1,Brazil,Other
285100,2018,Raval ACS Ltd,Beersheba,ISR,25,1,Israel,Other
296738,2018,Azzas 2154 SA,Belo Horizonte,BRA,25,1,Brazil,Other
270509,2018,Natura &Co Holding SA,Sao Paulo,BRA,30,24,Brazil,Other
313254,2018,Hortifrut S.A.,Santiago,CHL,30,3,Chile,Other
23290,2018,Strauss Group Ltd,Petah Tikva,ISR,30,2,Israel,Other
285188,2018,Marfrig Global Foods SA,Sao Paulo,BRA,30,2,Brazil,Other
224877,2018,Albad Massuot Yitzhak Ltd,Nir Yitzhak,ISR,30,1,Israel,Other
14538,2018,Teva Pharmaceutical Industries Ltd,Tel Aviv,ISR,35,34,Israel,Other
286396,2018,Evogene Ltd,Rehovot,ISR,35,11,Israel,Other
21103,2018,Lifeward Ltd,Yokneam Illit,ISR,35,5,Israel,Other
240221,2018,APS Technologies Ltd,Heteren,ZAF,35,5,South Africa,Other
22676,2018,Check-Cap Ltd,Isfiya,ISR,35,4,Israel,Other
160902,2018,Syneron Medical Ltd,Yokneam Illit,ISR,35,4,Israel,Other
175518,2018,Rosetta Genomics Ltd,Rehovot,ISR,35,4,Israel,Other
186953,2018,InspireMD Inc,Tel Aviv,ISR,35,4,Israel,Other
296885,2018,Redhill Biopharma Ltd,Tel Aviv,ISR,35,4,Israel,Other
21022,2018,Mapi - Pharma Ltd,Ness Ziona,ISR,35,2,Israel,Other
209957,2018,Boe Ltd,Cape Town,ZAF,40,153,South Africa,Other
30452,2018,Banco Bradesco S A,Osasco,BRA,40,12,Brazil,Other
279157,2018,Ecobank Transnational Inc,Lome,TGO,40,3,Togo,Other
240228,2018,Discovery Ltd,Johannesburg,ZAF,40,2,South Africa,Other
61902,2018,NICE Ltd,Ra'anana,ISR,45,33,Israel,Other
21002,2018,CyberArk Software Ltd,Petah Tikva,ISR,45,22,Israel,Other
23119,2018,SolarEdge Technologies Inc,Herzliya,ISR,45,22,Israel,Other
133905,2018,Nova Ltd,Rehovot,ISR,45,19,Israel,Other
31255,2018,Tower Semiconductor Ltd,Migdal Haemek,ISR,45,12,Israel,Other
28236,2018,Gilat Satellite Networks Ltd,Petah Tikva,ISR,45,9,Israel,Other
39786,2018,Valens Semiconductor Ltd,Hod Hasharon,ISR,45,8,Israel,Other
41498,2018,Beamr Imaging Ltd,Herzliya,ISR,45,6,Israel,Other
125074,2018,Radware Ltd,Tel Aviv,ISR,45,6,Israel,Other
351481,2018,Cipia Vision Ltd,Herzliya,ISR,45,5,Israel,Other
317637,2018,Nexxen International Ltd,Tel Aviv-Yafo,ISR,50,7,Israel,Other
37752,2018,Playtika Holding Corp,Herzliya Pituach,ISR,50,1,Israel,Other
211655,2018,MTN Group Ltd,Johannesburg,ZAF,50,1,South Africa,Other
220454,2018,Eskom,Sandton,ZAF,55,1,South Africa,Other
243145,2018,G City Ltd,Tel Aviv,ISR,60,2,Israel,Other
317586,2018,OCP S.A.,Casablanca,MAR,NA,2,Morocco,Other
334426,2019,Saudi Arabian Oil Company,Dhahran,SAU,10,560,Saudi Arabia,Asia Pacific
279449,2019,Idemitsu Kosan Co Ltd,Tokyo,JPN,10,97,Japan,Asia Pacific
285205,2019,SK Innovation Co Ltd,Seoul,KOR,10,54,South Korea,Asia Pacific
207074,2019,Reliance Industries Ltd,Mumbai,IND,10,44,India,Asia Pacific
100158,2019,ENEOS Holdings Inc,Tokyo,JPN,10,35,Japan,Asia Pacific
140756,2019,CHINA PETROLEUM & CHEMICAL CORPORATION,Beijing,CHN,10,30,China,Asia Pacific
212777,2019,Indian Oil Corp Ltd,New Delhi,IND,10,23,India,Asia Pacific
203741,2019,SK Discovery Co Ltd,Seongnam-si,KOR,10,9,South Korea,Asia Pacific
133870,2019,PetroChina Company Limited,Beijing,CHN,10,6,China,Asia Pacific
208175,2019,Oil & Natural Gas Corp Ltd,New Delhi,IND,10,6,India,Asia Pacific
245036,2019,Lg Chem Ltd,Seoul,KOR,15,799,South Korea,Asia Pacific
100155,2019,Nippon Steel Corp,Tokyo,JPN,15,315,Japan,Asia Pacific
100689,2019,Sumitomo Chemical Co Ltd,Tokyo,JPN,15,244,Japan,Asia Pacific
100697,2019,Shin-Etsu Chemical Co Ltd,Tokyo,JPN,15,212,Japan,Asia Pacific
248963,2019,Saudi Basic Industries Corp,Riyadh,SAU,15,209,Saudi Arabia,Asia Pacific
100258,2019,Asahi Kasei Corp,Tokyo,JPN,15,206,Japan,Asia Pacific
100724,2019,Toray Industries Inc,Tokyo,JPN,15,176,Japan,Asia Pacific
100683,2019,Nitto Denko Corp,Osaka,JPN,15,166,Japan,Asia Pacific
19045,2019,Mitsubishi Chemical Group Corporation,Tokyo,JPN,15,157,Japan,Asia Pacific
253738,2019,Jfe Holdings Inc,Tokyo,JPN,15,154,Japan,Asia Pacific
10622,2019,Toshiba Corp,Tokyo,JPN,20,2249,Japan,Asia Pacific
19043,2019,Mitsubishi Electric Corp,Tokyo,JPN,20,1440,Japan,Asia Pacific
5650,2019,Hitachi Ltd,Tokyo,JPN,20,959,Japan,Asia Pacific
100048,2019,Fanuc Corp,Yamanashi,JPN,20,682,Japan,Asia Pacific
100012,2019,Mitsubishi Heavy Industries Ltd,Tokyo,JPN,20,493,Japan,Asia Pacific
101851,2019,Fuji Electric Co Ltd,Tokyo,JPN,20,330,Japan,Asia Pacific
102773,2019,Nichias Corp,Tokyo,JPN,20,288,Japan,Asia Pacific
221821,2019,Nidec Corporation,Kyoto,JPN,20,242,Japan,Asia Pacific
103409,2019,Techtronic Industries Co Ltd,Kwai Chung,HKG,20,233,"Hong Kong, SAR China",Asia Pacific
100259,2019,AGC Inc,Tokyo,JPN,20,200,Japan,Asia Pacific
251303,2019,Lg Electronics Inc,Seoul,KOR,25,3371,South Korea,Asia Pacific
9818,2019,Sony Group Corporation,Tokyo,JPN,25,2795,Japan,Asia Pacific
19661,2019,Toyota Motor Corp,Toyota,JPN,25,2525,Japan,Asia Pacific
7114,2019,Panasonic Holdings Corporation,Kadoma,JPN,25,2123,Japan,Asia Pacific
104607,2019,Hyundai Motor Co,Seoul,KOR,25,1668,South Korea,Asia Pacific
5691,2019,Honda Motor Co Ltd,Tokyo,JPN,25,1219,Japan,Asia Pacific
19112,2019,Denso Corp,Kariya,JPN,25,1184,Japan,Asia Pacific
104606,2019,Kia Corporation,Seoul,KOR,25,1000,South Korea,Asia Pacific
100699,2019,Sharp Corp,Sakai,JPN,25,934,Japan,Asia Pacific
19413,2019,Sumitomo Electric Industries Ltd,Osaka,JPN,25,777,Japan,Asia Pacific
18715,2019,Kao Corp,Tokyo,JPN,30,85,Japan,Asia Pacific
286420,2019,CJ CheilJedang Corp,Seoul,KOR,30,69,South Korea,Asia Pacific
223528,2019,Japan Tobacco Inc,Tokyo,JPN,30,46,Japan,Asia Pacific
278216,2019,Amorepacific Corp,Seoul,KOR,30,46,South Korea,Asia Pacific
104854,2019,Unicharm Corporation,Tokyo,JPN,30,43,Japan,Asia Pacific
100253,2019,Ajinomoto Co Inc,Tokyo,JPN,30,33,Japan,Asia Pacific
19344,2019,Shiseido Co Ltd,Tokyo,JPN,30,32,Japan,Asia Pacific
327622,2019,MTG Co. Ltd.,Nagoya,JPN,30,26,Japan,Asia Pacific
105130,2019,Sakata Seed Corp,Yokohama,JPN,30,24,Japan,Asia Pacific
313859,2019,Korea Kolmar Co Ltd,Sejong City,KOR,30,18,South Korea,Asia Pacific
100686,2019,Olympus Corp,Tokyo,JPN,35,758,Japan,Asia Pacific
102146,2019,Terumo Corp,Tokyo,JPN,35,205,Japan,Asia Pacific
101256,2019,Fisher & Paykel Healthcare Corp Ltd,Auckland,NZL,35,104,New Zealand,Asia Pacific
212635,2019,Cochlear Ltd,Sydney,AUS,35,97,Australia,Asia Pacific
100718,2019,Takeda Pharmaceutical Co Ltd,Tokyo,JPN,35,96,Japan,Asia Pacific
100433,2019,Hoya Corp,Tokyo,JPN,35,88,Japan,Asia Pacific
354265,2019,Shanghai United Imaging Healthcare Co Ltd,Shanghai,CHN,35,80,China,Asia Pacific
350287,2019,PHC Holdings Corporation,Tokyo,JPN,35,68,Japan,Asia Pacific
296288,2019,Otsuka Holdings Co Ltd,Tokyo,JPN,35,63,Japan,Asia Pacific
212712,2019,Sysmex Corp,Kobe,JPN,35,48,Japan,Asia Pacific
160709,2019,Ping An Insurance Group Co of China Ltd,Shenzhen,CHN,40,16,China,Asia Pacific
356377,2019,Rakuten Bank Ltd,Tokyo,JPN,40,9,Japan,Asia Pacific
223068,2019,Piramal Enterprises Limited,Mumbai,IND,40,7,India,Asia Pacific
15668,2019,Orix Corp,Tokyo,JPN,40,4,Japan,Asia Pacific
210285,2019,Astra Capital Ltd,West Perth,AUS,40,4,Australia,Asia Pacific
207933,2019,Hanwha General Insurance Co Ltd,Seoul,KOR,40,3,South Korea,Asia Pacific
242218,2019,SBI Holdings Inc,Tokyo,JPN,40,3,Japan,Asia Pacific
10137,2019,Sumitomo Mitsui Financial Group Inc,Tokyo,JPN,40,2,Japan,Asia Pacific
248136,2019,Mizuho Financial Group Inc,Tokyo,JPN,40,2,Japan,Asia Pacific
272204,2019,NICE Holdings Co Ltd,Seoul,KOR,40,2,South Korea,Asia Pacific
104604,2019,Samsung Electronics Co Ltd,Suwon,KOR,45,9478,South Korea,Asia Pacific
2721,2019,Canon Inc,Tokyo,JPN,45,3927,Japan,Asia Pacific
201395,2019,Taiwan Semiconductor Manufacturing Co Ltd,Hsinchu City,TWN,45,2355,Taiwan,Asia Pacific
242058,2019,Boe Technology Group Co Ltd,Beijing,CHN,45,2182,China,Asia Pacific
257018,2019,Seiko Epson Corp,Suwa,JPN,45,1369,Japan,Asia Pacific
18467,2019,Fujitsu Ltd,Tokyo,JPN,45,1320,Japan,Asia Pacific
6512,2019,Kyocera Corp,Kyoto,JPN,45,1064,Japan,Asia Pacific
9135,2019,Ricoh Co Ltd,Tokyo,JPN,45,1040,Japan,Asia Pacific
7652,2019,Nec Corp,Tokyo,JPN,45,1015,Japan,Asia Pacific
100226,2019,Murata Manufacturing Co Ltd,Nagaokakyo,JPN,45,955,Japan,Asia Pacific
270615,2019,Tencent Holdings LTD,Shenzhen,CHN,50,458,China,Asia Pacific
7908,2019,Nippon Telegraph and Telephone Corporation,Tokyo,JPN,50,313,Japan,Asia Pacific
164532,2019,Baidu Inc,Beijing,CHN,50,224,China,Asia Pacific
102450,2019,Nintendo Co Ltd,Kyoto,JPN,50,146,Japan,Asia Pacific
133104,2019,KT Corporation,Seongnam-si,KOR,50,120,South Korea,Asia Pacific
203480,2019,SK Telecom Co Ltd,Seoul,KOR,50,100,South Korea,Asia Pacific
290702,2019,GREE Holdings Inc,Tokyo,JPN,50,59,Japan,Asia Pacific
200595,2019,Konami Group Corporation,Tokyo,JPN,50,51,Japan,Asia Pacific
255244,2019,NAVER Corp,Seongnam-si,KOR,50,47,South Korea,Asia Pacific
214509,2019,LY Corporation,Chiyoda,JPN,50,39,Japan,Asia Pacific
30874,2019,Korea Electric Power Corp,Naju-Si,KOR,55,36,South Korea,Asia Pacific
100846,2019,Osaka Gas Co Ltd,Osaka,JPN,55,6,Japan,Asia Pacific
293536,2019,China Longyuan Power Group Corp Ltd,Beijing,CHN,55,6,China,Asia Pacific
100439,2019,Chugoku Electric Power Co Inc,Hiroshima,JPN,55,5,Japan,Asia Pacific
239856,2019,Korea Gas Corp,Daegu,KOR,55,5,South Korea,Asia Pacific
100688,2019,Tokyo Electric Power Co Holdings Inc,Chiyoda,JPN,55,4,Japan,Asia Pacific
100690,2019,Tohoku Electric Power Co Inc,Sendai,JPN,55,3,Japan,Asia Pacific
318770,2019,CGN Power Co Ltd,Shenzhen,CHN,55,3,China,Asia Pacific
200370,2019,Aygaz,Sisli,TUR,55,2,Turkey,Asia Pacific
251720,2019,ENN Energy Holdings Ltd,Langfang,CHN,55,2,China,Asia Pacific
200477,2019,Peking University Resources (Holdings) Co Ltd,Causeway Bay,HKG,60,22,"Hong Kong, SAR China",Asia Pacific
242644,2019,Sunland Group Ltd Sdg,Surfers Paradise,AUS,60,4,Australia,Asia Pacific
17830,2019,Daiwa House Industry Co Ltd,Osaka,JPN,60,3,Japan,Asia Pacific
200422,2019,Low Keng Huat Singapore Ltd,Singapore,SGP,60,2,Singapore,Asia Pacific
19421,2019,Sun Hung Kai Properties Ltd,Wan Chai,HKG,60,1,"Hong Kong, SAR China",Asia Pacific
100436,2019,Daikyo Inc,Tokyo,JPN,60,1,Japan,Asia Pacific
103287,2019,Shun Tak Holdings Ltd,Central,HKG,60,1,"Hong Kong, SAR China",Asia Pacific
254418,2019,Ichigo Inc,Tokyo,JPN,60,1,Japan,Asia Pacific
259184,2019,SC Asset Corp Public Co Ltd,Bangkok,THA,60,1,Thailand,Asia Pacific
260480,2019,Japan Asset Marketing Co Ltd,Tokyo,JPN,60,1,Japan,Asia Pacific
321386,2019,Suntory Holdings Ltd,Tokyo,JPN,NA,27,Japan,Asia Pacific
202875,2019,KDK Corp,Kyoto,JPN,NA,16,Japan,Asia Pacific
332577,2019,Supernet Technologies Ltd,Karachi,PAK,NA,8,Pakistan,Asia Pacific
343791,2019,ThroughTek Co Ltd,Taipei,TWN,NA,2,Taiwan,Asia Pacific
346454,2019,Qbic Technology Co Ltd,New Taipei City,TWN,NA,2,Taiwan,Asia Pacific
102484,2019,Donaghys Ltd,Christchurch,NZL,NA,1,New Zealand,Asia Pacific
342125,2019,Innovision FlexTech Corp,Kaohsiung,TWN,NA,1,Taiwan,Asia Pacific
358604,2019,Xikang Cloud Hospital Holdings Inc,Ningbo,CHN,NA,1,China,Asia Pacific
24625,2019,TotalEnergies SE,Courbevoie,FRA,10,166,France,Europe
102983,2019,Viridien Societe anonyme,Massy,FRA,10,81,France,Europe
216613,2019,TGS ASA,Oslo,NOR,10,70,Norway,Europe
220546,2019,Equinor ASA,Stavanger,NOR,10,41,Norway,Europe
270267,2019,Akastor ASA,Baerum,NOR,10,31,Norway,Europe
101083,2019,Saipem SpA,Milan,ITA,10,29,Italy,Europe
61616,2019,Eni SpA,Rome,ITA,10,27,Italy,Europe
12384,2019,Shell Plc,London,GBR,10,18,United Kingdom,Europe
317929,2019,Magseis Fairfield ASA,Lysaker,NOR,10,14,Norway,Europe
101861,2019,Hunting PLC,London,GBR,10,12,United Kingdom,Europe
17436,2019,BASF SE,Ludwigshafen am Rhein,DEU,15,626,Germany,Europe
295421,2019,Evonik Industries AG,Essen,DEU,15,189,Germany,Europe
241216,2019,"Syngenta AG, Basel",Basel,CHE,15,171,Switzerland,Europe
103176,2019,thyssenkrupp AG,Essen,DEU,15,163,Germany,Europe
102454,2019,DSM Firmenich AG,Kaiseraugst,CHE,15,153,Switzerland,Europe
277043,2019,Arkema,Colombes,FRA,15,152,France,Europe
220789,2019,Dyson Group PLC,Chesterfield,GBR,15,149,United Kingdom,Europe
101202,2019,L'Air Liquide SA,Paris,FRA,15,125,France,Europe
241336,2019,Novonesis A/S,Bagsvaerd,DNK,15,116,Denmark,Europe
101394,2019,"Solvay SA, Bruxelles",Brussels,BEL,15,106,Belgium,Europe
19349,2019,Siemens AG,Munich,DEU,20,954,Germany,Europe
220833,2019,Airbus SE,Leiden,NLD,20,633,Netherlands,Europe
100499,2019,Rolls Royce Holdings PLC,London,GBR,20,594,United Kingdom,Europe
4199,2019,Eaton Corporation plc,Dublin,IRL,20,518,Ireland,Europe
101305,2019,Safran SA,Paris,FRA,20,481,France,Europe
295786,2019,CNH Industrial N V,Basildon,GBR,20,442,United Kingdom,Europe
210418,2019,ABB Ltd,Zurich,CHE,20,425,Switzerland,Europe
321698,2019,Signify NV,Eindhoven,NLD,20,401,Netherlands,Europe
315541,2019,Osram Licht AG,Munich,DEU,20,338,Germany,Europe
101336,2019,Schneider Electric S E,Rueil-Malmaison,FRA,20,242,France,Europe
100737,2019,Volkswagen AG,Wolfsburg,DEU,25,619,Germany,Europe
100609,2019,Continental AG,Hanover,DEU,25,512,Germany,Europe
100022,2019,Bayerische Motoren Werke Aktiengesellschaft,Munich,DEU,25,449,Germany,Europe
102523,2019,Valeo SE,Paris,FRA,25,327,France,Europe
320124,2019,Schaeffler AG,Herzogenaurach,DEU,25,276,Germany,Europe
101277,2019,Compagnie Generale des Etablissements Michelin Societe en commandite par actions,Clermont-Ferrand,FRA,25,212,France,Europe
27333,2019,Adient plc,Dublin,IRL,25,203,Ireland,Europe
102299,2019,Forvia SE,Nanterre,FRA,25,177,France,Europe
245918,2019,International Game Technology PLC,London,GBR,25,151,United Kingdom,Europe
14620,2019,Electrolux AB,Stockholm,SWE,25,144,Sweden,Europe
101942,2019,Henkel AG & Co KGaA,Dusseldorf,DEU,30,211,Germany,Europe
100581,2019,LOreal SA,Clichy,FRA,30,165,France,Europe
16603,2019,"Nestle SA, Cham Und Vevey",Vevey,CHE,30,151,Switzerland,Europe
10846,2019,Unilever PLC,London,GBR,30,90,United Kingdom,Europe
1932,2019,British American Tobacco PLC,London,GBR,30,70,United Kingdom,Europe
324770,2019,Essity Aktiebolag,Stockholm,SWE,30,54,Sweden,Europe
100083,2019,Beiersdorf AG,Hamburg,DEU,30,40,Germany,Europe
212773,2019,Imperial Brands PLC,Bristol,GBR,30,29,United Kingdom,Europe
210918,2019,Vilmorin & Cie SA,Paris,FRA,30,25,France,Europe
248419,2019,Suominen Corp,Helsinki,FIN,30,22,Finland,Europe
8546,2019,Koninklijke Philips NV,Amsterdam,NLD,35,1305,Netherlands,Europe
100080,2019,Bayer AG,Leverkusen,DEU,35,782,Germany,Europe
326765,2019,Siemens Healthineers AG,Forchheim,DEU,35,652,Germany,Europe
25648,2019,Roche Holding AG,Basel,CHE,35,521,Switzerland,Europe
101204,2019,Sanofi,Paris,FRA,35,292,France,Europe
101310,2019,Novartis AG,Basel,CHE,35,256,Switzerland,Europe
101317,2019,Smith & Nephew PLC,Watford,GBR,35,160,United Kingdom,Europe
212782,2019,Fresenius Medical Care AG,Bad Homburg,DEU,35,138,Germany,Europe
5180,2019,GSK plc,Brentford,GBR,35,135,United Kingdom,Europe
101248,2019,EssilorLuxottica Societe anonyme,Paris,FRA,35,128,France,Europe
278557,2019,Touchstone Innovations Plc,London,GBR,40,18,United Kingdom,Europe
246706,2019,London Stock Exchange Group PLC,London,GBR,40,15,United Kingdom,Europe
3221,2019,Aon plc,Dublin,IRL,40,9,Ireland,Europe
63546,2019,"Schweizerische Rueckversicherungs-Gesellschaft, Zuerich",Zurich,CHE,40,9,Switzerland,Europe
21408,2019,Groupe Bruxelles Lambert SA,Brussels,BEL,40,8,Belgium,Europe
12673,2019,Barclays PLC,London,GBR,40,5,United Kingdom,Europe
15671,2019,Skandinaviska Enskilda Banken Ab,Stockholm,SWE,40,4,Sweden,Europe
15549,2019,UniCredit SpA,Milan,ITA,40,2,Italy,Europe
15784,2019,Societe Generale Group,Paris,FRA,40,2,France,Europe
144496,2019,UBS Group AG,Zurich,CHE,40,2,Switzerland,Europe
4439,2019,Telefonaktiebolaget LM Ericsson (publ),Stockholm,SWE,45,1656,Sweden,Europe
132740,2019,Infineon Technologies AG,Neubiberg,DEU,45,971,Germany,Europe
23671,2019,Nokia OYJ,Espoo,FIN,45,840,Finland,Europe
31142,2019,STMicroelectronics NV,Schiphol,NLD,45,753,Netherlands,Europe
103487,2019,SAP SE,Walldorf,DEU,45,665,Germany,Europe
184725,2019,NXP Semiconductors NV,Eindhoven,NLD,45,654,Netherlands,Europe
177267,2019,TE Connectivity plc,Ballybrit,IRL,45,325,Ireland,Europe
61214,2019,ASML Holding NV,Veldhoven,NLD,45,314,Netherlands,Europe
43285,2019,Arm Holdings plc,Cambridge,GBR,45,303,United Kingdom,Europe
143357,2019,Accenture PLC,Dublin,IRL,45,279,Ireland,Europe
220940,2019,Orange SA,Issy-les-Moulineaux,FRA,50,106,France,Europe
14605,2019,WPP PLC,London,GBR,50,99,United Kingdom,Europe
2411,2019,BT Group PLC,London,GBR,50,89,United Kingdom,Europe
33175,2019,Spotify Technology SA,Luxembourg City,LUX,50,57,Luxembourg,Europe
221616,2019,Deutsche Telekom AG,Bonn,DEU,50,41,Germany,Europe
19151,2019,Telecom Italia SPA,Rome,ITA,50,34,Italy,Europe
14894,2019,Vodafone Group Public Limited Company,Newbury,GBR,50,32,United Kingdom,Europe
61440,2019,Koninklijke Kpn NV,Rotterdam,NLD,50,24,Netherlands,Europe
220579,2019,Telia Company AB (publ),Solna,SWE,50,13,Sweden,Europe
114927,2019,"Swisscom AG, Ittigen",Bern,CHE,50,11,Switzerland,Europe
220920,2019,EDF,Paris,FRA,55,32,France,Europe
238616,2019,Veolia Environnement SA,Paris,FRA,55,26,France,Europe
100590,2019,E.ON SE,Essen,DEU,55,17,Germany,Europe
213423,2019,Centrica PLC,Windsor,GBR,55,16,United Kingdom,Europe
220942,2019,Engie SA,Courbevoie,FRA,55,11,France,Europe
289259,2019,Vigie SA,Paris,FRA,55,6,France,Europe
321632,2019,Uniper SE,Dusseldorf,DEU,55,2,Germany,Europe
349408,2019,Corporacion Acciona Energias Renovables S.A.,Madrid,ESP,55,2,Spain,Europe
20130,2019,Atlantica Sustainable Infrastructure plc,Brentford,GBR,55,1,United Kingdom,Europe
100557,2019,Suez Nanterre,Paris,FRA,55,1,France,Europe
210446,2019,MRM Sa,Paris,FRA,60,1,France,Europe
202242,2019,A. Friedr. Flender GmbH,Bocholt,DEU,NA,10,Germany,Europe
